[mea_500kV_1]二次侧数据---kV/kA
TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.099125,	  280.996602,	  280.995767,	  280.995614,	    1.050239,	    1.049999,	    1.050129,	  486.699997,	  486.698286,	  486.699732,	   49.429714,	236876.245878,	   -6.373433,	    1.000000,	    0.000000,	    0.000000
    0.099542,	  280.997899,	  280.999210,	  280.996012,	    1.050221,	    1.049985,	    1.050144,	  486.705242,	  486.701972,	  486.699702,	   50.309282,	236879.134218,	   -6.375662,	    1.000000,	    0.000000,	    0.000000
    0.099958,	  280.997670,	  280.997227,	  280.995372,	    1.050195,	    1.049968,	    1.050156,	  486.703056,	  486.699075,	  486.699844,	   50.522719,	236877.530955,	    0.581044,	    1.000000,	   -0.000000,	    0.000000
    0.100375,	  280.995275,	  280.991920,	  280.994816,	    1.050171,	    1.049967,	    1.050167,	  486.694484,	  486.693689,	  486.699500,	   49.848090,	236872.890312,	    6.555956,	    1.000000,	    0.000000,	    0.000000
    0.100792,	  280.992854,	  280.988960,	  280.994802,	    1.050154,	    1.049983,	    1.050174,	  486.688278,	  486.691653,	  486.698397,	   49.438964,	236869.858034,	    9.743148,	    1.000000,	   -0.000000,	    0.000000
    0.101208,	  280.992940,	  280.990833,	  280.994834,	    1.050141,	    1.050000,	    1.050175,	  486.690522,	  486.693802,	  486.697452,	   50.146865,	236870.976962,	   12.600795,	    1.000000,	   -0.000000,	    0.000000
    0.101625,	  280.995303,	  280.994624,	  280.994586,	    1.050122,	    1.050002,	    1.050174,	  486.697771,	  486.696529,	  486.697706,	   50.384718,	236874.296351,	   11.643509,	    1.000000,	    0.000000,	    0.000000
    0.102042,	  280.995891,	  280.994922,	  280.994634,	    1.050094,	    1.049995,	    1.050170,	  486.698766,	  486.696589,	  486.698267,	   49.906535,	236874.820608,	    5.770313,	    1.000000,	   -0.000000,	    0.000000
    0.102458,	  280.994624,	  280.993591,	  280.994951,	    1.050069,	    1.049993,	    1.050162,	  486.695584,	  486.696150,	  486.697939,	   49.623263,	236873.539119,	   -1.183853,	    1.000000,	   -0.000000,	    0.000000
    0.102875,	  280.994780,	  280.993847,	  280.994785,	    1.050045,	    1.049992,	    1.050152,	  486.696155,	  486.696164,	  486.697779,	   50.193470,	236873.677023,	   -5.243921,	    1.000000,	   -0.000000,	    0.000000
    0.103292,	  280.995626,	  280.994274,	  280.994651,	    1.050020,	    1.049990,	    1.050140,	  486.697704,	  486.696014,	  486.698355,	   50.286244,	236874.317787,	   -4.608196,	    1.000000,	   -0.000000,	    0.000000
    0.103708,	  280.994915,	  280.993859,	  280.995194,	    1.049995,	    1.049989,	    1.050126,	  486.696089,	  486.696573,	  486.698401,	   49.874835,	236873.990459,	   -1.314892,	    1.000000,	   -0.000000,	    0.000000
    0.104125,	  280.992956,	  280.993442,	  280.995784,	    1.049976,	    1.049989,	    1.050108,	  486.693006,	  486.697903,	  486.697062,	   49.684384,	236872.986731,	    1.151161,	    1.000000,	   -0.000000,	    0.000000
    0.104542,	  280.991505,	  280.993422,	  280.995475,	    1.049966,	    1.049990,	    1.050088,	  486.691485,	  486.698361,	  486.695041,	   50.187242,	236871.986466,	    2.211244,	    1.000000,	   -0.000000,	    0.000000
    0.104958,	  280.992538,	  280.993058,	  280.993760,	    1.049958,	    1.049989,	    1.050070,	  486.693248,	  486.695365,	  486.694463,	   50.376002,	236871.398620,	    1.323397,	    1.000000,	   -0.000000,	    0.000000
    0.105375,	  280.994162,	  280.992253,	  280.992761,	    1.049944,	    1.049991,	    1.050059,	  486.694770,	  486.692343,	  486.695651,	   49.944787,	236871.297512,	    0.333382,	    1.000000,	   -0.000000,	    0.000000
    0.105792,	  280.994021,	  280.992695,	  280.993724,	    1.049930,	    1.049994,	    1.050048,	  486.694562,	  486.694046,	  486.696344,	   49.601021,	236872.007614,	    1.098897,	    1.000000,	   -0.000000,	    0.000000
    0.106208,	  280.993249,	  280.993883,	  280.994661,	    1.049920,	    1.049995,	    1.050032,	  486.694500,	  486.696946,	  486.695849,	   50.053023,	236872.767707,	    1.699922,	    1.000000,	   -0.000000,	    0.000000
    0.106625,	  280.993123,	  280.993939,	  280.994440,	    1.049914,	    1.049993,	    1.050015,	  486.694548,	  486.696829,	  486.695415,	   50.386894,	236872.604210,	   -0.484350,	    1.000000,	   -0.000000,	    0.000000
    0.107042,	  280.993204,	  280.993494,	  280.994108,	    1.049910,	    1.049993,	    1.050001,	  486.694319,	  486.695885,	  486.695383,	   50.048945,	236872.213664,	   -4.826332,	    1.000000,	   -0.000000,	    0.000000
    0.107458,	  280.993199,	  280.993532,	  280.994120,	    1.049907,	    1.049994,	    1.049988,	  486.694350,	  486.695946,	  486.695369,	   49.633847,	236872.238948,	   -6.909470,	    1.000000,	   -0.000000,	    0.000000
    0.107875,	  280.993179,	  280.995012,	  280.994518,	    1.049906,	    1.049992,	    1.049975,	  486.695806,	  486.698125,	  486.694952,	   50.002927,	236873.282706,	   -4.140267,	    1.000000,	   -0.000000,	    0.000000
    0.108292,	  280.993265,	  280.995356,	  280.994224,	    1.049907,	    1.049985,	    1.049963,	  486.696472,	  486.698134,	  486.694512,	   50.358423,	236873.359035,	   -0.718322,	    1.000000,	   -0.000000,	   -0.000000
    0.108708,	  280.992920,	  280.992799,	  280.993332,	    1.049908,	    1.049983,	    1.049955,	  486.693636,	  486.694350,	  486.694559,	   50.101270,	236871.226500,	    0.241234,	    1.000000,	    0.000000,	   -0.000000
    0.109125,	  280.992429,	  280.991296,	  280.993215,	    1.049913,	    1.049991,	    1.049951,	  486.691402,	  486.692762,	  486.694725,	   49.676553,	236870.040484,	    0.088264,	    1.000000,	   -0.000000,	   -0.000000
    0.109542,	  280.992833,	  280.993206,	  280.993769,	    1.049921,	    1.049999,	    1.049947,	  486.693753,	  486.695374,	  486.694729,	   49.931326,	236871.652157,	    0.394927,	    1.000000,	   -0.000000,	   -0.000000
    0.109958,	  280.993571,	  280.994978,	  280.993987,	    1.049927,	    1.049998,	    1.049942,	  486.696526,	  486.697247,	  486.694809,	   50.282115,	236873.185042,	    1.015013,	    1.000000,	   -0.000000,	   -0.000000
    0.110375,	  280.993908,	  280.995221,	  280.993923,	    1.049931,	    1.049993,	    1.049938,	  486.697233,	  486.697259,	  486.694984,	   50.138753,	236873.475124,	   -0.638688,	    1.000000,	    0.000000,	   -0.000000
    0.110792,	  280.993433,	  280.994050,	  280.993827,	    1.049937,	    1.049991,	    1.049936,	  486.695388,	  486.696070,	  486.695002,	   49.761380,	236872.496564,	   -4.025452,	    1.000000,	   -0.000000,	   -0.000000
    0.111208,	  280.993160,	  280.993693,	  280.993826,	    1.049945,	    1.049993,	    1.049936,	  486.694660,	  486.695814,	  486.694890,	   49.949547,	236872.141202,	   -4.739406,	    1.000000,	    0.000000,	   -0.000000
    0.111625,	  280.993976,	  280.994796,	  280.993770,	    1.049953,	    1.049993,	    1.049936,	  486.696909,	  486.696553,	  486.695131,	   50.226534,	236873.188563,	   -2.469588,	    1.000000,	    0.000000,	   -0.000000
    0.112042,	  280.994356,	  280.994927,	  280.993822,	    1.049958,	    1.049991,	    1.049938,	  486.697468,	  486.696544,	  486.695555,	   50.101917,	236873.504888,	    0.023430,	    1.000000,	    0.000000,	   -0.000000
    0.112458,	  280.993241,	  280.993764,	  280.994096,	    1.049964,	    1.049991,	    1.049940,	  486.694680,	  486.696162,	  486.695255,	   49.806820,	236872.378743,	    1.305974,	    1.000000,	    0.000000,	   -0.000000
    0.112875,	  280.992835,	  280.993676,	  280.993982,	    1.049975,	    1.049994,	    1.049942,	  486.694175,	  486.696163,	  486.694706,	   49.980139,	236872.037205,	    0.770355,	    1.000000,	    0.000000,	   -0.000000
    0.113292,	  280.993538,	  280.994222,	  280.993584,	    1.049985,	    1.049996,	    1.049946,	  486.695847,	  486.695927,	  486.694743,	   50.176121,	236872.515312,	    0.053355,	    1.000000,	   -0.000000,	   -0.000000
    0.113708,	  280.994555,	  280.994601,	  280.993351,	    1.049990,	    1.049995,	    1.049951,	  486.697594,	  486.695508,	  486.695429,	   50.063181,	236873.168611,	   -0.090030,	    1.000000,	    0.000000,	   -0.000000
    0.114125,	  280.994757,	  280.994577,	  280.993648,	    1.049993,	    1.049994,	    1.049957,	  486.697628,	  486.695707,	  486.696019,	   49.842840,	236873.435820,	   -0.111507,	    1.000000,	    0.000000,	   -0.000000
    0.114542,	  280.994044,	  280.994554,	  280.994221,	    1.049998,	    1.049994,	    1.049962,	  486.696447,	  486.696755,	  486.695871,	   49.921448,	236873.344410,	    0.030681,	    1.000000,	    0.000000,	   -0.000000
    0.114958,	  280.993770,	  280.994586,	  280.994162,	    1.050004,	    1.049994,	    1.049965,	  486.696202,	  486.696881,	  486.695468,	   50.172165,	236873.175066,	   -0.236159,	    1.000000,	    0.000000,	   -0.000000
    0.115375,	  280.994413,	  280.994229,	  280.993618,	    1.050008,	    1.049994,	    1.049970,	  486.696847,	  486.695470,	  486.695789,	   50.122297,	236873.030636,	   -1.082682,	    1.000000,	    0.000000,	   -0.000000
    0.115792,	  280.994484,	  280.994270,	  280.993841,	    1.050011,	    1.049994,	    1.049976,	  486.696847,	  486.695734,	  486.696103,	   49.869772,	236873.218427,	   -0.886175,	    1.000000,	    0.000000,	   -0.000000
    0.116208,	  280.994213,	  280.994689,	  280.994174,	    1.050014,	    1.049994,	    1.049979,	  486.696826,	  486.696758,	  486.695934,	   49.876083,	236873.489106,	    0.306201,	    1.000000,	    0.000000,	   -0.000000
    0.116625,	  280.994144,	  280.994713,	  280.994042,	    1.050016,	    1.049992,	    1.049983,	  486.696851,	  486.696673,	  486.695687,	   50.150152,	236873.389302,	    1.468739,	    1.000000,	    0.000000,	   -0.000000
    0.117042,	  280.994291,	  280.994071,	  280.993666,	    1.050018,	    1.049991,	    1.049987,	  486.696495,	  486.695413,	  486.695795,	   50.154995,	236872.899932,	    1.145086,	    1.000000,	    0.000000,	   -0.000000
    0.117458,	  280.994401,	  280.993335,	  280.993497,	    1.050019,	    1.049993,	    1.049992,	  486.695870,	  486.694304,	  486.696152,	   49.893398,	236872.453317,	    0.145280,	    1.000000,	    0.000000,	   -0.000000
    0.117875,	  280.994402,	  280.993670,	  280.993853,	    1.050019,	    1.049996,	    1.049997,	  486.696052,	  486.695102,	  486.696369,	   49.853068,	236872.841525,	    0.344377,	    1.000000,	   -0.000000,	   -0.000000
    0.118292,	  280.994508,	  280.995026,	  280.994298,	    1.050019,	    1.049995,	    1.049999,	  486.697484,	  486.697120,	  486.696223,	   50.108900,	236873.913523,	    1.030224,	    1.000000,	    0.000000,	    0.000000
    0.118708,	  280.994494,	  280.994658,	  280.994063,	    1.050017,	    1.049991,	    1.050000,	  486.697179,	  486.696432,	  486.696148,	   50.161382,	236873.567212,	    0.432451,	    1.000000,	   -0.000000,	    0.000000
    0.119125,	  280.994256,	  280.993645,	  280.993828,	    1.050016,	    1.049990,	    1.050002,	  486.695870,	  486.695128,	  486.696187,	   49.946704,	236872.731978,	   -0.838996,	    1.000000,	    0.000000,	    0.000000
    0.119542,	  280.994179,	  280.993620,	  280.993897,	    1.050015,	    1.049991,	    1.050005,	  486.695712,	  486.695224,	  486.696192,	   49.861985,	236872.713238,	   -1.451422,	    1.000000,	   -0.000000,	    0.000000
    0.119958,	  280.994355,	  280.994145,	  280.993990,	    1.050013,	    1.049991,	    1.050006,	  486.696467,	  486.695835,	  486.696199,	   50.069090,	236873.159078,	   -0.157493,	    1.000000,	   -0.000000,	    0.000000
    0.120375,	  280.994454,	  280.994281,	  280.993989,	    1.050011,	    1.049990,	    1.050007,	  486.696739,	  486.695935,	  486.696234,	   50.146143,	236873.291021,	    1.283863,	    1.000000,	    0.000000,	    0.000000
    0.120792,	  280.994224,	  280.993792,	  280.993955,	    1.050008,	    1.049988,	    1.050007,	  486.695929,	  486.695464,	  486.696211,	   49.969285,	236872.868102,	    0.948407,	    1.000000,	    0.000000,	    0.000000
    0.121208,	  280.993643,	  280.993049,	  280.993953,	    1.050006,	    1.049990,	    1.050007,	  486.694401,	  486.694938,	  486.695967,	   49.883327,	236872.122195,	    0.049759,	    1.000000,	   -0.000000,	    0.000000
    0.121625,	  280.993933,	  280.993671,	  280.993900,	    1.050005,	    1.049991,	    1.050007,	  486.695485,	  486.695428,	  486.695882,	   50.053817,	236872.605204,	   -0.283757,	    1.000000,	    0.000000,	    0.000000
    0.122042,	  280.994502,	  280.994271,	  280.993840,	    1.050002,	    1.049990,	    1.050007,	  486.696869,	  486.695723,	  486.696123,	   50.114029,	236873.228677,	   -0.282223,	    1.000000,	   -0.000000,	    0.000000
    0.122458,	  280.994348,	  280.993973,	  280.993960,	    1.049998,	    1.049988,	    1.050006,	  486.696279,	  486.695606,	  486.696256,	   49.982299,	236873.042190,	   -0.115380,	    1.000000,	   -0.000000,	    0.000000
    0.122875,	  280.993844,	  280.993587,	  280.994080,	    1.049995,	    1.049988,	    1.050005,	  486.695181,	  486.695590,	  486.696035,	   49.922008,	236872.609125,	   -0.418385,	    1.000000,	    0.000000,	    0.000000
    0.123292,	  280.993726,	  280.993579,	  280.994021,	    1.049994,	    1.049988,	    1.050004,	  486.695071,	  486.695581,	  486.695836,	   50.051052,	236872.505873,	   -0.742193,	    1.000000,	   -0.000000,	    0.000000
    0.123708,	  280.993876,	  280.993674,	  280.993887,	    1.049992,	    1.049989,	    1.050002,	  486.695431,	  486.695450,	  486.695799,	   50.083861,	236872.568167,	   -0.538207,	    1.000000,	   -0.000000,	    0.000000
    0.124125,	  280.994191,	  280.993740,	  280.993800,	    1.049990,	    1.049988,	    1.050001,	  486.695920,	  486.695243,	  486.696024,	   49.970541,	236872.732839,	   -0.349177,	    1.000000,	   -0.000000,	    0.000000
    0.124542,	  280.993863,	  280.993729,	  280.994061,	    1.049987,	    1.049988,	    1.050000,	  486.695378,	  486.695722,	  486.695953,	   49.903277,	236872.689202,	   -0.014744,	    1.000000,	   -0.000000,	    0.000000
    0.124958,	  280.993559,	  280.993780,	  280.994115,	    1.049987,	    1.049988,	    1.049998,	  486.695054,	  486.696018,	  486.695635,	   50.030053,	236872.577065,	    0.097584,	    1.000000,	   -0.000000,	    0.000000
    0.125375,	  280.993785,	  280.993622,	  280.993797,	    1.049986,	    1.049988,	    1.049997,	  486.695318,	  486.695337,	  486.695620,	   50.098876,	236872.436781,	   -0.309606,	    1.000000,	   -0.000000,	    0.000000
    0.125792,	  280.994012,	  280.993463,	  280.993732,	    1.049984,	    1.049989,	    1.049996,	  486.695434,	  486.694948,	  486.695900,	   49.995150,	236872.438974,	   -0.712248,	    1.000000,	   -0.000000,	    0.000000
    0.126208,	  280.993904,	  280.993693,	  280.993992,	    1.049983,	    1.049989,	    1.049995,	  486.695423,	  486.695577,	  486.695941,	   49.888613,	236872.652868,	   -0.579087,	    1.000000,	   -0.000000,	    0.000000
    0.126625,	  280.993794,	  280.993940,	  280.994129,	    1.049982,	    1.049989,	    1.049994,	  486.695503,	  486.696084,	  486.695830,	   50.006462,	236872.807266,	   -0.151721,	    1.000000,	   -0.000000,	    0.000000
    0.127042,	  280.993733,	  280.994089,	  280.994119,	    1.049982,	    1.049989,	    1.049992,	  486.695609,	  486.696279,	  486.695662,	   50.104195,	236872.850544,	   -0.100869,	    1.000000,	   -0.000000,	    0.000000
    0.127458,	  280.993780,	  280.993626,	  280.993875,	    1.049982,	    1.049988,	    1.049991,	  486.695272,	  486.695435,	  486.695702,	   50.017206,	236872.480123,	   -0.828216,	    1.000000,	   -0.000000,	    0.000000
    0.127875,	  280.993784,	  280.993421,	  280.993868,	    1.049982,	    1.049990,	    1.049990,	  486.695042,	  486.695188,	  486.695817,	   49.898035,	236872.362612,	   -0.909006,	    1.000000,	   -0.000000,	    0.000000
    0.128292,	  280.993822,	  280.993992,	  280.994101,	    1.049982,	    1.049991,	    1.049990,	  486.695611,	  486.696095,	  486.695800,	   49.987330,	236872.836246,	   -0.267560,	    1.000000,	   -0.000000,	   -0.000000
    0.128708,	  280.993879,	  280.994226,	  280.994107,	    1.049982,	    1.049990,	    1.049989,	  486.695945,	  486.696338,	  486.695738,	   50.087112,	236873.003315,	    0.327445,	    1.000000,	   -0.000000,	   -0.000000
    0.129125,	  280.993772,	  280.993731,	  280.993977,	    1.049982,	    1.049990,	    1.049988,	  486.695325,	  486.695679,	  486.695750,	   50.034268,	236872.592168,	    0.188519,	    1.000000,	   -0.000000,	   -0.000000
    0.129542,	  280.993717,	  280.993654,	  280.993996,	    1.049983,	    1.049991,	    1.049988,	  486.695160,	  486.695643,	  486.695752,	   49.914158,	236872.527814,	   -0.474012,	    1.000000,	    0.000000,	   -0.000000
    0.129958,	  280.993738,	  280.993809,	  280.994043,	    1.049984,	    1.049992,	    1.049988,	  486.695336,	  486.695865,	  486.695743,	   49.975564,	236872.653745,	   -0.628863,	    1.000000,	    0.000000,	   -0.000000
    0.130375,	  280.993960,	  280.994287,	  280.994091,	    1.049985,	    1.049992,	    1.049987,	  486.696117,	  486.696344,	  486.695778,	   50.072728,	236873.073942,	   -0.028600,	    1.000000,	   -0.000000,	   -0.000000
    0.130792,	  280.994047,	  280.994342,	  280.994084,	    1.049985,	    1.049991,	    1.049987,	  486.696285,	  486.696349,	  486.695837,	   50.037052,	236873.149310,	   -0.014513,	    1.000000,	   -0.000000,	   -0.000000
    0.131208,	  280.993767,	  280.993858,	  280.994080,	    1.049985,	    1.049991,	    1.049987,	  486.695405,	  486.695948,	  486.695789,	   49.931674,	236872.718143,	   -0.261744,	    1.000000,	   -0.000000,	   -0.000000
    0.131625,	  280.993646,	  280.993818,	  280.994071,	    1.049987,	    1.049993,	    1.049987,	  486.695224,	  486.695960,	  486.695662,	   49.981833,	236872.622382,	   -0.349083,	    1.000000,	    0.000000,	   -0.000000
    0.132042,	  280.993974,	  280.994236,	  280.994012,	    1.049988,	    1.049993,	    1.049987,	  486.696121,	  486.696186,	  486.695732,	   50.053354,	236873.009031,	   -0.198078,	    1.000000,	    0.000000,	   -0.000000
    0.132458,	  280.994029,	  280.994240,	  280.994030,	    1.049988,	    1.049993,	    1.049987,	  486.696178,	  486.696180,	  486.695813,	   50.027099,	236873.051955,	    0.170726,	    1.000000,	    0.000000,	   -0.000000
    0.132875,	  280.993950,	  280.994163,	  280.994064,	    1.049989,	    1.049993,	    1.049988,	  486.695977,	  486.696176,	  486.695807,	   49.947345,	236872.983587,	    0.228489,	    1.000000,	    0.000000,	   -0.000000
    0.133292,	  280.993811,	  280.994098,	  280.994079,	    1.049990,	    1.049993,	    1.049988,	  486.695734,	  486.696198,	  486.695700,	   49.991130,	236872.876985,	   -0.049261,	    1.000000,	    0.000000,	   -0.000000
    0.133708,	  280.993856,	  280.994137,	  280.994012,	    1.049991,	    1.049994,	    1.049988,	  486.695870,	  486.696140,	  486.695653,	   50.045872,	236872.887134,	   -0.130074,	    1.000000,	    0.000000,	   -0.000000
    0.134125,	  280.994128,	  280.994203,	  280.993885,	    1.049992,	    1.049994,	    1.049988,	  486.696333,	  486.695913,	  486.695782,	   50.015756,	236873.005852,	   -0.187049,	    1.000000,	    0.000000,	   -0.000000
    0.134542,	  280.994170,	  280.994203,	  280.993969,	    1.049992,	    1.049994,	    1.049989,	  486.696333,	  486.695985,	  486.695928,	   49.946325,	236873.076156,	   -0.093897,	    1.000000,	    0.000000,	   -0.000000
    0.134958,	  280.993915,	  280.994259,	  280.994126,	    1.049992,	    1.049994,	    1.049989,	  486.696013,	  486.696378,	  486.695783,	   49.975499,	236873.052784,	    0.125052,	    1.000000,	    0.000000,	   -0.000000
    0.135375,	  280.993958,	  280.994210,	  280.993991,	    1.049994,	    1.049993,	    1.049989,	  486.696084,	  486.696141,	  486.695704,	   50.044050,	236872.973649,	    0.029137,	    1.000000,	    0.000000,	   -0.000000
    0.135792,	  280.994072,	  280.994101,	  280.993880,	    1.049994,	    1.049993,	    1.049990,	  486.696154,	  486.695820,	  486.695771,	   50.032800,	236872.913746,	   -0.161491,	    1.000000,	    0.000000,	   -0.000000
    0.136208,	  280.994121,	  280.994061,	  280.993894,	    1.049994,	    1.049993,	    1.049990,	  486.696157,	  486.695763,	  486.695867,	   49.949692,	236872.927336,	   -0.272118,	    1.000000,	    0.000000,	   -0.000000
    0.136625,	  280.994108,	  280.994115,	  280.993951,	    1.049994,	    1.049993,	    1.049991,	  486.696171,	  486.695898,	  486.695886,	   49.964177,	236872.981848,	   -0.022138,	    1.000000,	    0.000000,	   -0.000000
    0.137042,	  280.994070,	  280.994262,	  280.994019,	    1.049995,	    1.049993,	    1.049991,	  486.696257,	  486.696169,	  486.695835,	   50.037622,	236873.081241,	    0.238128,	    1.000000,	    0.000000,	   -0.000000
    0.137458,	  280.994078,	  280.994140,	  280.993925,	    1.049995,	    1.049992,	    1.049991,	  486.696179,	  486.695915,	  486.695808,	   50.037535,	236872.964376,	    0.021765,	    1.000000,	    0.000000,	   -0.000000
    0.137875,	  280.994082,	  280.993785,	  280.993821,	    1.049995,	    1.049992,	    1.049991,	  486.695835,	  486.695383,	  486.695897,	   49.960734,	236872.709123,	   -0.343940,	    1.000000,	    0.000000,	   -0.000000
    0.138292,	  280.994092,	  280.993997,	  280.993939,	    1.049995,	    1.049993,	    1.049992,	  486.696023,	  486.695758,	  486.695922,	   49.962106,	236872.900042,	   -0.305604,	    1.000000,	   -0.000000,	    0.000000
    0.138708,	  280.994129,	  280.994210,	  280.993990,	    1.049995,	    1.049992,	    1.049992,	  486.696282,	  486.696041,	  486.695900,	   50.024231,	236873.068693,	   -0.117997,	    1.000000,	    0.000000,	    0.000000
    0.139125,	  280.994108,	  280.994064,	  280.993933,	    1.049994,	    1.049991,	    1.049992,	  486.696121,	  486.695819,	  486.695895,	   50.039592,	236872.943092,	    0.060042,	    1.000000,	    0.000000,	    0.000000
    0.139542,	  280.994050,	  280.993897,	  280.993908,	    1.049994,	    1.049991,	    1.049992,	  486.695876,	  486.695630,	  486.695896,	   49.972409,	236872.802532,	   -0.244110,	    1.000000,	   -0.000000,	    0.000000
    0.139958,	  280.993986,	  280.993777,	  280.993903,	    1.049994,	    1.049991,	    1.049992,	  486.695667,	  486.695524,	  486.695885,	   49.962624,	236872.696729,	   -0.453266,	    1.000000,	    0.000000,	    0.000000
    0.140375,	  280.994008,	  280.993891,	  280.993926,	    1.049994,	    1.049991,	    1.049992,	  486.695810,	  486.695669,	  486.695872,	   50.016978,	236872.785854,	   -0.214322,	    1.000000,	   -0.000000,	    0.000000
    0.140792,	  280.994147,	  280.994125,	  280.993938,	    1.049993,	    1.049990,	    1.049992,	  486.696235,	  486.695873,	  486.695910,	   50.033473,	236873.002108,	   -0.034814,	    1.000000,	   -0.000000,	    0.000000
    0.141208,	  280.994024,	  280.993890,	  280.993936,	    1.049993,	    1.049990,	    1.049992,	  486.695822,	  486.695669,	  486.695902,	   49.977133,	236872.799323,	   -0.151108,	    1.000000,	    0.000000,	    0.000000
    0.141625,	  280.993876,	  280.993730,	  280.993940,	    1.049993,	    1.049990,	    1.049992,	  486.695465,	  486.695575,	  486.695828,	   49.972579,	236872.629171,	   -0.285981,	    1.000000,	    0.000000,	    0.000000
    0.142042,	  280.993960,	  280.993876,	  280.993912,	    1.049993,	    1.049990,	    1.049992,	  486.695747,	  486.695663,	  486.695808,	   50.012471,	236872.742551,	   -0.454494,	    1.000000,	   -0.000000,	    0.000000
    0.142458,	  280.994031,	  280.993930,	  280.993906,	    1.049992,	    1.049990,	    1.049992,	  486.695895,	  486.695678,	  486.695852,	   50.023732,	236872.809623,	   -0.308279,	    1.000000,	   -0.000000,	    0.000000
    0.142875,	  280.994017,	  280.993907,	  280.993921,	    1.049991,	    1.049990,	    1.049992,	  486.695842,	  486.695676,	  486.695866,	   49.980532,	236872.796657,	   -0.191305,	    1.000000,	    0.000000,	    0.000000
    0.143292,	  280.993944,	  280.993858,	  280.993951,	    1.049991,	    1.049989,	    1.049992,	  486.695685,	  486.695696,	  486.695845,	   49.979420,	236872.745524,	   -0.259087,	    1.000000,	   -0.000000,	    0.000000
    0.143708,	  280.993821,	  280.993817,	  280.993967,	    1.049991,	    1.049990,	    1.049992,	  486.695485,	  486.695739,	  486.695745,	   50.013425,	236872.661861,	   -0.286359,	    1.000000,	    0.000000,	    0.000000
    0.144125,	  280.993932,	  280.993850,	  280.993881,	    1.049991,	    1.049990,	    1.049991,	  486.695702,	  486.695614,	  486.695755,	   50.018081,	236872.694880,	   -0.331265,	    1.000000,	   -0.000000,	    0.000000
    0.144542,	  280.994028,	  280.993852,	  280.993867,	    1.049991,	    1.049990,	    1.049992,	  486.695823,	  486.695545,	  486.695848,	   49.986325,	236872.742021,	   -0.346727,	    1.000000,	   -0.000000,	    0.000000
    0.144958,	  280.993922,	  280.993881,	  280.993974,	    1.049990,	    1.049990,	    1.049992,	  486.695672,	  486.695762,	  486.695833,	   49.973447,	236872.758553,	   -0.214332,	    1.000000,	   -0.000000,	    0.000000
    0.145375,	  280.993879,	  280.993893,	  280.993966,	    1.049990,	    1.049989,	    1.049991,	  486.695642,	  486.695791,	  486.695767,	   50.006332,	236872.736967,	   -0.173132,	    1.000000,	   -0.000000,	    0.000000
    0.145792,	  280.993914,	  280.993857,	  280.993922,	    1.049990,	    1.049989,	    1.049991,	  486.695665,	  486.695679,	  486.695779,	   50.023652,	236872.711668,	   -0.240596,	    1.000000,	   -0.000000,	    0.000000
    0.146208,	  280.993936,	  280.993831,	  280.993913,	    1.049990,	    1.049990,	    1.049991,	  486.695666,	  486.695627,	  486.695808,	   49.991860,	236872.704565,	   -0.356172,	    1.000000,	   -0.000000,	    0.000000
    0.146625,	  280.993955,	  280.993811,	  280.993927,	    1.049990,	    1.049990,	    1.049991,	  486.695657,	  486.695608,	  486.695857,	   49.971203,	236872.711334,	   -0.347642,	    1.000000,	   -0.000000,	    0.000000
    0.147042,	  280.993927,	  280.993940,	  280.994007,	    1.049990,	    1.049990,	    1.049991,	  486.695727,	  486.695866,	  486.695843,	   50.001791,	236872.813272,	   -0.134663,	    1.000000,	   -0.000000,	    0.000000
    0.147458,	  280.993917,	  280.993997,	  280.994012,	    1.049990,	    1.049990,	    1.049991,	  486.695778,	  486.695944,	  486.695805,	   50.021748,	236872.842842,	   -0.117281,	    1.000000,	   -0.000000,	    0.000000
    0.147875,	  280.993919,	  280.993795,	  280.993933,	    1.049990,	    1.049990,	    1.049991,	  486.695593,	  486.695617,	  486.695832,	   49.997674,	236872.685823,	   -0.233155,	    1.000000,	   -0.000000,	    0.000000
    0.148292,	  280.993915,	  280.993811,	  280.993973,	    1.049990,	    1.049991,	    1.049991,	  486.695584,	  486.695683,	  486.695865,	   49.975105,	236872.714817,	   -0.300745,	    1.000000,	   -0.000000,	   -0.000000
    0.148708,	  280.993935,	  280.993957,	  280.994023,	    1.049990,	    1.049991,	    1.049991,	  486.695746,	  486.695899,	  486.695862,	   49.995300,	236872.836480,	   -0.219413,	    1.000000,	   -0.000000,	   -0.000000
    0.149125,	  280.993942,	  280.993979,	  280.994027,	    1.049990,	    1.049991,	    1.049991,	  486.695778,	  486.695926,	  486.695860,	   50.018156,	236872.854893,	   -0.030929,	    1.000000,	   -0.000000,	   -0.000000
    0.149542,	  280.993941,	  280.993977,	  280.994027,	    1.049990,	    1.049991,	    1.049991,	  486.695774,	  486.695924,	  486.695860,	   50.002072,	236872.853150,	   -0.052795,	    1.000000,	   -0.000000,	   -0.000000
    0.149958,	  280.993899,	  280.993887,	  280.994019,	    1.049990,	    1.049991,	    1.049991,	  486.695626,	  486.695834,	  486.695855,	   49.978278,	236872.774180,	   -0.268507,	    1.000000,	   -0.000000,	   -0.000000
