[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.003\90.000,	 0.004\270.000,	   -1.#IND00,	   -1.#IND00,	   -0.001280,	  180.000003,	   -1.#IND00,	   -1.#IND00
    0.076625,	98.932\61.033,	10.007\29.601,	   48.630700,	   -1.#IND00,	   88.924791,	   31.431768,	   -1.#IND00,	   -1.#IND00
    0.077042,	99.206\68.595,	 8.534\43.190,	   51.720440,	   -1.#IND00,	   90.672067,	   25.404646,	   -1.#IND00,	   -1.#IND00
    0.077458,	99.441\76.128,	 7.432\61.397,	   51.524267,	   -1.#IND00,	   92.008818,	   14.730931,	   -1.#IND00,	   -1.#IND00
    0.077875,	99.625\83.640,	 7.058\83.527,	   48.992981,	   -1.#IND00,	   92.566213,	    0.113010,	   -1.#IND00,	   -1.#IND00
    0.078292,	99.754\91.139,	 7.600\105.166,	   48.550701,	   25.269575,	   92.154431,	  -14.027340,	   23.281125,	  146.279623
    0.078708,	99.826\98.632,	 8.866\122.220,	   51.589266,	   65.604239,	   90.960628,	  -23.587809,	  -14.014973,	  -88.058672
    0.079125,	99.839\106.130,	10.501\134.479,	   51.522857,	   83.792455,	   89.338434,	  -28.348488,	  -32.269598,	 -202.755858
    0.079542,	99.802\113.639,	12.256\143.266,	   48.895508,	  106.938268,	   87.546376,	  -29.626632,	  -58.042760,	 -364.693409
    0.079958,	99.744\121.160,	14.015\149.562,	   47.817083,	  117.051634,	   85.728774,	  -28.402536,	  -69.234550,	 -435.013501
    0.080375,	99.697\128.681,	15.684\154.237,	   50.193928,	   86.115672,	   84.013518,	  -25.556067,	  -35.921744,	 -225.702967
    0.080792,	99.678\136.193,	17.170\158.056,	   50.220509,	   38.679460,	   82.507401,	  -21.862717,	   11.541049,	   72.514548
    0.081208,	99.679\143.692,	18.416\161.385,	   48.433263,	   77.438452,	   81.262956,	  -17.693204,	  -29.005189,	 -182.244975
    0.081625,	99.688\151.182,	19.386\164.364,	   48.142997,	   86.483461,	   80.301996,	  -13.182067,	  -38.340463,	 -240.900231
    0.082042,	99.699\158.667,	20.064\167.048,	   50.682823,	   -1.#IND00,	   79.634267,	   -8.380579,	   -1.#IND00,	   -1.#IND00
    0.082458,	99.704\166.153,	20.426\169.619,	   50.699508,	   -1.#IND00,	   79.278676,	   -3.466011,	   -1.#IND00,	   -1.#IND00
    0.082875,	99.705\173.653,	20.441\172.331,	   49.165255,	   -1.#IND00,	   79.263384,	    1.322056,	   -1.#IND00,	   -1.#IND00
    0.083292,	99.705\181.170,	20.106\175.128,	   48.772461,	   -1.#IND00,	   79.598790,	    6.041570,	   -1.#IND00,	   -1.#IND00
    0.083708,	99.711\188.692,	19.441\177.878,	   50.375029,	   -1.#IND00,	   80.270489,	   10.814028,	   -1.#IND00,	   -1.#IND00
    0.084125,	99.717\196.203,	18.472\180.734,	   51.790108,	   -1.#IND00,	   81.244807,	   15.469541,	   -1.#IND00,	   -1.#IND00
    0.084542,	99.714\203.699,	17.230\183.992,	   50.015611,	   -1.#IND00,	   82.483695,	   19.707205,	   -1.#IND00,	   -1.#IND00
    0.084958,	99.702\211.189,	15.746\187.977,	   48.660092,	   -1.#IND00,	   83.956095,	   23.211208,	   -1.#IND00,	   -1.#IND00
    0.085375,	99.691\218.680,	14.062\192.964,	   49.650535,	   -1.#IND00,	   85.628817,	   25.716591,	   -1.#IND00,	   -1.#IND00
    0.085792,	99.683\226.176,	12.237\199.281,	   51.304425,	   -1.#IND00,	   87.446830,	   26.895295,	   -1.#IND00,	   -1.#IND00
    0.086208,	99.682\233.676,	10.383\207.893,	   49.910720,	   -1.#IND00,	   89.298675,	   25.782260,	   -1.#IND00,	   -1.#IND00
    0.086625,	99.691\241.178,	 8.690\220.377,	   48.555507,	   -1.#IND00,	   91.001692,	   20.801462,	   -1.#IND00,	   -1.#IND00
    0.087042,	99.710\248.683,	 7.414\238.104,	   49.618729,	   -1.#IND00,	   92.295733,	   10.578603,	   -1.#IND00,	   -1.#IND00
    0.087458,	99.725\256.185,	 6.901\260.596,	   51.695821,	   -1.#IND00,	   92.823683,	   -4.411381,	   -1.#IND00,	   -1.#IND00
    0.087875,	99.722\263.685,	 7.374\283.228,	   50.533401,	   -1.#IND00,	   92.348038,	  -19.543673,	   -1.#IND00,	   -1.#IND00
    0.088292,	99.703\271.185,	 8.678\301.036,	   48.786087,	   -1.#IND00,	   91.025164,	  -29.851067,	   -1.#IND00,	   -1.#IND00
    0.088708,	99.687\278.686,	10.469\313.398,	   49.145794,	   -1.#IND00,	   89.217635,	  -34.711269,	   -1.#IND00,	   -1.#IND00
    0.089125,	99.684\286.187,	12.434\322.048,	   51.072622,	   -1.#IND00,	   87.250042,	  -35.861494,	   -1.#IND00,	   -1.#IND00
    0.089542,	99.689\293.686,	14.375\328.493,	   50.394701,	   60.729075,	   85.313224,	  -34.807148,	  -10.334374,	  -64.932785
    0.089958,	99.695\301.184,	16.205\333.443,	   49.046204,	   -1.#IND00,	   83.489591,	  -32.259410,	   -1.#IND00,	   -1.#IND00
    0.090375,	99.701\308.681,	17.856\337.384,	   49.316550,	   -1.#IND00,	   81.844479,	  -28.703495,	   -1.#IND00,	   -1.#IND00
    0.090792,	99.706\316.178,	19.266\340.730,	   51.121749,	   -1.#IND00,	   80.440455,	  -24.552784,	   -1.#IND00,	   -1.#IND00
    0.091208,	99.707\323.677,	20.385\343.720,	   50.553628,	   -1.#IND00,	   79.322289,	  -20.042650,	   -1.#IND00,	   -1.#IND00
    0.091625,	99.702\331.181,	21.180\346.482,	   49.273105,	   -1.#IND00,	   78.522760,	  -15.300977,	   -1.#IND00,	   -1.#IND00
    0.092042,	99.698\338.689,	21.639\349.037,	   49.271146,	   -1.#IND00,	   78.058889,	  -10.347969,	   -1.#IND00,	   -1.#IND00
    0.092458,	99.696\346.191,	21.758\351.436,	   50.703641,	   -1.#IND00,	   77.938168,	   -5.244793,	   -1.#IND00,	   -1.#IND00
    0.092875,	99.697\353.688,	21.530\353.887,	   50.218232,	   -1.#IND00,	   78.167052,	   -0.198857,	   -1.#IND00,	   -1.#IND00
    0.093292,	99.697\ 1.183,	20.953\356.487,	   49.412070,	   -1.#IND00,	   78.743529,	    4.696048,	   -1.#IND00,	   -1.#IND00
    0.093708,	99.696\ 8.681,	20.042\359.266,	   49.621957,	   -1.#IND00,	   79.654585,	    9.414523,	   -1.#IND00,	   -1.#IND00
    0.094125,	99.696\16.180,	18.818\ 2.424,	   50.570249,	   -1.#IND00,	   80.877862,	   13.756505,	   -1.#IND00,	   -1.#IND00
    0.094542,	99.696\23.681,	17.312\ 6.250,	   50.289785,	   -1.#IND00,	   82.384607,	   17.430161,	   -1.#IND00,	   -1.#IND00
    0.094958,	99.698\31.182,	15.562\11.137,	   49.452855,	   -1.#IND00,	   84.135986,	   20.044635,	   -1.#IND00,	   -1.#IND00
    0.095375,	99.702\38.685,	13.632\17.608,	   49.555144,	   -1.#IND00,	   86.070057,	   21.076866,	   -1.#IND00,	   -1.#IND00
    0.095792,	99.706\46.187,	11.622\26.365,	   50.629093,	   -1.#IND00,	   88.083691,	   19.821928,	   -1.#IND00,	   -1.#IND00
    0.096208,	99.704\53.686,	 9.718\38.732,	   50.539790,	   -1.#IND00,	   89.985708,	   14.954617,	   -1.#IND00,	   -1.#IND00
    0.096625,	99.698\61.184,	 8.240\56.417,	   49.558367,	   -1.#IND00,	   91.458150,	    4.767090,	   -1.#IND00,	   -1.#IND00
    0.097042,	99.693\68.683,	 7.593\79.274,	   49.335908,	   -1.#IND00,	   92.100249,	  -10.590826,	   -1.#IND00,	   -1.#IND00
    0.097458,	99.694\76.183,	 8.039\102.692,	   50.376184,	   -1.#IND00,	   91.654812,	  -26.508242,	   -1.#IND00,	   -1.#IND00
    0.097875,	99.697\83.683,	 9.398\121.369,	   50.520587,	   -1.#IND00,	   90.299459,	  -37.685275,	   -1.#IND00,	   -1.#IND00
    0.098292,	99.699\91.183,	11.256\134.492,	   49.728113,	   -1.#IND00,	   88.443146,	  -43.308680,	   -1.#IND00,	   -1.#IND00
    0.098708,	99.700\98.683,	13.293\143.569,	   49.429714,	   -1.#IND00,	   86.406671,	  -44.885839,	   -1.#IND00,	   -1.#IND00
    0.099125,	99.702\106.183,	15.298\150.124,	   50.309282,	   -1.#IND00,	   84.404048,	  -43.941327,	   -1.#IND00,	   -1.#IND00
    0.099542,	99.703\113.683,	17.138\155.145,	   50.522719,	   -1.#IND00,	   82.565027,	  -41.462489,	   -1.#IND00,	   -1.#IND00
    0.099958,	99.700\121.184,	18.751\159.082,	   49.848090,	   -1.#IND00,	   80.949627,	  -37.897820,	   -1.#IND00,	   -1.#IND00
    0.100375,	99.697\128.685,	20.095\162.274,	   49.438964,	   -1.#IND00,	   79.601431,	  -33.588772,	   -1.#IND00,	   -1.#IND00
    0.100792,	99.696\136.186,	21.133\165.062,	   50.146865,	   -1.#IND00,	   78.563308,	  -28.875966,	   -1.#IND00,	   -1.#IND00
    0.101208,	99.698\143.685,	21.832\167.643,	   50.384718,	   -1.#IND00,	   77.866160,	  -23.958428,	   -1.#IND00,	   -1.#IND00
    0.101625,	99.700\151.183,	22.170\170.136,	   49.906535,	   -1.#IND00,	   77.529746,	  -18.953536,	   -1.#IND00,	   -1.#IND00
    0.102042,	99.700\158.682,	22.139\172.584,	   49.623263,	   -1.#IND00,	   77.560394,	  -13.901935,	   -1.#IND00,	   -1.#IND00
    0.102458,	99.699\166.183,	21.744\175.043,	   50.193470,	   -1.#IND00,	   77.955045,	   -8.859914,	   -1.#IND00,	   -1.#IND00
    0.102875,	99.699\173.683,	20.992\177.676,	   50.286244,	   -1.#IND00,	   78.707180,	   -3.992785,	   -1.#IND00,	   -1.#IND00
    0.103292,	99.699\181.183,	19.896\180.566,	   49.874835,	   -1.#IND00,	   79.803149,	    0.617629,	   -1.#IND00,	   -1.#IND00
    0.103708,	99.700\188.684,	18.485\183.736,	   49.684384,	   -1.#IND00,	   81.214965,	    4.947822,	   -1.#IND00,	   -1.#IND00
    0.104125,	99.700\196.185,	16.805\187.390,	   50.187242,	   -1.#IND00,	   82.895273,	    8.794854,	   -1.#IND00,	   -1.#IND00
    0.104542,	99.700\203.685,	14.917\191.895,	   50.376002,	   -1.#IND00,	   84.783442,	   11.789613,	   -1.#IND00,	   -1.#IND00
    0.104958,	99.698\211.183,	12.893\197.832,	   49.944787,	   -1.#IND00,	   86.805487,	   13.350979,	   -1.#IND00,	   -1.#IND00
    0.105375,	99.697\218.683,	10.836\206.111,	   49.601021,	   -1.#IND00,	   88.860956,	   12.572000,	   -1.#IND00,	   -1.#IND00
    0.105792,	99.698\226.183,	 8.903\218.065,	   50.053023,	   -1.#IND00,	   90.795341,	    8.117527,	   -1.#IND00,	   -1.#IND00
    0.106208,	99.699\233.684,	 7.382\235.648,	   50.386894,	   -1.#IND00,	   92.317841,	   -1.964106,	   -1.#IND00,	   -1.#IND00
    0.106625,	99.700\241.184,	 6.717\259.253,	   50.048945,	   -1.#IND00,	   92.982968,	  -18.068952,	   -1.#IND00,	   -1.#IND00
    0.107042,	99.699\248.684,	 7.180\283.533,	   49.633847,	   -1.#IND00,	   92.519484,	  -34.849634,	   -1.#IND00,	   -1.#IND00
    0.107458,	99.700\256.184,	 8.547\302.378,	   50.002927,	   -1.#IND00,	   91.152306,	  -46.194778,	   -1.#IND00,	   -1.#IND00
    0.107875,	99.700\263.684,	10.391\315.247,	   50.358423,	   -1.#IND00,	   89.309150,	  -51.563608,	   -1.#IND00,	   -1.#IND00
    0.108292,	99.700\271.184,	12.397\324.026,	   50.101270,	   -1.#IND00,	   87.302294,	  -52.842173,	   -1.#IND00,	   -1.#IND00
    0.108708,	99.698\278.684,	14.390\330.253,	   49.676553,	   -1.#IND00,	   85.307354,	  -51.568958,	   -1.#IND00,	   -1.#IND00
    0.109125,	99.697\286.184,	16.254\334.958,	   49.931326,	   -1.#IND00,	   83.442853,	  -48.774159,	   -1.#IND00,	   -1.#IND00
    0.109542,	99.699\293.684,	17.903\338.791,	   50.282115,	   -1.#IND00,	   81.795907,	  -45.107119,	   -1.#IND00,	   -1.#IND00
    0.109958,	99.700\301.183,	19.284\342.026,	   50.138753,	   -1.#IND00,	   80.416186,	  -40.843063,	   -1.#IND00,	   -1.#IND00
    0.110375,	99.700\308.683,	20.362\344.837,	   49.761380,	   -1.#IND00,	   79.337496,	  -36.153728,	   -1.#IND00,	   -1.#IND00
    0.110792,	99.699\316.184,	21.110\347.395,	   49.949547,	   -1.#IND00,	   78.588549,	  -31.211470,	   -1.#IND00,	   -1.#IND00
    0.111208,	99.699\323.684,	21.510\349.810,	   50.226534,	   -1.#IND00,	   78.189098,	  -26.126685,	   -1.#IND00,	   -1.#IND00
    0.111625,	99.699\331.183,	21.548\352.182,	   50.101917,	   -1.#IND00,	   78.150822,	  -20.998163,	   -1.#IND00,	   -1.#IND00
    0.112042,	99.699\338.684,	21.225\354.564,	   49.806820,	   -1.#IND00,	   78.473889,	  -15.880326,	   -1.#IND00,	   -1.#IND00
    0.112458,	99.699\346.184,	20.552\356.995,	   49.980139,	   -1.#IND00,	   79.146514,	  -10.810560,	   -1.#IND00,	   -1.#IND00
    0.112875,	99.699\353.684,	19.549\359.627,	   50.176121,	   -1.#IND00,	   80.149845,	   -5.942998,	   -1.#IND00,	   -1.#IND00
    0.113292,	99.699\ 1.183,	18.238\ 2.634,	   50.063181,	   -1.#IND00,	   81.460656,	   -1.450898,	   -1.#IND00,	   -1.#IND00
    0.113708,	99.699\ 8.683,	16.650\ 6.156,	   49.842840,	   -1.#IND00,	   83.048278,	    2.526504,	   -1.#IND00,	   -1.#IND00
    0.114125,	99.699\16.183,	14.833\10.460,	   49.921448,	   -1.#IND00,	   84.866206,	    5.722970,	   -1.#IND00,	   -1.#IND00
    0.114542,	99.699\23.684,	12.851\16.000,	   50.172165,	   -1.#IND00,	   86.848567,	    7.683361,	   -1.#IND00,	   -1.#IND00
    0.114958,	99.699\31.184,	10.800\23.589,	   50.122297,	   -1.#IND00,	   88.899273,	    7.594696,	   -1.#IND00,	   -1.#IND00
    0.115375,	99.699\38.684,	 8.835\34.696,	   49.869772,	   -1.#IND00,	   90.863965,	    3.987903,	   -1.#IND00,	   -1.#IND00
    0.115792,	99.699\46.184,	 7.211\51.406,	   49.876083,	   -1.#IND00,	   92.487599,	   -5.222403,	   -1.#IND00,	   -1.#IND00
    0.116208,	99.699\53.684,	 6.346\74.879,	   50.150152,	   -1.#IND00,	   93.353751,	  -21.194918,	   -1.#IND00,	   -1.#IND00
    0.116625,	99.699\61.184,	 6.621\100.533,	   50.154995,	   -1.#IND00,	   93.078540,	  -39.349420,	   -1.#IND00,	   -1.#IND00
    0.117042,	99.699\68.684,	 7.898\120.845,	   49.893398,	   -1.#IND00,	   91.800614,	  -52.161124,	   -1.#IND00,	   -1.#IND00
    0.117458,	99.698\76.184,	 9.717\134.519,	   49.853068,	   -1.#IND00,	   89.981425,	  -58.335810,	   -1.#IND00,	   -1.#IND00
    0.117875,	99.699\83.684,	11.728\143.685,	   50.108900,	   -1.#IND00,	   87.971085,	  -60.001077,	   -1.#IND00,	   -1.#IND00
    0.118292,	99.700\91.184,	13.728\150.177,	   50.161382,	   -1.#IND00,	   85.971890,	  -58.993569,	   -1.#IND00,	   -1.#IND00
    0.118708,	99.699\98.684,	15.604\155.030,	   49.946704,	   -1.#IND00,	   84.095326,	  -56.346542,	   -1.#IND00,	   -1.#IND00
    0.119125,	99.699\106.184,	17.283\158.847,	   49.861985,	   -1.#IND00,	   82.415470,	  -52.663172,	   -1.#IND00,	   -1.#IND00
    0.119542,	99.699\113.684,	18.707\162.043,	   50.069090,	   -1.#IND00,	   80.992306,	  -48.359023,	   -1.#IND00,	   -1.#IND00
    0.119958,	99.699\121.184,	19.833\164.831,	   50.146143,	   -1.#IND00,	   79.866415,	  -43.647620,	   -1.#IND00,	   -1.#IND00
    0.120375,	99.699\128.684,	20.635\167.334,	   49.969285,	   -1.#IND00,	   79.064104,	  -38.650563,	   -1.#IND00,	   -1.#IND00
    0.120792,	99.699\136.184,	21.095\169.670,	   49.883327,	   -1.#IND00,	   78.603808,	  -33.486718,	   -1.#IND00,	   -1.#IND00
    0.121208,	99.699\143.684,	21.203\171.930,	   50.053817,	   -1.#IND00,	   78.495873,	  -28.245687,	   -1.#IND00,	   -1.#IND00
    0.121625,	99.699\151.184,	20.955\174.209,	   50.114029,	   -1.#IND00,	   78.744225,	  -23.025509,	   -1.#IND00,	   -1.#IND00
    0.122042,	99.699\158.683,	20.354\176.595,	   49.982299,	   -1.#IND00,	   79.344930,	  -17.911768,	   -1.#IND00,	   -1.#IND00
    0.122458,	99.699\166.184,	19.415\179.139,	   49.922008,	   -1.#IND00,	   80.283828,	  -12.955489,	   -1.#IND00,	   -1.#IND00
    0.122875,	99.699\173.684,	18.163\181.964,	   50.051052,	   -1.#IND00,	   81.536541,	   -8.280255,	   -1.#IND00,	   -1.#IND00
    0.123292,	99.699\181.184,	16.629\185.269,	   50.083861,	   -1.#IND00,	   83.070062,	   -4.085701,	   -1.#IND00,	   -1.#IND00
    0.123708,	99.699\188.684,	14.857\189.302,	   49.970541,	   -1.#IND00,	   84.842336,	   -0.618278,	   -1.#IND00,	   -1.#IND00
    0.124125,	99.699\196.183,	12.904\194.484,	   49.903277,	   -1.#IND00,	   86.794550,	    1.699093,	   -1.#IND00,	   -1.#IND00
    0.124542,	99.699\203.684,	10.858\201.555,	   50.030053,	   -1.#IND00,	   88.841518,	    2.129032,	   -1.#IND00,	   -1.#IND00
    0.124958,	99.699\211.184,	 8.852\211.852,	   50.098876,	   -1.#IND00,	   90.847203,	   -0.668244,	   -1.#IND00,	   -1.#IND00
    0.125375,	99.699\218.684,	 7.133\227.669,	   49.995150,	   -1.#IND00,	   92.565950,	   -8.985606,	   -1.#IND00,	   -1.#IND00
    0.125792,	99.699\226.183,	 6.115\250.921,	   49.888613,	   -1.#IND00,	   93.583969,	  -24.737320,	   -1.#IND00,	   -1.#IND00
    0.126208,	99.699\233.684,	 6.227\277.782,	   50.006462,	   -1.#IND00,	   93.472040,	  -44.098584,	   -1.#IND00,	   -1.#IND00
    0.126625,	99.699\241.184,	 7.416\299.645,	   50.104195,	   -1.#IND00,	   92.283658,	  -58.460929,	   -1.#IND00,	   -1.#IND00
    0.127042,	99.699\248.684,	 9.212\314.211,	   50.017206,	   -1.#IND00,	   90.487152,	  -65.527008,	   -1.#IND00,	   -1.#IND00
    0.127458,	99.699\256.184,	11.233\323.762,	   49.898035,	   -1.#IND00,	   88.465477,	  -67.578618,	   -1.#IND00,	   -1.#IND00
    0.127875,	99.699\263.684,	13.265\330.373,	   49.987330,	   -1.#IND00,	   86.433619,	  -66.689811,	   -1.#IND00,	   -1.#IND00
    0.128292,	99.699\271.184,	15.181\335.275,	   50.087112,	   -1.#IND00,	   84.518220,	  -64.091697,	   -1.#IND00,	   -1.#IND00
    0.128708,	99.699\278.684,	16.902\339.118,	   50.034268,	   -1.#IND00,	   82.796677,	  -60.434870,	   -1.#IND00,	   -1.#IND00
    0.129125,	99.699\286.184,	18.377\342.269,	   49.914158,	   -1.#IND00,	   81.321713,	  -56.085052,	   -1.#IND00,	   -1.#IND00
    0.129542,	99.699\293.684,	19.563\344.991,	   49.975564,	   -1.#IND00,	   80.136216,	  -51.307720,	   -1.#IND00,	   -1.#IND00
    0.129958,	99.699\301.184,	20.427\347.447,	   50.072728,	   -1.#IND00,	   79.271618,	  -46.263169,	   -1.#IND00,	   -1.#IND00
    0.130375,	99.699\308.683,	20.951\349.733,	   50.037052,	   -1.#IND00,	   78.748631,	  -41.049744,	   -1.#IND00,	   -1.#IND00
    0.130792,	99.699\316.184,	21.120\351.940,	   49.931674,	   -1.#IND00,	   78.579490,	  -35.756233,	   -1.#IND00,	   -1.#IND00
    0.131208,	99.699\323.684,	20.931\354.132,	   49.981833,	   -1.#IND00,	   78.767564,	  -30.448709,	   -1.#IND00,	   -1.#IND00
    0.131625,	99.699\331.184,	20.390\356.395,	   50.053354,	   -1.#IND00,	   79.308730,	  -25.211707,	   -1.#IND00,	   -1.#IND00
    0.132042,	99.699\338.684,	19.507\358.833,	   50.027099,	   -1.#IND00,	   80.191613,	  -20.149333,	   -1.#IND00,	   -1.#IND00
    0.132458,	99.699\346.183,	18.303\ 1.534,	   49.947345,	   -1.#IND00,	   81.396222,	  -15.350643,	   -1.#IND00,	   -1.#IND00
    0.132875,	99.699\353.684,	16.806\ 4.681,	   49.991130,	   -1.#IND00,	   82.892720,	  -10.997472,	   -1.#IND00,	   -1.#IND00
    0.133292,	99.699\ 1.184,	15.058\ 8.735,	   50.045872,	   -1.#IND00,	   84.641304,	   -7.551481,	   -1.#IND00,	   -1.#IND00
    0.133708,	99.699\ 8.684,	13.107\14.241,	   50.015756,	   -1.#IND00,	   86.592262,	   -5.557856,	   -1.#IND00,	   -1.#IND00
    0.134125,	99.699\16.183,	11.026\21.786,	   49.946325,	   -1.#IND00,	   88.672933,	   -5.602743,	   -1.#IND00,	   -1.#IND00
    0.134542,	99.699\23.684,	 8.949\32.518,	   49.975499,	   -1.#IND00,	   90.750207,	   -8.834921,	   -1.#IND00,	   -1.#IND00
    0.134958,	99.699\31.184,	 7.119\48.589,	   50.044050,	   -1.#IND00,	   92.580490,	  -17.405699,	   -1.#IND00,	   -1.#IND00
    0.135375,	99.699\38.684,	 5.967\72.281,	   50.032800,	   -1.#IND00,	   93.731974,	  -33.597395,	   -1.#IND00,	   -1.#IND00
    0.135792,	99.699\46.184,	 5.939\100.159,	   49.949692,	   -1.#IND00,	   93.759655,	  -53.975815,	   -1.#IND00,	   -1.#IND00
    0.136208,	99.699\53.684,	 6.949\123.153,	   49.964177,	   -1.#IND00,	   92.750214,	  -69.469766,	   -1.#IND00,	   -1.#IND00
    0.136625,	99.699\61.184,	 8.538\138.280,	   50.037622,	   -1.#IND00,	   91.160914,	  -77.096250,	   -1.#IND00,	   -1.#IND00
    0.137042,	99.699\68.684,	10.349\147.593,	   50.037535,	   -1.#IND00,	   89.350539,	  -78.909702,	   -1.#IND00,	   -1.#IND00
    0.137458,	99.699\76.184,	12.169\153.530,	   49.960734,	   -1.#IND00,	   87.529597,	  -77.346866,	   -1.#IND00,	   -1.#IND00
    0.137875,	99.699\83.684,	13.888\157.647,	   49.962106,	   -1.#IND00,	   85.810895,	  -73.963838,	   -1.#IND00,	   -1.#IND00
    0.138292,	99.699\91.184,	15.439\160.784,	   50.024231,	   -1.#IND00,	   84.260296,	  -69.600872,	   -1.#IND00,	   -1.#IND00
    0.138708,	99.699\98.684,	16.787\163.299,	   50.039592,	   -1.#IND00,	   82.912171,	  -64.615046,	   -1.#IND00,	   -1.#IND00
    0.139125,	99.699\106.184,	17.921\165.314,	   49.972409,	   -1.#IND00,	   81.778195,	  -59.130181,	   -1.#IND00,	   -1.#IND00
    0.139542,	99.699\113.684,	18.819\167.094,	   49.962624,	   -1.#IND00,	   80.880226,	  -53.409966,	   -1.#IND00,	   -1.#IND00
    0.139958,	99.699\121.184,	19.435\168.986,	   50.016978,	   -1.#IND00,	   80.264071,	  -47.802751,	   -1.#IND00,	   -1.#IND00
    0.140375,	99.699\128.684,	19.734\171.015,	   50.033473,	   -1.#IND00,	   79.964785,	  -42.331719,	   -1.#IND00,	   -1.#IND00
    0.140792,	99.699\136.184,	19.709\173.019,	   49.977133,	   -1.#IND00,	   79.990098,	  -36.835094,	   -1.#IND00,	   -1.#IND00
    0.141208,	99.699\143.684,	19.365\174.985,	   49.972579,	   -1.#IND00,	   80.333590,	  -31.301628,	   -1.#IND00,	   -1.#IND00
    0.141625,	99.699\151.184,	18.714\177.043,	   50.012471,	   -1.#IND00,	   80.985300,	  -25.859354,	   -1.#IND00,	   -1.#IND00
    0.142042,	99.699\158.684,	17.763\179.384,	   50.023732,	   -1.#IND00,	   81.935939,	  -20.700190,	   -1.#IND00,	   -1.#IND00
    0.142458,	99.699\166.183,	16.532\181.987,	   49.980532,	   -1.#IND00,	   83.167351,	  -15.803227,	   -1.#IND00,	   -1.#IND00
    0.142875,	99.699\173.684,	15.056\184.756,	   49.979420,	   -1.#IND00,	   84.642558,	  -11.072333,	   -1.#IND00,	   -1.#IND00
    0.143292,	99.699\181.184,	13.392\188.123,	   50.013425,	   -1.#IND00,	   86.307466,	   -6.939844,	   -1.#IND00,	   -1.#IND00
    0.143708,	99.699\188.684,	11.590\192.858,	   50.018081,	   -1.#IND00,	   88.108815,	   -4.174616,	   -1.#IND00,	   -1.#IND00
    0.144125,	99.699\196.183,	 9.707\199.693,	   49.986325,	   -1.#IND00,	   89.991917,	   -3.509668,	   -1.#IND00,	   -1.#IND00
    0.144542,	99.699\203.683,	 7.840\209.794,	   49.973447,	   -1.#IND00,	   91.859161,	   -6.110386,	   -1.#IND00,	   -1.#IND00
    0.144958,	99.699\211.184,	 6.186\225.409,	   50.006332,	   -1.#IND00,	   93.513223,	  -14.225260,	   -1.#IND00,	   -1.#IND00
    0.145375,	99.699\218.684,	 5.154\249.404,	   50.023652,	   -1.#IND00,	   94.545198,	  -30.720217,	   -1.#IND00,	   -1.#IND00
    0.145792,	99.699\226.184,	 5.251\278.150,	   49.991860,	   -1.#IND00,	   94.448414,	  -51.966431,	   -1.#IND00,	   -1.#IND00
    0.146208,	99.699\233.684,	 6.387\301.036,	   49.971203,	   -1.#IND00,	   93.311495,	  -67.352335,	   -1.#IND00,	   -1.#IND00
    0.146625,	99.699\241.184,	 8.056\315.857,	   50.001791,	   -1.#IND00,	   91.643153,	  -74.673497,	   -1.#IND00,	   -1.#IND00
    0.147042,	99.699\248.684,	 9.930\325.222,	   50.021748,	   -1.#IND00,	   89.769130,	  -76.537989,	   -1.#IND00,	   -1.#IND00
    0.147458,	99.699\256.184,	11.834\331.388,	   49.997674,	   -1.#IND00,	   87.865440,	  -75.204107,	   -1.#IND00,	   -1.#IND00
    0.147875,	99.699\263.684,	13.655\335.796,	   49.975105,	   -1.#IND00,	   86.043601,	  -72.112591,	   -1.#IND00,	   -1.#IND00
    0.148292,	99.699\271.184,	15.311\339.300,	   49.995300,	   -1.#IND00,	   84.387818,	  -68.116095,	   -1.#IND00,	   -1.#IND00
    0.148708,	99.699\278.684,	16.736\342.326,	   50.018156,	   -1.#IND00,	   82.962843,	  -63.642001,	   -1.#IND00,	   -1.#IND00
    0.149125,	99.699\286.184,	17.904\344.895,	   50.002072,	   -1.#IND00,	   81.794979,	  -58.711030,	   -1.#IND00,	   -1.#IND00
    0.149542,	99.699\293.684,	18.802\347.061,	   49.978278,	   -1.#IND00,	   80.897113,	  -53.377455,	   -1.#IND00,	   -1.#IND00
    0.149958,	99.699\301.184,	19.405\349.083,	   49.994651,	   -1.#IND00,	   80.293735,	  -47.899862,	   -1.#IND00,	   -1.#IND00
    0.150375,	99.699\308.684,	19.695\351.075,	   50.013559,	   -1.#IND00,	   80.004095,	  -42.391723,	   -1.#IND00,	   -1.#IND00
    0.150792,	99.699\316.183,	19.667\353.017,	   50.000574,	   -1.#IND00,	   80.032438,	  -36.833910,	   -1.#IND00,	   -1.#IND00
    0.151208,	99.699\323.684,	19.327\354.929,	   49.984228,	   -1.#IND00,	   80.372173,	  -31.245379,	   -1.#IND00,	   -1.#IND00
    0.151625,	99.699\331.184,	18.688\356.889,	   49.996021,	   -1.#IND00,	   81.010798,	  -25.705358,	   -1.#IND00,	   -1.#IND00
    0.152042,	99.699\338.684,	17.761\359.112,	   50.008328,	   -1.#IND00,	   81.937777,	  -20.428938,	   -1.#IND00,	   -1.#IND00
