[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.003\90.000,	 0.004\270.000,	   -1.#IND00,	   -1.#IND00,	   -0.001280,	  180.000003,	   -1.#IND00,	   -1.#IND00
    0.013708,	 9.102\331.207,	 1.620\339.536,	   66.046406,	   -1.#IND00,	    7.481641,	   -8.328824,	   -1.#IND00,	   -1.#IND00
    0.014125,	 9.082\339.033,	 1.693\342.989,	   37.399983,	   -1.#IND00,	    7.388586,	   -3.956478,	   -1.#IND00,	   -1.#IND00
    0.014542,	 9.038\347.746,	 1.731\346.844,	   55.737226,	   -1.#IND00,	    7.307115,	    0.902288,	   -1.#IND00,	   -1.#IND00
    0.014958,	 9.016\357.405,	 1.732\350.531,	   70.919452,	   -1.#IND00,	    7.284650,	    6.873156,	   -1.#IND00,	   -1.#IND00
    0.015375,	 9.071\ 7.972,	 1.697\353.647,	   62.167103,	   -1.#IND00,	    7.373471,	   14.324741,	   -1.#IND00,	   -1.#IND00
    0.015792,	 9.258\19.222,	 1.633\356.874,	   35.814327,	   -1.#IND00,	    7.625419,	   22.347637,	   -1.#IND00,	   -1.#IND00
    0.016208,	 9.623\30.751,	 1.541\ 1.169,	   54.520839,	   -1.#IND00,	    8.081779,	   29.582114,	   -1.#IND00,	   -1.#IND00
    0.016625,	10.190\42.133,	 1.420\ 6.417,	   66.874073,	   -1.#IND00,	    8.769710,	   35.716494,	   -1.#IND00,	   -1.#IND00
    0.017042,	10.967\53.004,	 1.274\12.598,	   57.232084,	   -1.#IND00,	    9.693692,	   40.405934,	   -1.#IND00,	   -1.#IND00
    0.017458,	11.940\63.111,	 1.115\20.810,	   35.229132,	   -1.#IND00,	   10.824867,	   42.300823,	   -1.#IND00,	   -1.#IND00
    0.017875,	13.069\72.345,	 0.964\32.708,	   52.384265,	   -1.#IND00,	   12.105176,	   39.636861,	   -1.#IND00,	   -1.#IND00
    0.018292,	14.306\80.731,	 0.851\49.728,	   63.786201,	   -1.#IND00,	   13.455036,	   31.003264,	   -1.#IND00,	   -1.#IND00
    0.018708,	15.601\88.378,	 0.804\71.147,	   56.279841,	   -1.#IND00,	   14.797392,	   17.230850,	   -1.#IND00,	   -1.#IND00
    0.019125,	16.911\95.421,	 0.843\93.476,	   39.114340,	   57.447637,	   16.067990,	    1.944778,	  -18.333297,	 -115.191500
    0.019542,	18.189\101.999,	 0.982\112.081,	   52.367147,	  108.165612,	   17.206486,	  -10.081951,	  -55.798465,	 -350.592090
    0.019958,	19.375\108.262,	 1.196\125.196,	   64.068020,	  141.877868,	   18.178227,	  -16.933649,	  -77.809848,	 -488.893687
    0.020375,	20.408\114.371,	 1.443\134.494,	   61.069556,	  148.274844,	   18.964711,	  -20.123752,	  -87.205288,	 -547.926978
    0.020792,	21.252\120.466,	 1.697\141.521,	   48.365915,	  100.573979,	   19.555541,	  -21.055172,	  -52.208064,	 -328.032935
    0.021208,	21.903\126.648,	 1.945\147.016,	   53.964056,	   78.670989,	   19.958816,	  -20.368122,	  -24.706933,	 -155.238235
    0.021625,	22.373\132.993,	 2.179\151.321,	   61.304175,	  105.514727,	   20.193260,	  -18.328424,	  -44.210552,	 -277.783086
    0.022042,	22.678\139.567,	 2.395\154.807,	   58.245681,	  101.014736,	   20.283289,	  -15.240032,	  -42.769055,	 -268.725893
    0.022458,	22.846\146.423,	 2.578\158.078,	   46.227317,	   -1.#IND00,	   20.267308,	  -11.655692,	   -1.#IND00,	   -1.#IND00
    0.022875,	22.913\153.583,	 2.722\161.287,	   50.660221,	   -1.#IND00,	   20.190479,	   -7.704503,	   -1.#IND00,	   -1.#IND00
    0.023292,	22.913\161.080,	 2.823\164.170,	   58.739558,	   -1.#IND00,	   20.089716,	   -3.090053,	   -1.#IND00,	   -1.#IND00
    0.023708,	22.880\168.997,	 2.880\166.782,	   59.330921,	   -1.#IND00,	   19.999523,	    2.214410,	   -1.#IND00,	   -1.#IND00
    0.024125,	22.860\177.411,	 2.892\169.405,	   51.333465,	   -1.#IND00,	   19.968509,	    8.006299,	   -1.#IND00,	   -1.#IND00
    0.024542,	22.916\186.316,	 2.856\172.262,	   51.985461,	   -1.#IND00,	   20.059863,	   14.054183,	   -1.#IND00,	   -1.#IND00
    0.024958,	23.103\195.595,	 2.770\175.451,	   56.171661,	   -1.#IND00,	   20.332937,	   20.143861,	   -1.#IND00,	   -1.#IND00
    0.025375,	23.464\205.081,	 2.636\178.886,	   53.537956,	   -1.#IND00,	   20.828118,	   26.195385,	   -1.#IND00,	   -1.#IND00
    0.025792,	24.023\214.611,	 2.457\182.746,	   50.037061,	   -1.#IND00,	   21.565528,	   31.864669,	   -1.#IND00,	   -1.#IND00
    0.026208,	24.786\224.028,	 2.242\187.621,	   52.165520,	   -1.#IND00,	   22.543830,	   36.406795,	   -1.#IND00,	   -1.#IND00
    0.026625,	25.738\233.193,	 1.999\193.957,	   55.798322,	   -1.#IND00,	   23.739888,	   39.235931,	   -1.#IND00,	   -1.#IND00
    0.027042,	26.853\242.019,	 1.737\202.248,	   53.200864,	   -1.#IND00,	   25.115898,	   39.771499,	   -1.#IND00,	   -1.#IND00
    0.027458,	28.102\250.468,	 1.481\213.594,	   48.590537,	   -1.#IND00,	   26.621192,	   36.874023,	   -1.#IND00,	   -1.#IND00
    0.027875,	29.453\258.527,	 1.273\229.557,	   49.760074,	   -1.#IND00,	   28.179276,	   28.969852,	   -1.#IND00,	   -1.#IND00
    0.028292,	30.852\266.208,	 1.179\250.566,	   54.404906,	   -1.#IND00,	   29.673196,	   15.641325,	   -1.#IND00,	   -1.#IND00
    0.028708,	32.235\273.548,	 1.244\272.907,	   54.115582,	   68.673406,	   30.990979,	    0.641549,	  -14.557824,	  -91.469506
    0.029125,	33.544\280.612,	 1.447\291.631,	   50.706291,	   97.114190,	   32.096575,	  -11.018475,	  -46.407899,	 -291.589427
    0.029542,	34.747\287.465,	 1.744\305.300,	   50.198242,	  124.482347,	   33.002584,	  -17.835380,	  -74.284105,	 -466.740789
    0.029958,	35.818\294.169,	 2.092\314.878,	   53.242320,	  151.211829,	   33.726171,	  -20.708316,	  -97.969509,	 -615.560568
    0.030375,	36.735\300.791,	 2.455\321.843,	   53.280510,	  143.755808,	   34.279810,	  -21.052437,	  -90.475298,	 -568.473054
    0.030792,	37.486\307.390,	 2.812\327.235,	   50.506363,	  101.107598,	   34.674671,	  -19.844707,	  -50.601236,	 -317.936935
    0.031208,	38.071\314.020,	 3.144\331.644,	   49.728010,	   88.419147,	   34.926945,	  -17.623948,	  -38.691137,	 -243.103579
    0.031625,	38.495\320.732,	 3.441\335.340,	   52.452139,	  121.063728,	   35.054144,	  -14.608122,	  -68.611588,	 -431.099317
    0.032042,	38.770\327.583,	 3.697\338.455,	   53.206359,	   96.105192,	   35.072744,	  -10.872503,	  -42.898833,	 -269.541314
    0.032458,	38.912\334.635,	 3.904\341.264,	   51.564393,	   -1.#IND00,	   35.008964,	   -6.629489,	   -1.#IND00,	   -1.#IND00
    0.032875,	38.958\341.930,	 4.052\344.019,	   50.615789,	   -1.#IND00,	   34.906099,	   -2.088867,	   -1.#IND00,	   -1.#IND00
    0.033292,	38.951\349.484,	 4.133\346.858,	   52.059869,	   -1.#IND00,	   34.818327,	    2.625231,	   -1.#IND00,	   -1.#IND00
    0.033708,	38.940\357.297,	 4.143\349.702,	   52.360405,	   -1.#IND00,	   34.797393,	    7.594984,	   -1.#IND00,	   -1.#IND00
    0.034125,	38.974\ 5.363,	 4.087\352.203,	   51.248935,	   -1.#IND00,	   34.887195,	   13.159672,	   -1.#IND00,	   -1.#IND00
    0.034542,	39.102\13.657,	 3.977\354.169,	   48.973187,	   -1.#IND00,	   35.124461,	   19.487926,	   -1.#IND00,	   -1.#IND00
    0.034958,	39.365\22.127,	 3.828\355.692,	   51.900898,	   -1.#IND00,	   35.537226,	   26.434816,	   -1.#IND00,	   -1.#IND00
    0.035375,	39.797\30.702,	 3.652\356.950,	   52.399108,	   -1.#IND00,	   36.144841,	   33.751715,	   -1.#IND00,	   -1.#IND00
    0.035792,	40.419\39.309,	 3.459\358.171,	   51.022798,	   -1.#IND00,	   36.960325,	   41.137860,	   -1.#IND00,	   -1.#IND00
    0.036208,	41.241\47.872,	 3.252\359.826,	   48.424474,	   -1.#IND00,	   37.988915,	   48.045531,	   -1.#IND00,	   -1.#IND00
    0.036625,	42.251\56.312,	 3.029\ 2.811,	   51.529552,	   -1.#IND00,	   39.221945,	   53.501605,	   -1.#IND00,	   -1.#IND00
    0.037042,	43.417\64.567,	 2.783\ 8.154,	   52.668755,	   -1.#IND00,	   40.634105,	   56.412851,	   -1.#IND00,	   -1.#IND00
    0.037458,	44.698\72.597,	 2.514\16.566,	   51.487348,	   -1.#IND00,	   42.183327,	   56.031211,	   -1.#IND00,	   -1.#IND00
    0.037875,	46.051\80.391,	 2.244\28.700,	   48.602314,	   -1.#IND00,	   43.806292,	   51.690610,	   -1.#IND00,	   -1.#IND00
    0.038292,	47.432\87.952,	 2.030\45.493,	   51.053936,	   -1.#IND00,	   45.401660,	   42.459148,	   -1.#IND00,	   -1.#IND00
    0.038708,	48.794\95.300,	 1.971\66.770,	   52.265017,	   52.442866,	   46.822735,	   28.530135,	   -0.177849,	   -1.117459
    0.039125,	50.089\102.463,	 2.151\88.941,	   51.489016,	   86.311997,	   47.938622,	   13.521857,	  -34.822982,	 -218.799242
    0.039542,	51.282\109.480,	 2.556\107.628,	   48.713556,	  114.122204,	   48.725781,	    1.852009,	  -65.408648,	 -410.974648
    0.039958,	52.343\116.390,	 3.104\121.845,	   50.742921,	  133.927429,	   49.239506,	   -5.454876,	  -83.184508,	 -522.663671
    0.040375,	53.248\123.239,	 3.729\132.424,	   52.088508,	  133.708553,	   49.518541,	   -9.185024,	  -81.620045,	 -512.833860
    0.040792,	53.979\130.074,	 4.397\140.209,	   51.694130,	   92.838379,	   49.582315,	  -10.135608,	  -41.144249,	 -258.516939
    0.041208,	54.534\136.940,	 5.068\146.095,	   49.054359,	   83.916724,	   49.465297,	   -9.154543,	  -34.862365,	 -219.046697
    0.041625,	54.922\143.877,	 5.709\150.821,	   50.595403,	   95.061753,	   49.213701,	   -6.944762,	  -44.466350,	 -279.390311
    0.042042,	55.165\150.918,	 6.291\154.810,	   51.689991,	   89.025513,	   48.873885,	   -3.891469,	  -37.335522,	 -234.586002
    0.042458,	55.288\158.098,	 6.801\158.209,	   51.557197,	   -1.#IND00,	   48.487085,	   -0.110183,	   -1.#IND00,	   -1.#IND00
    0.042875,	55.326\165.446,	 7.227\161.142,	   49.261538,	   -1.#IND00,	   48.098770,	    4.303685,	   -1.#IND00,	   -1.#IND00
    0.043292,	55.322\172.975,	 7.552\163.946,	   50.641403,	   -1.#IND00,	   47.770240,	    9.029203,	   -1.#IND00,	   -1.#IND00
    0.043708,	55.325\180.690,	 7.755\166.893,	   51.576467,	   -1.#IND00,	   47.569393,	   13.796466,	   -1.#IND00,	   -1.#IND00
    0.044125,	55.381\188.583,	 7.823\169.944,	   50.256349,	   -1.#IND00,	   47.557003,	   18.638952,	   -1.#IND00,	   -1.#IND00
    0.044542,	55.537\196.635,	 7.754\173.000,	   49.105403,	   -1.#IND00,	   47.783626,	   23.634232,	   -1.#IND00,	   -1.#IND00
    0.044958,	55.836\204.809,	 7.548\176.127,	   50.507350,	   -1.#IND00,	   48.287270,	   28.681544,	   -1.#IND00,	   -1.#IND00
    0.045375,	56.304\213.055,	 7.214\179.554,	   51.661626,	   -1.#IND00,	   49.090500,	   33.501571,	   -1.#IND00,	   -1.#IND00
    0.045792,	56.958\221.318,	 6.758\183.564,	   50.477756,	   -1.#IND00,	   50.200371,	   37.753449,	   -1.#IND00,	   -1.#IND00
    0.046208,	57.801\229.545,	 6.193\188.355,	   49.129702,	   -1.#IND00,	   51.608467,	   41.190284,	   -1.#IND00,	   -1.#IND00
    0.046625,	58.822\237.688,	 5.540\194.268,	   50.306879,	   -1.#IND00,	   53.282110,	   43.419975,	   -1.#IND00,	   -1.#IND00
    0.047042,	59.996\245.705,	 4.843\202.157,	   51.514921,	   -1.#IND00,	   55.152818,	   43.548317,	   -1.#IND00,	   -1.#IND00
    0.047458,	61.284\253.568,	 4.167\213.247,	   50.529871,	   -1.#IND00,	   57.117545,	   40.321008,	   -1.#IND00,	   -1.#IND00
    0.047875,	62.644\261.263,	 3.608\228.807,	   49.230314,	   -1.#IND00,	   59.035471,	   32.456042,	   -1.#IND00,	   -1.#IND00
    0.048292,	64.028\268.790,	 3.309\249.134,	   50.204948,	   -1.#IND00,	   60.719374,	   19.656551,	   -1.#IND00,	   -1.#IND00
    0.048708,	65.391\276.158,	 3.405\271.370,	   51.355398,	   60.780601,	   61.986396,	    4.788330,	   -9.425203,	  -59.220299
    0.049125,	66.685\283.389,	 3.911\290.606,	   50.603548,	   91.268851,	   62.773794,	   -7.217252,	  -40.665303,	 -255.507633
    0.049542,	67.869\290.507,	 4.708\304.760,	   49.395435,	  115.413080,	   63.161907,	  -14.253119,	  -66.017645,	 -414.801090
    0.049958,	68.916\297.545,	 5.649\314.844,	   50.136353,	  136.038841,	   63.267438,	  -17.298518,	  -85.902487,	 -539.741237
    0.050375,	69.804\304.536,	 6.638\322.250,	   51.162929,	  126.919860,	   63.165988,	  -17.714548,	  -75.756931,	 -475.994825
    0.050792,	70.520\311.514,	 7.620\327.873,	   50.549016,	  104.904580,	   62.900367,	  -16.359215,	  -54.355564,	 -341.526075
    0.051208,	71.061\318.515,	 8.551\332.327,	   49.503792,	   86.913041,	   62.509458,	  -13.812438,	  -37.409249,	 -235.049237
    0.051625,	71.435\325.571,	 9.397\336.056,	   50.180421,	  109.287946,	   62.038382,	  -10.485040,	  -59.107525,	 -371.383528
    0.052042,	71.665\332.712,	10.126\339.363,	   51.064390,	   81.223402,	   61.539487,	   -6.650638,	  -30.159012,	 -189.494657
    0.052458,	71.778\339.963,	10.712\342.395,	   50.492743,	   -1.#IND00,	   61.066106,	   -2.432103,	   -1.#IND00,	   -1.#IND00
    0.052875,	71.811\347.344,	11.141\345.182,	   49.585403,	   -1.#IND00,	   60.669728,	    2.161835,	   -1.#IND00,	   -1.#IND00
    0.053292,	71.809\354.868,	11.403\347.813,	   50.232103,	   -1.#IND00,	   60.405282,	    7.054712,	   -1.#IND00,	   -1.#IND00
    0.053708,	71.818\ 2.535,	11.487\350.445,	   51.011190,	   -1.#IND00,	   60.330423,	   12.090707,	   -1.#IND00,	   -1.#IND00
    0.054125,	71.886\10.338,	11.386\353.174,	   49.438430,	   -1.#IND00,	   60.499423,	   17.163662,	   -1.#IND00,	   -1.#IND00
    0.054542,	72.058\18.258,	11.099\356.065,	   49.594258,	   -1.#IND00,	   60.958431,	   22.193145,	   -1.#IND00,	   -1.#IND00
    0.054958,	72.372\26.269,	10.631\359.212,	   50.147945,	   -1.#IND00,	   61.741231,	   27.057049,	   -1.#IND00,	   -1.#IND00
    0.055375,	72.857\34.335,	 9.992\ 2.786,	   50.949673,	   -1.#IND00,	   62.864761,	   31.549606,	   -1.#IND00,	   -1.#IND00
    0.055792,	73.527\42.415,	 9.201\ 7.067,	   49.519978,	   -1.#IND00,	   64.325832,	   35.348608,	   -1.#IND00,	   -1.#IND00
    0.056208,	74.384\50.468,	 8.283\12.390,	   49.639355,	   -1.#IND00,	   66.100621,	   38.078212,	   -1.#IND00,	   -1.#IND00
    0.056625,	75.415\58.457,	 7.277\19.222,	   50.097732,	   -1.#IND00,	   68.138555,	   39.235573,	   -1.#IND00,	   -1.#IND00
    0.057042,	76.596\66.351,	 6.250\28.445,	   50.876196,	   -1.#IND00,	   70.345910,	   37.905911,	   -1.#IND00,	   -1.#IND00
    0.057458,	77.889\74.126,	 5.318\41.434,	   49.576155,	   -1.#IND00,	   72.570350,	   32.691493,	   -1.#IND00,	   -1.#IND00
    0.057875,	79.250\81.771,	 4.662\59.448,	   49.709592,	   -1.#IND00,	   74.587954,	   22.322368,	   -1.#IND00,	   -1.#IND00
    0.058292,	80.633\89.283,	 4.498\81.457,	   50.083893,	   31.281141,	   76.135006,	    7.826412,	   18.802752,	  118.141174
    0.058708,	81.993\96.670,	 4.927\102.753,	   50.767299,	   69.703768,	   77.066230,	   -6.083113,	  -18.936469,	 -118.981344
    0.059125,	83.284\103.946,	 5.833\119.422,	   49.588154,	   95.075366,	   77.451102,	  -15.475659,	  -45.487212,	 -285.804577
    0.059542,	84.463\111.132,	 7.023\131.268,	   49.842241,	  117.040848,	   77.439789,	  -20.135775,	  -67.198607,	 -422.221291
    0.059958,	85.483\118.260,	 8.351\139.606,	   50.675627,	  138.294346,	   77.132210,	  -21.346456,	  -87.618719,	 -550.524640
    0.060375,	86.298\125.371,	 9.716\145.684,	   52.098270,	  122.258565,	   76.581304,	  -20.312464,	  -70.160295,	 -440.830127
    0.060792,	86.890\132.510,	11.044\150.434,	   51.057143,	   94.781598,	   75.845338,	  -17.924322,	  -43.724455,	 -274.728848
    0.061208,	87.277\139.708,	12.274\154.438,	   50.268823,	   87.327507,	   75.002309,	  -14.730267,	  -37.058684,	 -232.846576
    0.061625,	87.496\146.985,	13.356\158.009,	   50.011192,	  115.984468,	   74.140327,	  -11.023992,	  -65.973276,	 -414.522309
    0.062042,	87.593\154.353,	14.246\161.324,	   50.990280,	   83.063219,	   73.346713,	   -6.970737,	  -32.072940,	 -201.520220
    0.062458,	87.611\161.817,	14.906\164.520,	   49.980971,	   -1.#IND00,	   72.704720,	   -2.702489,	   -1.#IND00,	   -1.#IND00
    0.062875,	87.595\169.373,	15.306\167.687,	   49.167370,	   -1.#IND00,	   72.289272,	    1.685458,	   -1.#IND00,	   -1.#IND00
    0.063292,	87.584\177.013,	15.428\170.805,	   49.019072,	   38.332176,	   72.155887,	    6.208293,	   10.686896,	   67.147746
    0.063708,	87.612\184.741,	15.270\173.821,	   50.916199,	   -1.#IND00,	   72.341919,	   10.920726,	   -1.#IND00,	   -1.#IND00
    0.064125,	87.720\192.561,	14.845\176.792,	   49.122128,	   -1.#IND00,	   72.874593,	   15.769268,	   -1.#IND00,	   -1.#IND00
    0.064542,	87.943\200.457,	14.175\179.874,	   48.540999,	   -1.#IND00,	   73.768724,	   20.583215,	   -1.#IND00,	   -1.#IND00
    0.064958,	88.303\208.394,	13.286\183.252,	   49.440341,	   -1.#IND00,	   75.017441,	   25.141798,	   -1.#IND00,	   -1.#IND00
    0.065375,	88.797\216.332,	12.208\187.111,	   52.037817,	   -1.#IND00,	   76.589516,	   29.220542,	   -1.#IND00,	   -1.#IND00
    0.065792,	89.413\224.241,	10.976\191.692,	   50.199951,	   -1.#IND00,	   78.437145,	   32.548918,	   -1.#IND00,	   -1.#IND00
    0.066208,	90.133\232.101,	 9.642\197.469,	   49.034858,	   -1.#IND00,	   80.490778,	   34.632286,	   -1.#IND00,	   -1.#IND00
    0.066625,	90.930\239.895,	 8.288\205.338,	   49.693095,	   -1.#IND00,	   82.641892,	   34.557141,	   -1.#IND00,	   -1.#IND00
    0.067042,	91.774\247.615,	 7.024\216.538,	   52.129222,	   -1.#IND00,	   84.749699,	   31.076671,	   -1.#IND00,	   -1.#IND00
    0.067458,	92.643\255.258,	 6.013\232.364,	   49.943738,	   -1.#IND00,	   86.630490,	   22.893795,	   -1.#IND00,	   -1.#IND00
    0.067875,	93.517\262.826,	 5.497\253.035,	   48.553278,	   -1.#IND00,	   88.019472,	    9.790089,	   -1.#IND00,	   -1.#IND00
    0.068292,	94.360\270.323,	 5.690\275.263,	   49.519519,	   54.821383,	   88.670063,	   -4.940379,	   -5.301864,	  -33.312595
    0.068708,	95.129\277.759,	 6.555\294.019,	   52.485128,	   84.873482,	   88.574517,	  -16.259957,	  -32.388354,	 -203.502029
    0.069125,	95.790\285.151,	 7.842\307.739,	   50.616258,	  103.526515,	   87.947242,	  -22.587423,	  -52.910257,	 -332.444945
    0.069542,	96.330\292.517,	 9.314\317.606,	   48.760257,	  119.809398,	   87.016643,	  -25.088990,	  -71.049141,	 -446.414911
    0.069958,	96.753\299.872,	10.829\324.848,	   49.130665,	  135.022493,	   85.924198,	  -24.975547,	  -85.891828,	 -539.674263
    0.070375,	97.063\307.233,	12.309\330.256,	   52.036521,	  123.867173,	   84.753877,	  -23.023303,	  -71.830652,	 -451.325289
    0.070792,	97.268\314.613,	13.690\334.484,	   50.303459,	  105.858867,	   83.578686,	  -19.870450,	  -55.555408,	 -349.064916
    0.071208,	97.387\322.023,	14.919\338.026,	   48.392967,	  103.471874,	   82.468312,	  -16.002628,	  -55.078907,	 -346.070972
    0.071625,	97.440\329.471,	15.955\341.173,	   48.699593,	  115.084970,	   81.484897,	  -11.702909,	  -66.385377,	 -417.111620
    0.072042,	97.446\336.962,	16.768\344.043,	   51.765206,	   82.093961,	   80.678452,	   -7.080947,	  -30.328755,	 -190.561187
    0.072458,	97.425\344.507,	17.336\346.687,	   50.356212,	   -1.#IND00,	   80.089456,	   -2.180194,	   -1.#IND00,	   -1.#IND00
    0.072875,	97.402\352.105,	17.647\349.203,	   48.432294,	   -1.#IND00,	   79.754679,	    2.901884,	   -1.#IND00,	   -1.#IND00
    0.073292,	97.400\359.746,	17.708\351.569,	   48.241295,	   18.779546,	   79.692721,	    8.177024,	   29.461749,	  185.113623
    0.073708,	97.438\ 7.416,	17.529\353.783,	   51.064192,	   -1.#IND00,	   79.908904,	   13.633560,	   -1.#IND00,	   -1.#IND00
    0.074125,	97.523\15.104,	17.114\356.088,	   50.894131,	   -1.#IND00,	   80.408956,	   19.016105,	   -1.#IND00,	   -1.#IND00
    0.074542,	97.662\22.799,	16.462\358.785,	   48.758492,	   -1.#IND00,	   81.199653,	   24.013911,	   -1.#IND00,	   -1.#IND00
    0.074958,	97.852\30.489,	15.569\ 2.158,	   48.512104,	   -1.#IND00,	   82.283206,	   28.330390,	   -1.#IND00,	   -1.#IND00
    0.075375,	98.086\38.163,	14.438\ 6.470,	   51.366638,	   -1.#IND00,	   83.647426,	   31.692676,	   -1.#IND00,	   -1.#IND00
    0.075792,	98.351\45.814,	13.089\12.061,	   51.139632,	   -1.#IND00,	   85.261836,	   33.753362,	   -1.#IND00,	   -1.#IND00
    0.076208,	98.639\53.438,	11.579\19.529,	   48.820056,	   -1.#IND00,	   87.060511,	   33.909396,	   -1.#IND00,	   -1.#IND00
