[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.075792,	98.351\45.814,	13.089\12.061,	   51.139632,	   -1.#IND00,	   85.261935,	   33.753366,	   -1.#IND00,	   -1.#IND00
    0.076208,	98.639\53.438,	11.579\19.529,	   48.820056,	   -1.#IND00,	   87.060597,	   33.909394,	   -1.#IND00,	   -1.#IND00
    0.076625,	98.932\61.033,	10.007\29.601,	   48.630700,	   -1.#IND00,	   88.924863,	   31.431759,	   -1.#IND00,	   -1.#IND00
    0.077042,	99.206\68.595,	 8.534\43.190,	   51.720440,	   -1.#IND00,	   90.672128,	   25.404632,	   -1.#IND00,	   -1.#IND00
    0.077458,	99.441\76.128,	 7.432\61.397,	   51.524267,	   -1.#IND00,	   92.008870,	   14.730915,	   -1.#IND00,	   -1.#IND00
    0.077875,	99.625\83.640,	 7.058\83.527,	   48.992981,	   -1.#IND00,	   92.566262,	    0.112993,	   -1.#IND00,	   -1.#IND00
    0.078292,	99.754\91.139,	 7.600\105.166,	   48.550701,	   25.268740,	   92.154484,	  -14.027359,	   23.281961,	  146.284873
    0.078708,	99.826\98.632,	 8.866\122.220,	   51.589266,	   65.603826,	   90.960691,	  -23.587830,	  -14.014560,	  -88.056077
    0.079125,	99.839\106.130,	10.501\134.479,	   51.522857,	   83.792034,	   89.338509,	  -28.348512,	  -32.269177,	 -202.753212
    0.079542,	99.802\113.639,	12.256\143.266,	   48.895508,	  106.937903,	   87.546464,	  -29.626658,	  -58.042395,	 -364.691120
    0.079958,	99.744\121.160,	14.015\149.562,	   47.817083,	  117.051190,	   85.728875,	  -28.402561,	  -69.234107,	 -435.010715
    0.080375,	99.697\128.681,	15.684\154.237,	   50.193928,	   86.115256,	   84.013631,	  -25.556091,	  -35.921327,	 -225.700351
    0.080792,	99.678\136.193,	17.170\158.056,	   50.220509,	   38.678141,	   82.507525,	  -21.862739,	   11.542368,	   72.522835
    0.081208,	99.679\143.692,	18.416\161.385,	   48.433263,	   77.437926,	   81.263089,	  -17.693226,	  -29.004663,	 -182.241668
    0.081625,	99.688\151.182,	19.386\164.364,	   48.142997,	   86.482850,	   80.302136,	  -13.182090,	  -38.339853,	 -240.896395
    0.082042,	99.699\158.667,	20.064\167.048,	   50.682823,	   -1.#IND00,	   79.634413,	   -8.380602,	   -1.#IND00,	   -1.#IND00
    0.082458,	99.704\166.153,	20.426\169.619,	   50.699508,	   -1.#IND00,	   79.278825,	   -3.466034,	   -1.#IND00,	   -1.#IND00
    0.082875,	99.705\173.653,	20.441\172.331,	   49.165255,	   -1.#IND00,	   79.263534,	    1.322031,	   -1.#IND00,	   -1.#IND00
    0.083292,	99.705\181.170,	20.106\175.128,	   48.772461,	   -1.#IND00,	   79.598939,	    6.041543,	   -1.#IND00,	   -1.#IND00
    0.083708,	99.711\188.692,	19.440\177.878,	   50.375029,	   -1.#IND00,	   80.270634,	   10.813999,	   -1.#IND00,	   -1.#IND00
    0.084125,	99.717\196.203,	18.472\180.734,	   51.790108,	   -1.#IND00,	   81.244947,	   15.469511,	   -1.#IND00,	   -1.#IND00
    0.084542,	99.714\203.699,	17.230\183.992,	   50.015611,	   -1.#IND00,	   82.483826,	   19.707173,	   -1.#IND00,	   -1.#IND00
    0.084958,	99.702\211.189,	15.746\187.977,	   48.660092,	   -1.#IND00,	   83.956216,	   23.211172,	   -1.#IND00,	   -1.#IND00
    0.085375,	99.691\218.680,	14.062\192.964,	   49.650535,	   -1.#IND00,	   85.628928,	   25.716548,	   -1.#IND00,	   -1.#IND00
    0.085792,	99.683\226.176,	12.236\199.281,	   51.304425,	   -1.#IND00,	   87.446928,	   26.895241,	   -1.#IND00,	   -1.#IND00
    0.086208,	99.682\233.676,	10.383\207.893,	   49.910720,	   -1.#IND00,	   89.298759,	   25.782188,	   -1.#IND00,	   -1.#IND00
    0.086625,	99.691\241.178,	 8.689\220.377,	   48.555507,	   -1.#IND00,	   91.001763,	   20.801362,	   -1.#IND00,	   -1.#IND00
    0.087042,	99.710\248.683,	 7.414\238.104,	   49.618729,	   -1.#IND00,	   92.295792,	   10.578466,	   -1.#IND00,	   -1.#IND00
    0.087458,	99.725\256.185,	 6.901\260.596,	   51.695821,	   -1.#IND00,	   92.823731,	   -4.411542,	   -1.#IND00,	   -1.#IND00
    0.087875,	99.722\263.685,	 7.374\283.228,	   50.533401,	   -1.#IND00,	   92.348084,	  -19.543819,	   -1.#IND00,	   -1.#IND00
    0.088292,	99.703\271.185,	 8.678\301.036,	   48.786087,	   -1.#IND00,	   91.025215,	  -29.851179,	   -1.#IND00,	   -1.#IND00
    0.088708,	99.687\278.686,	10.469\313.398,	   49.145794,	   -1.#IND00,	   89.217696,	  -34.711353,	   -1.#IND00,	   -1.#IND00
    0.089125,	99.684\286.187,	12.434\322.048,	   51.072622,	   -1.#IND00,	   87.250115,	  -35.861559,	   -1.#IND00,	   -1.#IND00
    0.089542,	99.689\293.686,	14.375\328.493,	   50.394701,	   60.727932,	   85.313311,	  -34.807201,	  -10.333230,	  -64.925600
    0.089958,	99.695\301.184,	16.205\333.443,	   49.046204,	   -1.#IND00,	   83.489691,	  -32.259456,	   -1.#IND00,	   -1.#IND00
    0.090375,	99.701\308.681,	17.856\337.384,	   49.316550,	   -1.#IND00,	   81.844592,	  -28.703536,	   -1.#IND00,	   -1.#IND00
    0.090792,	99.706\316.178,	19.265\340.730,	   51.121749,	   -1.#IND00,	   80.440578,	  -24.552822,	   -1.#IND00,	   -1.#IND00
    0.091208,	99.707\323.677,	20.384\343.720,	   50.553628,	   -1.#IND00,	   79.322422,	  -20.042686,	   -1.#IND00,	   -1.#IND00
    0.091625,	99.702\331.181,	21.180\346.483,	   49.273105,	   -1.#IND00,	   78.522900,	  -15.301012,	   -1.#IND00,	   -1.#IND00
    0.092042,	99.698\338.689,	21.639\349.037,	   49.271146,	   -1.#IND00,	   78.059035,	  -10.348003,	   -1.#IND00,	   -1.#IND00
    0.092458,	99.696\346.191,	21.758\351.436,	   50.703641,	   -1.#IND00,	   77.938317,	   -5.244826,	   -1.#IND00,	   -1.#IND00
    0.092875,	99.697\353.688,	21.530\353.887,	   50.218232,	   -1.#IND00,	   78.167202,	   -0.198891,	   -1.#IND00,	   -1.#IND00
    0.093292,	99.697\ 1.183,	20.953\356.487,	   49.412070,	   -1.#IND00,	   78.743678,	    4.696012,	   -1.#IND00,	   -1.#IND00
    0.093708,	99.696\ 8.681,	20.042\359.266,	   49.621957,	   -1.#IND00,	   79.654730,	    9.414485,	   -1.#IND00,	   -1.#IND00
    0.094125,	99.696\16.180,	18.818\ 2.424,	   50.570249,	   -1.#IND00,	   80.878001,	   13.756463,	   -1.#IND00,	   -1.#IND00
    0.094542,	99.696\23.681,	17.312\ 6.251,	   50.289785,	   -1.#IND00,	   82.384738,	   17.430112,	   -1.#IND00,	   -1.#IND00
    0.094958,	99.698\31.182,	15.562\11.137,	   49.452855,	   -1.#IND00,	   84.136107,	   20.044573,	   -1.#IND00,	   -1.#IND00
    0.095375,	99.702\38.685,	13.631\17.608,	   49.555144,	   -1.#IND00,	   86.070167,	   21.076784,	   -1.#IND00,	   -1.#IND00
    0.095792,	99.706\46.187,	11.622\26.365,	   50.629093,	   -1.#IND00,	   88.083787,	   19.821812,	   -1.#IND00,	   -1.#IND00
    0.096208,	99.704\53.686,	 9.718\38.732,	   50.539790,	   -1.#IND00,	   89.985788,	   14.954449,	   -1.#IND00,	   -1.#IND00
    0.096625,	99.698\61.184,	 8.240\56.417,	   49.558367,	   -1.#IND00,	   91.458214,	    4.766853,	   -1.#IND00,	   -1.#IND00
    0.097042,	99.693\68.683,	 7.593\79.274,	   49.335908,	   -1.#IND00,	   92.100296,	  -10.591109,	   -1.#IND00,	   -1.#IND00
    0.097458,	99.694\76.183,	 8.039\102.692,	   50.376184,	   -1.#IND00,	   91.654850,	  -26.508500,	   -1.#IND00,	   -1.#IND00
    0.097875,	99.697\83.683,	 9.398\121.369,	   50.520587,	   -1.#IND00,	   90.299497,	  -37.685472,	   -1.#IND00,	   -1.#IND00
    0.098292,	99.699\91.183,	11.256\134.492,	   49.728113,	   -1.#IND00,	   88.443191,	  -43.308825,	   -1.#IND00,	   -1.#IND00
    0.098708,	99.700\98.683,	13.293\143.569,	   49.429714,	   -1.#IND00,	   86.406728,	  -44.885950,	   -1.#IND00,	   -1.#IND00
    0.099125,	99.702\106.183,	15.298\150.124,	   50.309282,	   -1.#IND00,	   84.404119,	  -43.941418,	   -1.#IND00,	   -1.#IND00
    0.099542,	99.703\113.683,	17.138\155.145,	   50.522719,	   -1.#IND00,	   82.565112,	  -41.462568,	   -1.#IND00,	   -1.#IND00
    0.099958,	99.700\121.184,	18.751\159.082,	   49.848090,	   -1.#IND00,	   80.949726,	  -37.897890,	   -1.#IND00,	   -1.#IND00
    0.100375,	99.697\128.685,	20.095\162.274,	   49.438964,	   -1.#IND00,	   79.601543,	  -33.588836,	   -1.#IND00,	   -1.#IND00
    0.100792,	99.696\136.186,	21.132\165.062,	   50.146865,	   -1.#IND00,	   78.563431,	  -28.876025,	   -1.#IND00,	   -1.#IND00
    0.101208,	99.698\143.685,	21.831\167.643,	   50.384718,	   -1.#IND00,	   77.866292,	  -23.958485,	   -1.#IND00,	   -1.#IND00
    0.101625,	99.700\151.183,	22.170\170.136,	   49.906535,	   -1.#IND00,	   77.529885,	  -18.953592,	   -1.#IND00,	   -1.#IND00
    0.102042,	99.700\158.682,	22.139\172.584,	   49.623263,	   -1.#IND00,	   77.560539,	  -13.901991,	   -1.#IND00,	   -1.#IND00
    0.102458,	99.699\166.183,	21.744\175.043,	   50.193470,	   -1.#IND00,	   77.955193,	   -8.859973,	   -1.#IND00,	   -1.#IND00
    0.102875,	99.699\173.683,	20.992\177.676,	   50.286244,	   -1.#IND00,	   78.707329,	   -3.992847,	   -1.#IND00,	   -1.#IND00
    0.103292,	99.699\181.183,	19.896\180.566,	   49.874835,	   -1.#IND00,	   79.803296,	    0.617561,	   -1.#IND00,	   -1.#IND00
    0.103708,	99.700\188.684,	18.485\183.736,	   49.684384,	   -1.#IND00,	   81.215108,	    4.947746,	   -1.#IND00,	   -1.#IND00
    0.104125,	99.700\196.185,	16.805\187.390,	   50.187242,	   -1.#IND00,	   82.895410,	    8.794767,	   -1.#IND00,	   -1.#IND00
    0.104542,	99.700\203.685,	14.916\191.895,	   50.376002,	   -1.#IND00,	   84.783571,	   11.789507,	   -1.#IND00,	   -1.#IND00
    0.104958,	99.698\211.183,	12.893\197.833,	   49.944787,	   -1.#IND00,	   86.805605,	   13.350843,	   -1.#IND00,	   -1.#IND00
    0.105375,	99.697\218.683,	10.836\206.111,	   49.601021,	   -1.#IND00,	   88.861061,	   12.571812,	   -1.#IND00,	   -1.#IND00
    0.105792,	99.698\226.183,	 8.903\218.066,	   50.053023,	   -1.#IND00,	   90.795430,	    8.117254,	   -1.#IND00,	   -1.#IND00
    0.106208,	99.699\233.684,	 7.381\235.648,	   50.386894,	   -1.#IND00,	   92.317910,	   -1.964499,	   -1.#IND00,	   -1.#IND00
    0.106625,	99.700\241.184,	 6.717\259.253,	   50.048945,	   -1.#IND00,	   92.983014,	  -18.069431,	   -1.#IND00,	   -1.#IND00
    0.107042,	99.699\248.684,	 7.180\283.534,	   49.633847,	   -1.#IND00,	   92.519512,	  -34.850063,	   -1.#IND00,	   -1.#IND00
    0.107458,	99.700\256.184,	 8.547\302.379,	   50.002927,	   -1.#IND00,	   91.152330,	  -46.195092,	   -1.#IND00,	   -1.#IND00
    0.107875,	99.700\263.684,	10.391\315.248,	   50.358423,	   -1.#IND00,	   89.309179,	  -51.563830,	   -1.#IND00,	   -1.#IND00
    0.108292,	99.700\271.184,	12.397\324.026,	   50.101270,	   -1.#IND00,	   87.302335,	  -52.842337,	   -1.#IND00,	   -1.#IND00
    0.108708,	99.698\278.684,	14.390\330.253,	   49.676553,	   -1.#IND00,	   85.307408,	  -51.569087,	   -1.#IND00,	   -1.#IND00
    0.109125,	99.697\286.184,	16.254\334.958,	   49.931326,	   -1.#IND00,	   83.442922,	  -48.774265,	   -1.#IND00,	   -1.#IND00
    0.109542,	99.699\293.684,	17.903\338.791,	   50.282115,	   -1.#IND00,	   81.795990,	  -45.107211,	   -1.#IND00,	   -1.#IND00
    0.109958,	99.700\301.183,	19.284\342.026,	   50.138753,	   -1.#IND00,	   80.416283,	  -40.843146,	   -1.#IND00,	   -1.#IND00
    0.110375,	99.700\308.683,	20.362\344.837,	   49.761380,	   -1.#IND00,	   79.337606,	  -36.153805,	   -1.#IND00,	   -1.#IND00
    0.110792,	99.699\316.184,	21.110\347.395,	   49.949547,	   -1.#IND00,	   78.588670,	  -31.211543,	   -1.#IND00,	   -1.#IND00
    0.111208,	99.699\323.684,	21.510\349.810,	   50.226534,	   -1.#IND00,	   78.189229,	  -26.126756,	   -1.#IND00,	   -1.#IND00
    0.111625,	99.699\331.183,	21.548\352.182,	   50.101917,	   -1.#IND00,	   78.150961,	  -20.998234,	   -1.#IND00,	   -1.#IND00
    0.112042,	99.699\338.684,	21.225\354.564,	   49.806820,	   -1.#IND00,	   78.474033,	  -15.880399,	   -1.#IND00,	   -1.#IND00
    0.112458,	99.699\346.184,	20.552\356.995,	   49.980139,	   -1.#IND00,	   79.146661,	  -10.810636,	   -1.#IND00,	   -1.#IND00
    0.112875,	99.699\353.684,	19.549\359.627,	   50.176121,	   -1.#IND00,	   80.149993,	   -5.943079,	   -1.#IND00,	   -1.#IND00
    0.113292,	99.699\ 1.183,	18.238\ 2.634,	   50.063181,	   -1.#IND00,	   81.460802,	   -1.450989,	   -1.#IND00,	   -1.#IND00
    0.113708,	99.699\ 8.683,	16.650\ 6.157,	   49.842840,	   -1.#IND00,	   83.048421,	    2.526398,	   -1.#IND00,	   -1.#IND00
    0.114125,	99.699\16.183,	14.832\10.460,	   49.921448,	   -1.#IND00,	   84.866342,	    5.722842,	   -1.#IND00,	   -1.#IND00
    0.114542,	99.699\23.684,	12.851\16.001,	   50.172165,	   -1.#IND00,	   86.848694,	    7.683197,	   -1.#IND00,	   -1.#IND00
    0.114958,	99.699\31.184,	10.800\23.589,	   50.122297,	   -1.#IND00,	   88.899387,	    7.594471,	   -1.#IND00,	   -1.#IND00
    0.115375,	99.699\38.684,	 8.835\34.696,	   49.869772,	   -1.#IND00,	   90.864064,	    3.987573,	   -1.#IND00,	   -1.#IND00
    0.115792,	99.699\46.184,	 7.211\51.407,	   49.876083,	   -1.#IND00,	   92.487676,	   -5.222894,	   -1.#IND00,	   -1.#IND00
    0.116208,	99.699\53.684,	 6.346\74.879,	   50.150152,	   -1.#IND00,	   93.353799,	  -21.195555,	   -1.#IND00,	   -1.#IND00
    0.116625,	99.699\61.184,	 6.621\100.534,	   50.154995,	   -1.#IND00,	   93.078562,	  -39.350017,	   -1.#IND00,	   -1.#IND00
    0.117042,	99.699\68.684,	 7.898\120.845,	   49.893398,	   -1.#IND00,	   91.800625,	  -52.161557,	   -1.#IND00,	   -1.#IND00
    0.117458,	99.698\76.184,	 9.717\134.520,	   49.853068,	   -1.#IND00,	   89.981438,	  -58.336109,	   -1.#IND00,	   -1.#IND00
    0.117875,	99.699\83.684,	11.728\143.685,	   50.108900,	   -1.#IND00,	   87.971108,	  -60.001292,	   -1.#IND00,	   -1.#IND00
    0.118292,	99.700\91.184,	13.728\150.177,	   50.161382,	   -1.#IND00,	   85.971927,	  -58.993735,	   -1.#IND00,	   -1.#IND00
    0.118708,	99.699\98.684,	15.604\155.030,	   49.946704,	   -1.#IND00,	   84.095377,	  -56.346676,	   -1.#IND00,	   -1.#IND00
    0.119125,	99.699\106.184,	17.283\158.847,	   49.861985,	   -1.#IND00,	   82.415536,	  -52.663287,	   -1.#IND00,	   -1.#IND00
    0.119542,	99.699\113.684,	18.706\162.043,	   50.069090,	   -1.#IND00,	   80.992387,	  -48.359125,	   -1.#IND00,	   -1.#IND00
    0.119958,	99.699\121.184,	19.833\164.831,	   50.146143,	   -1.#IND00,	   79.866511,	  -43.647714,	   -1.#IND00,	   -1.#IND00
    0.120375,	99.699\128.684,	20.635\167.334,	   49.969285,	   -1.#IND00,	   79.064213,	  -38.650652,	   -1.#IND00,	   -1.#IND00
    0.120792,	99.699\136.184,	21.095\169.671,	   49.883327,	   -1.#IND00,	   78.603928,	  -33.486804,	   -1.#IND00,	   -1.#IND00
    0.121208,	99.699\143.684,	21.203\171.930,	   50.053817,	   -1.#IND00,	   78.496003,	  -28.245773,	   -1.#IND00,	   -1.#IND00
    0.121625,	99.699\151.184,	20.955\174.209,	   50.114029,	   -1.#IND00,	   78.744363,	  -23.025596,	   -1.#IND00,	   -1.#IND00
    0.122042,	99.699\158.683,	20.354\176.595,	   49.982299,	   -1.#IND00,	   79.345073,	  -17.911859,	   -1.#IND00,	   -1.#IND00
    0.122458,	99.699\166.184,	19.415\179.139,	   49.922008,	   -1.#IND00,	   80.283974,	  -12.955585,	   -1.#IND00,	   -1.#IND00
    0.122875,	99.699\173.684,	18.162\181.964,	   50.051052,	   -1.#IND00,	   81.536687,	   -8.280362,	   -1.#IND00,	   -1.#IND00
    0.123292,	99.699\181.184,	16.629\185.270,	   50.083861,	   -1.#IND00,	   83.070207,	   -4.085823,	   -1.#IND00,	   -1.#IND00
    0.123708,	99.699\188.684,	14.857\189.302,	   49.970541,	   -1.#IND00,	   84.842476,	   -0.618425,	   -1.#IND00,	   -1.#IND00
    0.124125,	99.699\196.183,	12.904\194.485,	   49.903277,	   -1.#IND00,	   86.794683,	    1.698904,	   -1.#IND00,	   -1.#IND00
    0.124542,	99.699\203.684,	10.857\201.555,	   50.030053,	   -1.#IND00,	   88.841640,	    2.128775,	   -1.#IND00,	   -1.#IND00
    0.124958,	99.699\211.184,	 8.852\211.852,	   50.098876,	   -1.#IND00,	   90.847310,	   -0.668622,	   -1.#IND00,	   -1.#IND00
    0.125375,	99.699\218.684,	 7.133\227.670,	   49.995150,	   -1.#IND00,	   92.566034,	   -8.986181,	   -1.#IND00,	   -1.#IND00
    0.125792,	99.699\226.183,	 6.115\250.922,	   49.888613,	   -1.#IND00,	   93.584021,	  -24.738106,	   -1.#IND00,	   -1.#IND00
    0.126208,	99.699\233.684,	 6.227\277.783,	   50.006462,	   -1.#IND00,	   93.472057,	  -44.099354,	   -1.#IND00,	   -1.#IND00
    0.126625,	99.699\241.184,	 7.416\299.645,	   50.104195,	   -1.#IND00,	   92.283656,	  -58.461489,	   -1.#IND00,	   -1.#IND00
    0.127042,	99.699\248.684,	 9.212\314.211,	   50.017206,	   -1.#IND00,	   90.487149,	  -65.527385,	   -1.#IND00,	   -1.#IND00
    0.127458,	99.699\256.184,	11.233\323.762,	   49.898035,	   -1.#IND00,	   88.465482,	  -67.578884,	   -1.#IND00,	   -1.#IND00
    0.127875,	99.699\263.684,	13.265\330.374,	   49.987330,	   -1.#IND00,	   86.433637,	  -66.690012,	   -1.#IND00,	   -1.#IND00
    0.128292,	99.699\271.184,	15.181\335.275,	   50.087112,	   -1.#IND00,	   84.518253,	  -64.091858,	   -1.#IND00,	   -1.#IND00
    0.128708,	99.699\278.684,	16.902\339.119,	   50.034268,	   -1.#IND00,	   82.796725,	  -60.435006,	   -1.#IND00,	   -1.#IND00
    0.129125,	99.699\286.184,	18.377\342.269,	   49.914158,	   -1.#IND00,	   81.321777,	  -56.085173,	   -1.#IND00,	   -1.#IND00
    0.129542,	99.699\293.684,	19.562\344.991,	   49.975564,	   -1.#IND00,	   80.136295,	  -51.307830,	   -1.#IND00,	   -1.#IND00
    0.129958,	99.699\301.184,	20.427\347.447,	   50.072728,	   -1.#IND00,	   79.271712,	  -46.263272,	   -1.#IND00,	   -1.#IND00
    0.130375,	99.699\308.683,	20.950\349.733,	   50.037052,	   -1.#IND00,	   78.748738,	  -41.049844,	   -1.#IND00,	   -1.#IND00
    0.130792,	99.699\316.184,	21.119\351.940,	   49.931674,	   -1.#IND00,	   78.579609,	  -35.756332,	   -1.#IND00,	   -1.#IND00
    0.131208,	99.699\323.684,	20.931\354.132,	   49.981833,	   -1.#IND00,	   78.767693,	  -30.448809,	   -1.#IND00,	   -1.#IND00
    0.131625,	99.699\331.184,	20.390\356.395,	   50.053354,	   -1.#IND00,	   79.308866,	  -25.211810,	   -1.#IND00,	   -1.#IND00
    0.132042,	99.699\338.684,	19.507\358.833,	   50.027099,	   -1.#IND00,	   80.191754,	  -20.149444,	   -1.#IND00,	   -1.#IND00
    0.132458,	99.699\346.183,	18.303\ 1.534,	   49.947345,	   -1.#IND00,	   81.396366,	  -15.350765,	   -1.#IND00,	   -1.#IND00
    0.132875,	99.699\353.684,	16.806\ 4.681,	   49.991130,	   -1.#IND00,	   82.892865,	  -10.997611,	   -1.#IND00,	   -1.#IND00
    0.133292,	99.699\ 1.184,	15.058\ 8.735,	   50.045872,	   -1.#IND00,	   84.641447,	   -7.551650,	   -1.#IND00,	   -1.#IND00
    0.133708,	99.699\ 8.684,	13.107\14.242,	   50.015756,	   -1.#IND00,	   86.592398,	   -5.558076,	   -1.#IND00,	   -1.#IND00
    0.134125,	99.699\16.183,	11.026\21.786,	   49.946325,	   -1.#IND00,	   88.673060,	   -5.603050,	   -1.#IND00,	   -1.#IND00
    0.134542,	99.699\23.684,	 8.949\32.519,	   49.975499,	   -1.#IND00,	   90.750318,	   -8.835377,	   -1.#IND00,	   -1.#IND00
    0.134958,	99.699\31.184,	 7.119\48.590,	   50.044050,	   -1.#IND00,	   92.580576,	  -17.406398,	   -1.#IND00,	   -1.#IND00
    0.135375,	99.699\38.684,	 5.967\72.282,	   50.032800,	   -1.#IND00,	   93.732021,	  -33.598359,	   -1.#IND00,	   -1.#IND00
    0.135792,	99.699\46.184,	 5.939\100.160,	   49.949692,	   -1.#IND00,	   93.759659,	  -53.976765,	   -1.#IND00,	   -1.#IND00
    0.136208,	99.699\53.684,	 6.949\123.154,	   49.964177,	   -1.#IND00,	   92.750194,	  -69.470450,	   -1.#IND00,	   -1.#IND00
    0.136625,	99.699\61.184,	 8.538\138.280,	   50.037622,	   -1.#IND00,	   91.160889,	  -77.096707,	   -1.#IND00,	   -1.#IND00
    0.137042,	99.699\68.684,	10.349\147.594,	   50.037535,	   -1.#IND00,	   89.350522,	  -78.910024,	   -1.#IND00,	   -1.#IND00
    0.137458,	99.699\76.184,	12.169\153.531,	   49.960734,	   -1.#IND00,	   87.529593,	  -77.347111,	   -1.#IND00,	   -1.#IND00
    0.137875,	99.699\83.684,	13.888\157.648,	   49.962106,	   -1.#IND00,	   85.810907,	  -73.964037,	   -1.#IND00,	   -1.#IND00
    0.138292,	99.699\91.184,	15.439\160.785,	   50.024231,	   -1.#IND00,	   84.260324,	  -69.601041,	   -1.#IND00,	   -1.#IND00
    0.138708,	99.699\98.684,	16.787\163.299,	   50.039592,	   -1.#IND00,	   82.912216,	  -64.615195,	   -1.#IND00,	   -1.#IND00
    0.139125,	99.699\106.184,	17.921\165.314,	   49.972409,	   -1.#IND00,	   81.778257,	  -59.130315,	   -1.#IND00,	   -1.#IND00
    0.139542,	99.699\113.684,	18.819\167.094,	   49.962624,	   -1.#IND00,	   80.880304,	  -53.410089,	   -1.#IND00,	   -1.#IND00
    0.139958,	99.699\121.184,	19.435\168.986,	   50.016978,	   -1.#IND00,	   80.264164,	  -47.802867,	   -1.#IND00,	   -1.#IND00
    0.140375,	99.699\128.684,	19.734\171.015,	   50.033473,	   -1.#IND00,	   79.964892,	  -42.331832,	   -1.#IND00,	   -1.#IND00
    0.140792,	99.699\136.184,	19.709\173.019,	   49.977133,	   -1.#IND00,	   79.990216,	  -36.835206,	   -1.#IND00,	   -1.#IND00
    0.141208,	99.699\143.684,	19.365\174.985,	   49.972579,	   -1.#IND00,	   80.333718,	  -31.301742,	   -1.#IND00,	   -1.#IND00
    0.141625,	99.699\151.184,	18.714\177.043,	   50.012471,	   -1.#IND00,	   80.985435,	  -25.859471,	   -1.#IND00,	   -1.#IND00
    0.142042,	99.699\158.684,	17.763\179.384,	   50.023732,	   -1.#IND00,	   81.936081,	  -20.700315,	   -1.#IND00,	   -1.#IND00
    0.142458,	99.699\166.183,	16.532\181.987,	   49.980532,	   -1.#IND00,	   83.167495,	  -15.803365,	   -1.#IND00,	   -1.#IND00
    0.142875,	99.699\173.684,	15.056\184.756,	   49.979420,	   -1.#IND00,	   84.642703,	  -11.072489,	   -1.#IND00,	   -1.#IND00
    0.143292,	99.699\181.184,	13.391\188.124,	   50.013425,	   -1.#IND00,	   86.307609,	   -6.940027,	   -1.#IND00,	   -1.#IND00
    0.143708,	99.699\188.684,	11.590\192.858,	   50.018081,	   -1.#IND00,	   88.108953,	   -4.174848,	   -1.#IND00,	   -1.#IND00
    0.144125,	99.699\196.183,	 9.707\199.693,	   49.986325,	   -1.#IND00,	   89.992046,	   -3.509989,	   -1.#IND00,	   -1.#IND00
    0.144542,	99.699\203.683,	 7.840\209.794,	   49.973447,	   -1.#IND00,	   91.859275,	   -6.110868,	   -1.#IND00,	   -1.#IND00
    0.144958,	99.699\211.184,	 6.186\225.410,	   50.006332,	   -1.#IND00,	   93.513314,	  -14.226019,	   -1.#IND00,	   -1.#IND00
    0.145375,	99.699\218.684,	 5.154\249.405,	   50.023652,	   -1.#IND00,	   94.545250,	  -30.721306,	   -1.#IND00,	   -1.#IND00
    0.145792,	99.699\226.184,	 5.251\278.151,	   49.991860,	   -1.#IND00,	   94.448421,	  -51.967503,	   -1.#IND00,	   -1.#IND00
    0.146208,	99.699\233.684,	 6.387\301.037,	   49.971203,	   -1.#IND00,	   93.311478,	  -67.353085,	   -1.#IND00,	   -1.#IND00
    0.146625,	99.699\241.184,	 8.056\315.857,	   50.001791,	   -1.#IND00,	   91.643131,	  -74.673988,	   -1.#IND00,	   -1.#IND00
    0.147042,	99.699\248.684,	 9.930\325.222,	   50.021748,	   -1.#IND00,	   89.769116,	  -76.538329,	   -1.#IND00,	   -1.#IND00
    0.147458,	99.699\256.184,	11.834\331.388,	   49.997674,	   -1.#IND00,	   87.865438,	  -75.204361,	   -1.#IND00,	   -1.#IND00
    0.147875,	99.699\263.684,	13.655\335.796,	   49.975105,	   -1.#IND00,	   86.043614,	  -72.112792,	   -1.#IND00,	   -1.#IND00
    0.148292,	99.699\271.184,	15.311\339.300,	   49.995300,	   -1.#IND00,	   84.387847,	  -68.116263,	   -1.#IND00,	   -1.#IND00
    0.148708,	99.699\278.684,	16.736\342.326,	   50.018156,	   -1.#IND00,	   82.962889,	  -63.642148,	   -1.#IND00,	   -1.#IND00
    0.149125,	99.699\286.184,	17.904\344.895,	   50.002072,	   -1.#IND00,	   81.795041,	  -58.711163,	   -1.#IND00,	   -1.#IND00
    0.149542,	99.699\293.684,	18.802\347.061,	   49.978278,	   -1.#IND00,	   80.897192,	  -53.377578,	   -1.#IND00,	   -1.#IND00
    0.149958,	99.699\301.184,	19.405\349.084,	   49.994651,	   -1.#IND00,	   80.293828,	  -47.899979,	   -1.#IND00,	   -1.#IND00
    0.150375,	99.699\308.684,	19.695\351.075,	   50.013559,	   -1.#IND00,	   80.004201,	  -42.391836,	   -1.#IND00,	   -1.#IND00
    0.150792,	99.699\316.183,	19.666\353.018,	   50.000574,	   -1.#IND00,	   80.032556,	  -36.834022,	   -1.#IND00,	   -1.#IND00
    0.151208,	99.699\323.684,	19.327\354.929,	   49.984228,	   -1.#IND00,	   80.372301,	  -31.245492,	   -1.#IND00,	   -1.#IND00
    0.151625,	99.699\331.184,	18.688\356.889,	   49.996021,	   -1.#IND00,	   81.010934,	  -25.705475,	   -1.#IND00,	   -1.#IND00
