[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.152042,	99.699\338.684,	17.761\359.113,	   50.008328,	   -1.#IND00,	   81.937918,	  -20.429062,	   -1.#IND00,	   -1.#IND00
    0.152458,	99.699\346.184,	16.557\ 1.756,	   49.999289,	   -1.#IND00,	   83.142250,	  -15.572958,	   -1.#IND00,	   -1.#IND00
    0.152875,	99.699\353.683,	15.097\ 4.810,	   49.986549,	   -1.#IND00,	   84.601562,	  -11.126867,	   -1.#IND00,	   -1.#IND00
    0.153292,	99.699\ 1.184,	13.424\ 8.596,	   49.998857,	   -1.#IND00,	   86.275356,	   -7.412448,	   -1.#IND00,	   -1.#IND00
    0.153708,	99.699\ 8.684,	11.591\13.921,	   50.008086,	   -1.#IND00,	   88.107923,	   -5.237490,	   -1.#IND00,	   -1.#IND00
    0.154125,	99.699\16.184,	 9.677\21.864,	   50.004150,	   -1.#IND00,	   90.022271,	   -5.680215,	   -1.#IND00,	   -1.#IND00
    0.154542,	99.699\23.683,	 7.824\34.084,	   49.986374,	   -1.#IND00,	   91.875402,	  -10.400647,	   -1.#IND00,	   -1.#IND00
    0.154958,	99.699\31.183,	 6.307\53.018,	   49.993971,	   -1.#IND00,	   93.391999,	  -21.834688,	   -1.#IND00,	   -1.#IND00
    0.155375,	99.699\38.684,	 5.601\79.719,	   50.008533,	   -1.#IND00,	   94.098253,	  -41.035638,	   -1.#IND00,	   -1.#IND00
    0.155792,	99.699\46.184,	 6.083\107.393,	   50.007163,	   -1.#IND00,	   93.616019,	  -61.209116,	   -1.#IND00,	   -1.#IND00
    0.156208,	99.699\53.683,	 7.449\127.858,	   49.987312,	   -1.#IND00,	   92.249834,	  -74.174104,	   -1.#IND00,	   -1.#IND00
    0.156625,	99.699\61.183,	 9.161\141.424,	   49.992727,	   -1.#IND00,	   90.537852,	  -80.240247,	   -1.#IND00,	   -1.#IND00
    0.157042,	99.699\68.684,	10.917\150.497,	   50.005216,	   -1.#IND00,	   88.781539,	  -81.813981,	   -1.#IND00,	   -1.#IND00
    0.157458,	99.699\76.184,	12.569\156.680,	   50.008307,	   -1.#IND00,	   87.130078,	  -80.496493,	   -1.#IND00,	   -1.#IND00
    0.157875,	99.699\83.684,	14.035\160.991,	   49.991432,	   -1.#IND00,	   85.663936,	  -77.307651,	   -1.#IND00,	   -1.#IND00
    0.158292,	99.699\91.184,	15.269\164.143,	   49.991187,	   -1.#IND00,	   84.429751,	  -72.959094,	   -1.#IND00,	   -1.#IND00
    0.158708,	99.699\98.684,	16.241\166.639,	   50.002236,	   -1.#IND00,	   83.458313,	  -67.955059,	   -1.#IND00,	   -1.#IND00
    0.159125,	99.699\106.183,	16.946\168.623,	   50.008921,	   -1.#IND00,	   82.752904,	  -62.439912,	   -1.#IND00,	   -1.#IND00
    0.159542,	99.699\113.683,	17.401\170.147,	   49.992897,	   -1.#IND00,	   82.298295,	  -56.463085,	   -1.#IND00,	   -1.#IND00
    0.159958,	99.699\121.184,	17.606\171.511,	   49.992732,	   -1.#IND00,	   82.092526,	  -50.327217,	   -1.#IND00,	   -1.#IND00
    0.160375,	99.699\128.684,	17.549\172.994,	   50.000755,	   -1.#IND00,	   82.149998,	  -44.310187,	   -1.#IND00,	   -1.#IND00
    0.160792,	99.699\136.183,	17.217\174.640,	   50.005957,	   -1.#IND00,	   82.481972,	  -38.456707,	   -1.#IND00,	   -1.#IND00
    0.161208,	99.699\143.683,	16.614\176.394,	   49.995039,	   -1.#IND00,	   83.085191,	  -32.710706,	   -1.#IND00,	   -1.#IND00
    0.161625,	99.699\151.183,	15.757\178.212,	   49.995191,	   -1.#IND00,	   83.941906,	  -27.028415,	   -1.#IND00,	   -1.#IND00
    0.162042,	99.699\158.684,	14.669\180.254,	   49.999012,	   -1.#IND00,	   85.029856,	  -21.570725,	   -1.#IND00,	   -1.#IND00
    0.162458,	99.699\166.183,	13.372\182.730,	   50.004588,	   -1.#IND00,	   86.327035,	  -16.546843,	   -1.#IND00,	   -1.#IND00
    0.162875,	99.699\173.683,	11.895\185.584,	   49.994898,	   -1.#IND00,	   87.803615,	  -11.900158,	   -1.#IND00,	   -1.#IND00
    0.163292,	99.699\181.183,	10.287\188.909,	   49.996512,	   -1.#IND00,	   89.412502,	   -7.725047,	   -1.#IND00,	   -1.#IND00
    0.163708,	99.699\188.683,	 8.606\193.388,	   50.000768,	   -1.#IND00,	   91.093410,	   -4.704491,	   -1.#IND00,	   -1.#IND00
    0.164125,	99.699\196.183,	 6.920\200.260,	   50.006781,	   -1.#IND00,	   92.779039,	   -4.076259,	   -1.#IND00,	   -1.#IND00
    0.164542,	99.699\203.683,	 5.333\211.674,	   49.996640,	   -1.#IND00,	   94.365799,	   -7.990844,	   -1.#IND00,	   -1.#IND00
    0.164958,	99.699\211.183,	 4.049\231.198,	   49.994281,	   -1.#IND00,	   95.649962,	  -20.014667,	   -1.#IND00,	   -1.#IND00
    0.165375,	99.699\218.683,	 3.465\261.237,	   49.999790,	   -1.#IND00,	   96.234221,	  -42.553233,	   -1.#IND00,	   -1.#IND00
    0.165792,	99.699\226.183,	 3.918\291.692,	   50.007646,	   -1.#IND00,	   95.780538,	  -65.508113,	   -1.#IND00,	   -1.#IND00
    0.166208,	99.699\233.683,	 5.088\311.375,	   49.997563,	   -1.#IND00,	   94.611371,	  -77.691570,	   -1.#IND00,	   -1.#IND00
    0.166625,	99.699\241.183,	 6.498\322.945,	   49.994964,	   -1.#IND00,	   93.201190,	  -81.761342,	   -1.#IND00,	   -1.#IND00
    0.167042,	99.699\248.683,	 7.924\330.250,	   49.997945,	   -1.#IND00,	   91.775068,	  -81.566092,	   -1.#IND00,	   -1.#IND00
    0.167458,	99.699\256.183,	 9.274\335.149,	   50.006641,	   -1.#IND00,	   90.424630,	  -78.965497,	   -1.#IND00,	   -1.#IND00
    0.167875,	99.699\263.683,	10.506\338.561,	   49.999817,	   -1.#IND00,	   89.192766,	  -74.877575,	   -1.#IND00,	   -1.#IND00
    0.168292,	99.699\271.183,	11.590\341.082,	   49.995389,	   -1.#IND00,	   88.109017,	  -69.898594,	   -1.#IND00,	   -1.#IND00
    0.168708,	99.699\278.683,	12.487\343.234,	   49.996508,	   -1.#IND00,	   87.211633,	  -64.550309,	   -1.#IND00,	   -1.#IND00
    0.169125,	99.699\286.183,	13.171\345.197,	   50.006242,	   -1.#IND00,	   86.527727,	  -59.013274,	   -1.#IND00,	   -1.#IND00
    0.169542,	99.699\293.683,	13.638\346.891,	   49.999909,	   -1.#IND00,	   86.060962,	  -53.207874,	   -1.#IND00,	   -1.#IND00
    0.169958,	99.699\301.183,	13.887\348.389,	   49.996684,	   -1.#IND00,	   85.811926,	  -47.205742,	   -1.#IND00,	   -1.#IND00
    0.170375,	99.699\308.683,	13.915\349.831,	   49.996883,	   -1.#IND00,	   85.783696,	  -41.147909,	   -1.#IND00,	   -1.#IND00
    0.170792,	99.699\316.183,	13.724\351.278,	   50.004210,	   -1.#IND00,	   85.975387,	  -35.094390,	   -1.#IND00,	   -1.#IND00
    0.171208,	99.699\323.683,	13.320\352.740,	   49.999941,	   -1.#IND00,	   86.378865,	  -29.056402,	   -1.#IND00,	   -1.#IND00
    0.171625,	99.699\331.183,	12.723\354.168,	   49.998245,	   -1.#IND00,	   86.975704,	  -22.984243,	   -1.#IND00,	   -1.#IND00
    0.172042,	99.699\338.683,	11.953\355.661,	   49.996765,	   -1.#IND00,	   87.745823,	  -16.977216,	   -1.#IND00,	   -1.#IND00
    0.172458,	99.699\346.183,	11.023\357.495,	   50.003717,	   -1.#IND00,	   88.676142,	  -11.311542,	   -1.#IND00,	   -1.#IND00
    0.172875,	99.699\353.683,	 9.947\359.769,	   49.999252,	   -1.#IND00,	   89.752141,	   -6.085759,	   -1.#IND00,	   -1.#IND00
    0.173292,	99.699\ 1.183,	 8.750\ 2.515,	   49.998265,	   -1.#IND00,	   90.949026,	   -1.331359,	   -1.#IND00,	   -1.#IND00
    0.173708,	99.699\ 8.683,	 7.466\ 6.031,	   49.998349,	   -1.#IND00,	   92.232946,	    2.652868,	   -1.#IND00,	   -1.#IND00
    0.174125,	99.699\16.183,	 6.135\10.950,	   50.004098,	   -1.#IND00,	   93.563589,	    5.233418,	   -1.#IND00,	   -1.#IND00
    0.174542,	99.699\23.683,	 4.814\18.600,	   50.000698,	   -1.#IND00,	   94.885314,	    5.083130,	   -1.#IND00,	   -1.#IND00
    0.174958,	99.699\31.183,	 3.595\31.585,	   49.997700,	   -1.#IND00,	   96.103634,	   -0.401673,	   -1.#IND00,	   -1.#IND00
    0.175375,	99.699\38.683,	 2.678\54.551,	   49.997708,	   -1.#IND00,	   97.021270,	  -15.867485,	   -1.#IND00,	   -1.#IND00
    0.175792,	99.699\46.183,	 2.445\88.535,	   50.003991,	   -1.#IND00,	   97.253768,	  -42.351400,	   -1.#IND00,	   -1.#IND00
    0.176208,	99.699\53.683,	 3.030\117.274,	   50.000889,	   -1.#IND00,	   96.668562,	  -63.590964,	   -1.#IND00,	   -1.#IND00
    0.176625,	99.699\61.183,	 4.028\133.735,	   49.998740,	   -1.#IND00,	   95.671190,	  -72.552022,	   -1.#IND00,	   -1.#IND00
    0.177042,	99.699\68.683,	 5.129\143.140,	   49.997163,	   -1.#IND00,	   94.570093,	  -74.456724,	   -1.#IND00,	   -1.#IND00
    0.177458,	99.699\76.183,	 6.204\149.080,	   50.002761,	   -1.#IND00,	   93.494544,	  -72.896918,	   -1.#IND00,	   -1.#IND00
    0.177875,	99.699\83.683,	 7.199\153.131,	   50.001737,	   -1.#IND00,	   92.499898,	  -69.447908,	   -1.#IND00,	   -1.#IND00
    0.178292,	99.699\91.183,	 8.089\155.993,	   49.999354,	   -1.#IND00,	   91.610185,	  -64.809678,	   -1.#IND00,	   -1.#IND00
    0.178708,	99.699\98.683,	 8.849\158.200,	   49.996791,	   -1.#IND00,	   90.849733,	  -59.516846,	   -1.#IND00,	   -1.#IND00
    0.179125,	99.699\106.183,	 9.459\160.071,	   50.002571,	   -1.#IND00,	   90.239906,	  -53.887343,	   -1.#IND00,	   -1.#IND00
    0.179542,	99.699\113.683,	 9.914\161.632,	   50.001187,	   -1.#IND00,	   89.785253,	  -47.948291,	   -1.#IND00,	   -1.#IND00
    0.179958,	99.699\121.183,	10.214\162.941,	   49.999839,	   -1.#IND00,	   89.485492,	  -41.757737,	   -1.#IND00,	   -1.#IND00
    0.180375,	99.699\128.683,	10.357\164.124,	   49.997722,	   -1.#IND00,	   89.342358,	  -35.440374,	   -1.#IND00,	   -1.#IND00
    0.180792,	99.699\136.183,	10.342\165.275,	   50.001634,	   -1.#IND00,	   89.357165,	  -29.091098,	   -1.#IND00,	   -1.#IND00
    0.181208,	99.699\143.683,	10.169\166.468,	   50.000693,	   -1.#IND00,	   89.529951,	  -22.784552,	   -1.#IND00,	   -1.#IND00
    0.181625,	99.699\151.183,	 9.847\167.663,	   50.000528,	   -1.#IND00,	   89.851711,	  -16.479946,	   -1.#IND00,	   -1.#IND00
    0.182042,	99.699\158.683,	 9.392\168.837,	   49.997810,	   -1.#IND00,	   90.307266,	  -10.153904,	   -1.#IND00,	   -1.#IND00
    0.182458,	99.699\166.183,	 8.813\170.149,	   50.001742,	   -1.#IND00,	   90.885875,	   -3.965134,	   -1.#IND00,	   -1.#IND00
    0.182875,	99.699\173.683,	 8.122\171.712,	   50.000365,	   -1.#IND00,	   91.576694,	    1.971297,	   -1.#IND00,	   -1.#IND00
    0.183292,	99.699\181.183,	 7.336\173.561,	   49.999937,	   -1.#IND00,	   92.363354,	    7.621974,	   -1.#IND00,	   -1.#IND00
    0.183708,	99.699\188.683,	 6.473\175.835,	   49.998677,	   -1.#IND00,	   93.226352,	   12.848661,	   -1.#IND00,	   -1.#IND00
    0.184125,	99.699\196.183,	 5.555\178.795,	   50.001379,	   -1.#IND00,	   94.144076,	   17.387950,	   -1.#IND00,	   -1.#IND00
    0.184542,	99.699\203.683,	 4.606\183.027,	   50.001202,	   -1.#IND00,	   95.092531,	   20.656506,	   -1.#IND00,	   -1.#IND00
    0.184958,	99.699\211.183,	 3.659\189.594,	   49.999917,	   -1.#IND00,	   96.039771,	   21.589401,	   -1.#IND00,	   -1.#IND00
    0.185375,	99.699\218.683,	 2.766\200.329,	   49.998465,	   -1.#IND00,	   96.933468,	   18.354345,	   -1.#IND00,	   -1.#IND00
    0.185792,	99.699\226.183,	 2.036\219.302,	   50.001244,	   -1.#IND00,	   97.663022,	    6.881452,	   -1.#IND00,	   -1.#IND00
    0.186208,	99.699\233.683,	 1.705\250.416,	   50.000885,	   -1.#IND00,	   97.993648,	  -16.732728,	   -1.#IND00,	   -1.#IND00
    0.186625,	99.699\241.183,	 1.951\282.000,	   50.000573,	   -1.#IND00,	   97.747924,	  -40.816633,	   -1.#IND00,	   -1.#IND00
    0.187042,	99.699\248.683,	 2.567\301.565,	   49.998693,	   -1.#IND00,	   97.131638,	  -52.881492,	   -1.#IND00,	   -1.#IND00
    0.187458,	99.699\256.183,	 3.302\312.483,	   50.000416,	   -1.#IND00,	   96.396659,	  -56.299840,	   -1.#IND00,	   -1.#IND00
    0.187875,	99.699\263.683,	 4.040\319.059,	   50.001008,	   -1.#IND00,	   95.658567,	  -55.375571,	   -1.#IND00,	   -1.#IND00
    0.188292,	99.699\271.183,	 4.741\323.280,	   50.000953,	   -1.#IND00,	   94.958453,	  -52.096473,	   -1.#IND00,	   -1.#IND00
    0.188708,	99.699\278.683,	 5.377\326.201,	   49.998630,	   -1.#IND00,	   94.321602,	  -47.517110,	   -1.#IND00,	   -1.#IND00
    0.189125,	99.699\286.183,	 5.928\328.443,	   50.000524,	   -1.#IND00,	   93.770517,	  -42.259693,	   -1.#IND00,	   -1.#IND00
    0.189542,	99.699\293.683,	 6.385\330.225,	   50.000591,	   -1.#IND00,	   93.313739,	  -36.542028,	   -1.#IND00,	   -1.#IND00
    0.189958,	99.699\301.183,	 6.745\331.665,	   50.000856,	   -1.#IND00,	   92.953888,	  -30.481622,	   -1.#IND00,	   -1.#IND00
    0.190375,	99.699\308.683,	 7.006\332.874,	   49.999346,	   -1.#IND00,	   92.692544,	  -24.190439,	   -1.#IND00,	   -1.#IND00
    0.190792,	99.699\316.183,	 7.169\333.939,	   50.000314,	   -1.#IND00,	   92.529796,	  -17.756024,	   -1.#IND00,	   -1.#IND00
    0.191208,	99.699\323.683,	 7.230\334.984,	   50.000151,	   -1.#IND00,	   92.468857,	  -11.301020,	   -1.#IND00,	   -1.#IND00
    0.191625,	99.699\331.183,	 7.192\336.034,	   50.001067,	   -1.#IND00,	   92.507419,	   -4.850321,	   -1.#IND00,	   -1.#IND00
    0.192042,	99.699\338.683,	 7.063\337.054,	   49.999366,	   -1.#IND00,	   92.636104,	    1.629243,	   -1.#IND00,	   -1.#IND00
    0.192458,	99.699\346.183,	 6.849\338.146,	   50.000524,	   -1.#IND00,	   92.850211,	    8.037523,	   -1.#IND00,	   -1.#IND00
    0.192875,	99.699\353.683,	 6.553\339.409,	   50.000177,	   -1.#IND00,	   93.145727,	   14.274215,	   -1.#IND00,	   -1.#IND00
    0.193292,	99.699\ 1.183,	 6.185\340.879,	   50.000521,	   -1.#IND00,	   93.514291,	   20.304281,	   -1.#IND00,	   -1.#IND00
    0.193708,	99.699\ 8.683,	 5.753\342.629,	   49.999616,	   -1.#IND00,	   93.946190,	   26.054637,	   -1.#IND00,	   -1.#IND00
    0.194125,	99.699\16.183,	 5.270\344.731,	   50.000109,	   -1.#IND00,	   94.428883,	   31.452594,	   -1.#IND00,	   -1.#IND00
    0.194542,	99.699\23.683,	 4.749\347.377,	   50.000494,	   -1.#IND00,	   94.950398,	   36.306332,	   -1.#IND00,	   -1.#IND00
    0.194958,	99.699\31.183,	 4.199\350.927,	   50.000574,	   -1.#IND00,	   95.499613,	   40.256796,	   -1.#IND00,	   -1.#IND00
    0.195375,	99.699\38.683,	 3.640\355.699,	   49.999637,	   -1.#IND00,	   96.059404,	   42.984612,	   -1.#IND00,	   -1.#IND00
    0.195792,	99.699\46.183,	 3.092\ 2.218,	   50.000124,	   -1.#IND00,	   96.606670,	   43.965737,	   -1.#IND00,	   -1.#IND00
    0.196208,	99.699\53.683,	 2.589\11.510,	   50.000117,	   -1.#IND00,	   97.109556,	   42.173291,	   -1.#IND00,	   -1.#IND00
    0.196625,	99.699\61.183,	 2.179\24.799,	   50.000821,	   -1.#IND00,	   97.520210,	   36.384031,	   -1.#IND00,	   -1.#IND00
    0.197042,	99.699\68.683,	 1.927\42.667,	   49.999987,	   -1.#IND00,	   97.771536,	   26.016085,	   -1.#IND00,	   -1.#IND00
    0.197458,	99.699\76.183,	 1.894\62.955,	   49.999732,	   -1.#IND00,	   97.805303,	   13.228606,	   -1.#IND00,	   -1.#IND00
    0.197875,	99.699\83.683,	 2.068\81.224,	   50.000068,	   -1.#IND00,	   97.630974,	    2.459487,	   -1.#IND00,	   -1.#IND00
    0.198292,	99.699\91.183,	 2.389\95.127,	   50.000952,	   -1.#IND00,	   97.310089,	   -3.943431,	   -1.#IND00,	   -1.#IND00
    0.198708,	99.699\98.683,	 2.788\105.031,	   49.999946,	   -1.#IND00,	   96.910891,	   -6.347951,	   -1.#IND00,	   -1.#IND00
    0.199125,	99.699\106.183,	 3.209\112.167,	   49.999969,	   -1.#IND00,	   96.490002,	   -5.983663,	   -1.#IND00,	   -1.#IND00
    0.199542,	99.699\113.683,	 3.621\117.512,	   49.999868,	   -1.#IND00,	   96.077845,	   -3.828411,	   -1.#IND00,	   -1.#IND00
    0.199958,	99.699\121.183,	 4.008\121.697,	   50.000671,	   -1.#IND00,	   95.690834,	   -0.513192,	   -1.#IND00,	   -1.#IND00
    0.200375,	99.699\128.683,	 4.359\125.135,	   50.000350,	   -1.#IND00,	   95.339911,	    3.548199,	   -1.#IND00,	   -1.#IND00
    0.200792,	99.699\136.183,	 4.669\128.084,	   50.000004,	   -1.#IND00,	   95.029837,	    8.099310,	   -1.#IND00,	   -1.#IND00
    0.201208,	99.699\143.683,	 4.930\130.769,	   49.999639,	   -1.#IND00,	   94.769042,	   12.914492,	   -1.#IND00,	   -1.#IND00
    0.201625,	99.699\151.183,	 5.136\133.332,	   50.000762,	   -1.#IND00,	   94.562920,	   17.850913,	   -1.#IND00,	   -1.#IND00
    0.202042,	99.699\158.683,	 5.291\135.817,	   50.000237,	   -1.#IND00,	   94.407669,	   22.866328,	   -1.#IND00,	   -1.#IND00
    0.202458,	99.699\166.183,	 5.396\138.314,	   50.000112,	   -1.#IND00,	   94.302860,	   27.869138,	   -1.#IND00,	   -1.#IND00
    0.202875,	99.699\173.683,	 5.449\140.924,	   49.999854,	   -1.#IND00,	   94.249583,	   32.759032,	   -1.#IND00,	   -1.#IND00
    0.203292,	99.699\181.183,	 5.454\143.703,	   50.000412,	   -1.#IND00,	   94.245324,	   37.480598,	   -1.#IND00,	   -1.#IND00
    0.203708,	99.699\188.683,	 5.412\146.716,	   50.000219,	   -1.#IND00,	   94.287425,	   41.967061,	   -1.#IND00,	   -1.#IND00
    0.204125,	99.699\196.183,	 5.329\149.996,	   49.999821,	   -1.#IND00,	   94.369650,	   46.186903,	   -1.#IND00,	   -1.#IND00
    0.204542,	99.699\203.683,	 5.214\153.590,	   49.999988,	   -1.#IND00,	   94.485195,	   50.092957,	   -1.#IND00,	   -1.#IND00
    0.204958,	99.699\211.183,	 5.069\157.619,	   50.000408,	   -1.#IND00,	   94.630250,	   53.564677,	   -1.#IND00,	   -1.#IND00
    0.205375,	99.699\218.683,	 4.902\162.132,	   50.000233,	   -1.#IND00,	   94.797405,	   56.550968,	   -1.#IND00,	   -1.#IND00
    0.205792,	99.699\226.183,	 4.722\167.147,	   49.999977,	   -1.#IND00,	   94.976975,	   59.035998,	   -1.#IND00,	   -1.#IND00
    0.206208,	99.699\233.683,	 4.539\172.738,	   49.999716,	   -1.#IND00,	   95.160165,	   60.945015,	   -1.#IND00,	   -1.#IND00
    0.206625,	99.699\241.183,	 4.361\178.947,	   50.000392,	   -1.#IND00,	   95.337555,	   62.236168,	   -1.#IND00,	   -1.#IND00
    0.207042,	99.699\248.683,	 4.199\185.807,	   50.000534,	   -1.#IND00,	   95.499733,	   62.876464,	   -1.#IND00,	   -1.#IND00
    0.207458,	99.699\256.183,	 4.061\193.307,	   49.999826,	   -1.#IND00,	   95.637652,	   62.876476,	   -1.#IND00,	   -1.#IND00
    0.207875,	99.699\263.683,	 3.955\201.312,	   49.999652,	   -1.#IND00,	   95.744397,	   62.371792,	   -1.#IND00,	   -1.#IND00
    0.208292,	99.699\271.183,	 3.885\209.720,	   50.000457,	   -1.#IND00,	   95.813733,	   61.463748,	   -1.#IND00,	   -1.#IND00
    0.208708,	99.699\278.683,	 3.858\218.426,	   50.000426,	   -1.#IND00,	   95.840839,	   60.257564,	   -1.#IND00,	   -1.#IND00
    0.209125,	99.699\286.183,	 3.872\227.228,	   50.000004,	   -1.#IND00,	   95.827169,	   58.955700,	   -1.#IND00,	   -1.#IND00
    0.209542,	99.699\293.683,	 3.923\235.962,	   49.999670,	   -1.#IND00,	   95.775792,	   57.721537,	   -1.#IND00,	   -1.#IND00
    0.209958,	99.699\301.183,	 4.008\244.510,	   50.000200,	   -1.#IND00,	   95.691197,	   56.673327,	   -1.#IND00,	   -1.#IND00
    0.210375,	99.699\308.683,	 4.120\252.795,	   50.000579,	   -1.#IND00,	   95.579478,	   55.887888,	   -1.#IND00,	   -1.#IND00
    0.210792,	99.699\316.183,	 4.256\260.802,	   50.000101,	   -1.#IND00,	   95.443220,	   55.381227,	   -1.#IND00,	   -1.#IND00
    0.211208,	99.699\323.683,	 4.410\268.526,	   49.999549,	   -1.#IND00,	   95.289022,	   55.157434,	   -1.#IND00,	   -1.#IND00
    0.211625,	99.699\331.183,	 4.575\275.983,	   50.000267,	   -1.#IND00,	   95.124456,	   55.199944,	   -1.#IND00,	   -1.#IND00
    0.212042,	99.699\338.683,	 4.750\283.199,	   50.000490,	   -1.#IND00,	   94.949431,	   55.484362,	   -1.#IND00,	   -1.#IND00
    0.212458,	99.699\346.183,	 4.934\290.199,	   50.000084,	   -1.#IND00,	   94.765315,	   55.984396,	   -1.#IND00,	   -1.#IND00
    0.212875,	99.699\353.683,	 5.128\296.997,	   49.999754,	   -1.#IND00,	   94.570760,	   56.685889,	   -1.#IND00,	   -1.#IND00
    0.213292,	99.699\ 1.183,	 5.361\303.484,	   50.000127,	   -1.#IND00,	   94.338321,	   57.699276,	   -1.#IND00,	   -1.#IND00
    0.213708,	99.699\ 8.683,	 5.665\309.515,	   50.000386,	   -1.#IND00,	   94.034196,	   59.168245,	   -1.#IND00,	   -1.#IND00
    0.214125,	99.699\16.183,	 6.047\315.150,	   49.999934,	   -1.#IND00,	   93.652193,	   61.033420,	   -1.#IND00,	   -1.#IND00
    0.214542,	99.699\23.683,	 6.484\320.637,	   49.999802,	   -1.#IND00,	   93.215061,	   63.046288,	   -1.#IND00,	   -1.#IND00
    0.214958,	99.699\31.183,	 6.937\326.260,	   50.000104,	   -1.#IND00,	   92.762160,	   64.923091,	   -1.#IND00,	   -1.#IND00
    0.215375,	99.699\38.683,	 7.369\332.151,	   50.000358,	   -1.#IND00,	   92.329521,	   66.532671,	   -1.#IND00,	   -1.#IND00
    0.215792,	99.699\46.183,	 7.749\338.359,	   50.000089,	   -1.#IND00,	   91.950203,	   67.824350,	   -1.#IND00,	   -1.#IND00
    0.216208,	99.699\53.683,	 8.039\345.000,	   49.999684,	   -1.#IND00,	   91.659784,	   68.682924,	   -1.#IND00,	   -1.#IND00
    0.216625,	99.699\61.183,	 8.219\352.033,	   50.000014,	   -1.#IND00,	   91.479686,	   69.150337,	   -1.#IND00,	   -1.#IND00
    0.217042,	99.699\68.683,	 8.283\359.185,	   50.000522,	   -1.#IND00,	   91.415915,	   69.498413,	   -1.#IND00,	   -1.#IND00
    0.217458,	99.699\76.183,	 8.229\ 6.229,	   50.000042,	   -1.#IND00,	   91.469935,	   69.954361,	   -1.#IND00,	   -1.#IND00
    0.217875,	99.699\83.683,	 8.062\13.135,	   49.999658,	   -1.#IND00,	   91.637417,	   70.548778,	   -1.#IND00,	   -1.#IND00
    0.218292,	99.699\91.183,	 7.796\20.081,	   50.000058,	   -1.#IND00,	   91.902504,	   71.102387,	   -1.#IND00,	   -1.#IND00
    0.218708,	99.699\98.683,	 7.459\27.291,	   50.000411,	   -1.#IND00,	   92.240114,	   71.392787,	   -1.#IND00,	   -1.#IND00
    0.219125,	99.699\106.183,	 7.071\34.821,	   50.000135,	   -1.#IND00,	   92.627918,	   71.362137,	   -1.#IND00,	   -1.#IND00
    0.219542,	99.699\113.683,	 6.661\42.741,	   49.999736,	   -1.#IND00,	   93.038368,	   70.942101,	   -1.#IND00,	   -1.#IND00
    0.219958,	99.699\121.183,	 6.282\51.372,	   49.999895,	   -1.#IND00,	   93.416695,	   69.811347,	   -1.#IND00,	   -1.#IND00
    0.220375,	99.699\128.683,	 5.997\60.987,	   50.000458,	   -1.#IND00,	   93.702283,	   67.696306,	   -1.#IND00,	   -1.#IND00
    0.220792,	99.699\136.183,	 5.834\71.471,	   50.000198,	   -1.#IND00,	   93.865490,	   64.712248,	   -1.#IND00,	   -1.#IND00
    0.221208,	99.699\143.683,	 5.792\82.421,	   49.999671,	   -1.#IND00,	   93.906830,	   61.262303,	   -1.#IND00,	   -1.#IND00
    0.221625,	99.699\151.183,	 5.865\93.383,	   49.999971,	   -1.#IND00,	   93.833787,	   57.800099,	   -1.#IND00,	   -1.#IND00
    0.222042,	99.699\158.683,	 6.057\103.942,	   50.000401,	   -1.#IND00,	   93.641884,	   54.741603,	   -1.#IND00,	   -1.#IND00
    0.222458,	99.699\166.183,	 6.348\113.787,	   50.000123,	   -1.#IND00,	   93.351243,	   52.396368,	   -1.#IND00,	   -1.#IND00
    0.222875,	99.699\173.683,	 6.676\122.890,	   49.999818,	   -1.#IND00,	   93.023218,	   50.793301,	   -1.#IND00,	   -1.#IND00
    0.223292,	99.699\181.183,	 7.003\131.277,	   49.999931,	   -1.#IND00,	   92.695944,	   49.906738,	   -1.#IND00,	   -1.#IND00
    0.223708,	99.699\188.683,	 7.331\138.819,	   50.000316,	   -1.#IND00,	   92.368010,	   49.864407,	   -1.#IND00,	   -1.#IND00
    0.224125,	99.699\196.183,	 7.659\145.463,	   50.000036,	   -1.#IND00,	   92.040083,	   50.720700,	   -1.#IND00,	   -1.#IND00
    0.224542,	99.699\203.683,	 7.968\151.383,	   49.999863,	   -1.#IND00,	   91.730757,	   52.300518,	   -1.#IND00,	   -1.#IND00
    0.224958,	99.699\211.183,	 8.229\156.912,	   49.999919,	   -1.#IND00,	   91.469512,	   54.270886,	   -1.#IND00,	   -1.#IND00
    0.225375,	99.699\218.683,	 8.423\162.266,	   50.000246,	   -1.#IND00,	   91.276285,	   56.417194,	   -1.#IND00,	   -1.#IND00
    0.225792,	99.699\226.183,	 8.544\167.431,	   50.000158,	   -1.#IND00,	   91.154740,	   58.752672,	   -1.#IND00,	   -1.#IND00
    0.226208,	99.699\233.683,	 8.590\172.486,	   49.999834,	   -1.#IND00,	   91.108852,	   61.197232,	   -1.#IND00,	   -1.#IND00
    0.226625,	99.699\241.183,	 8.554\177.659,	   49.999821,	   -1.#IND00,	   91.144755,	   63.524718,	   -1.#IND00,	   -1.#IND00
    0.227042,	99.699\248.683,	 8.436\183.033,	   50.000341,	   -1.#IND00,	   91.263260,	   65.650070,	   -1.#IND00,	   -1.#IND00
    0.227458,	99.699\256.183,	 8.239\188.555,	   50.000141,	   -1.#IND00,	   91.459981,	   67.628021,	   -1.#IND00,	   -1.#IND00
