[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.003\90.000,	 0.003\90.000,	   -1.#IND00,	   -1.#IND00,	    0.000000,	    0.000000,	   -1.#IND00,	   -1.#IND00
    0.028292,	30.852\266.208,	 3.120\356.384,	   52.062601,	   -1.#IND00,	   27.731831,	  -90.176427,	   -1.#IND00,	   -1.#IND00
    0.028708,	32.235\273.548,	 2.952\359.946,	   52.822272,	   -1.#IND00,	   29.282173,	  -86.397389,	   -1.#IND00,	   -1.#IND00
    0.029125,	33.544\280.612,	 2.736\ 4.049,	   53.664979,	   -1.#IND00,	   30.808472,	  -83.436489,	   -1.#IND00,	   -1.#IND00
    0.029542,	34.747\287.465,	 2.478\ 9.010,	   50.310809,	   -1.#IND00,	   32.269037,	  -81.545579,	   -1.#IND00,	   -1.#IND00
    0.029958,	35.818\294.169,	 2.192\15.451,	   48.095535,	   -1.#IND00,	   33.626297,	  -81.281898,	   -1.#IND00,	   -1.#IND00
    0.030375,	36.735\300.791,	 1.894\24.187,	   49.073620,	   -1.#IND00,	   34.840811,	  -83.395812,	   -1.#IND00,	   -1.#IND00
    0.030792,	37.486\307.390,	 1.614\36.396,	   50.069404,	   -1.#IND00,	   35.871873,	  -89.005429,	   -1.#IND00,	   -1.#IND00
    0.031208,	38.071\314.020,	 1.399\53.405,	   51.068945,	   22.061848,	   36.671788,	  -99.385077,	   29.007097,	  182.256964
    0.031625,	38.495\320.732,	 1.316\74.990,	   51.985374,	   42.787965,	   37.179938,	 -114.258323,	    9.197409,	   57.789024
    0.032042,	38.770\327.583,	 1.413\96.971,	   52.882194,	   56.019187,	   37.356979,	 -129.388269,	   -3.136994,	  -19.710313
    0.032458,	38.912\334.635,	 1.666\114.667,	   53.814494,	   66.487551,	   37.246829,	 -140.032264,	  -12.673057,	  -79.627164
    0.032875,	38.958\341.930,	 2.012\127.388,	   47.076342,	   75.592798,	   36.945673,	 -145.457629,	  -28.516456,	 -179.174174
    0.033292,	38.951\349.484,	 2.411\136.252,	   48.191072,	   84.480758,	   36.540194,	 -146.768538,	  -36.289686,	 -228.014817
    0.033708,	38.940\357.297,	 2.826\142.710,	   49.161581,	   93.366443,	   36.114318,	 -145.413194,	  -44.204862,	 -277.747334
    0.034125,	38.974\ 5.363,	 3.217\148.119,	   50.107864,	   98.042505,	   35.757038,	 -142.755378,	  -47.934641,	 -301.182226
    0.034542,	39.102\13.657,	 3.553\153.178,	   51.055258,	   88.235861,	   35.548748,	 -139.521087,	  -37.180603,	 -233.612614
    0.034958,	39.365\22.127,	 3.811\158.083,	   51.926425,	   75.283589,	   35.553969,	 -135.956351,	  -23.357163,	 -146.757384
    0.035375,	39.797\30.702,	 3.980\162.733,	   52.809762,	   55.348134,	   35.816741,	 -132.030401,	   -2.538372,	  -15.949062
    0.035792,	40.419\39.309,	 4.054\167.059,	   53.745255,	   -1.#IND00,	   36.365625,	 -127.749637,	   -1.#IND00,	   -1.#IND00
    0.036208,	41.241\47.872,	 4.030\171.104,	   47.271799,	   -1.#IND00,	   37.211347,	 -123.232504,	   -1.#IND00,	   -1.#IND00
    0.036625,	42.251\56.312,	 3.917\174.585,	   48.411988,	   -1.#IND00,	   38.334041,	 -118.272552,	   -1.#IND00,	   -1.#IND00
    0.037042,	43.417\64.567,	 3.733\177.097,	   49.304159,	   -1.#IND00,	   39.684457,	 -112.530444,	   -1.#IND00,	   -1.#IND00
    0.037458,	44.698\72.597,	 3.501\178.674,	   50.080821,	   -1.#IND00,	   41.196210,	 -106.077189,	   -1.#IND00,	   -1.#IND00
    0.037875,	46.051\80.391,	 3.249\179.666,	   50.825922,	   -1.#IND00,	   42.801798,	  -99.275458,	   -1.#IND00,	   -1.#IND00
    0.038292,	47.432\87.952,	 2.992\180.489,	   51.482640,	   -1.#IND00,	   44.440348,	  -92.537083,	   -1.#IND00,	   -1.#IND00
    0.038708,	48.794\95.300,	 2.738\181.383,	   52.083272,	   -1.#IND00,	   46.055679,	  -86.083204,	   -1.#IND00,	   -1.#IND00
    0.039125,	50.089\102.463,	 2.491\182.351,	   52.691833,	   -1.#IND00,	   47.598137,	  -79.888274,	   -1.#IND00,	   -1.#IND00
    0.039542,	51.282\109.480,	 2.254\183.883,	   48.016908,	   -1.#IND00,	   49.028493,	  -74.402718,	   -1.#IND00,	   -1.#IND00
    0.039958,	52.343\116.390,	 2.025\187.110,	   48.799377,	   -1.#IND00,	   50.318784,	  -70.720054,	   -1.#IND00,	   -1.#IND00
    0.040375,	53.248\123.239,	 1.797\192.537,	   49.473841,	   -1.#IND00,	   51.451040,	  -69.298794,	   -1.#IND00,	   -1.#IND00
    0.040792,	53.979\130.074,	 1.566\200.001,	   50.096937,	   -1.#IND00,	   52.412822,	  -69.927582,	   -1.#IND00,	   -1.#IND00
    0.041208,	54.534\136.940,	 1.342\209.946,	   50.720673,	   -1.#IND00,	   53.191217,	  -73.006465,	   -1.#IND00,	   -1.#IND00
    0.041625,	54.922\143.877,	 1.153\223.679,	   51.334621,	   -1.#IND00,	   53.768868,	  -79.802764,	   -1.#IND00,	   -1.#IND00
    0.042042,	55.165\150.918,	 1.046\242.147,	   51.981120,	   31.323959,	   54.118743,	  -91.228822,	   20.657160,	  129.792764
    0.042458,	55.288\158.098,	 1.049\262.977,	   52.680118,	   49.437012,	   54.238797,	 -104.878703,	    3.243106,	   20.377034
    0.042875,	55.326\165.446,	 1.150\282.093,	   48.010771,	   62.474859,	   54.175772,	 -116.647074,	  -14.464088,	  -90.880542
    0.043292,	55.322\172.975,	 1.345\296.865,	   48.784418,	   73.396308,	   53.977228,	 -123.889715,	  -24.611890,	 -154.641063
    0.043708,	55.325\180.690,	 1.620\306.871,	   49.458237,	   83.416355,	   53.704295,	 -126.181109,	  -33.958118,	 -213.365144
    0.044125,	55.381\188.583,	 1.938\313.826,	   50.090732,	   89.040106,	   53.442541,	 -125.243696,	  -38.949374,	 -244.726130
    0.044542,	55.537\196.635,	 2.266\319.336,	   50.726891,	   94.097009,	   53.271500,	 -122.701289,	  -43.370118,	 -272.502481
    0.044958,	55.836\204.809,	 2.584\324.107,	   51.348608,	   85.692230,	   53.251475,	 -119.297509,	  -34.343621,	 -215.787333
    0.045375,	56.304\213.055,	 2.889\328.134,	   51.993139,	   71.119368,	   53.415206,	 -115.079037,	  -19.126229,	 -120.173636
    0.045792,	56.958\221.318,	 3.181\331.343,	   52.235922,	   50.475949,	   53.776744,	 -110.024955,	    1.759973,	   11.058236
    0.046208,	57.801\229.545,	 3.451\334.181,	   48.102881,	   -1.#IND00,	   54.350122,	 -104.635776,	   -1.#IND00,	   -1.#IND00
    0.046625,	58.822\237.688,	 3.687\336.932,	   48.886709,	   -1.#IND00,	   55.135938,	  -99.244208,	   -1.#IND00,	   -1.#IND00
    0.047042,	59.996\245.705,	 3.888\339.380,	   49.526236,	   -1.#IND00,	   56.108228,	  -93.675034,	   -1.#IND00,	   -1.#IND00
    0.047458,	61.284\253.568,	 4.056\341.478,	   50.075508,	   -1.#IND00,	   57.227900,	  -87.910031,	   -1.#IND00,	   -1.#IND00
    0.047875,	62.644\261.263,	 4.189\343.466,	   50.605423,	   -1.#IND00,	   58.454619,	  -82.202549,	   -1.#IND00,	   -1.#IND00
    0.048292,	64.028\268.790,	 4.278\345.631,	   51.107099,	   -1.#IND00,	   59.750656,	  -76.841044,	   -1.#IND00,	   -1.#IND00
    0.048708,	65.391\276.158,	 4.314\348.107,	   51.594275,	   -1.#IND00,	   61.076796,	  -71.948199,	   -1.#IND00,	   -1.#IND00
    0.049125,	66.685\283.389,	 4.296\350.661,	   52.084611,	   -1.#IND00,	   62.388469,	  -67.272874,	   -1.#IND00,	   -1.#IND00
    0.049542,	67.869\290.507,	 4.225\353.162,	   48.486146,	   -1.#IND00,	   63.644542,	  -62.654173,	   -1.#IND00,	   -1.#IND00
    0.049958,	68.916\297.545,	 4.102\355.893,	   49.062895,	   -1.#IND00,	   64.813966,	  -58.347879,	   -1.#IND00,	   -1.#IND00
    0.050375,	69.804\304.536,	 3.929\359.050,	   49.583073,	   -1.#IND00,	   65.875061,	  -54.514581,	   -1.#IND00,	   -1.#IND00
    0.050792,	70.520\311.514,	 3.707\ 2.628,	   50.071758,	   -1.#IND00,	   66.813242,	  -51.114384,	   -1.#IND00,	   -1.#IND00
    0.051208,	71.061\318.515,	 3.440\ 6.730,	   50.559909,	   -1.#IND00,	   67.620261,	  -48.215163,	   -1.#IND00,	   -1.#IND00
    0.051625,	71.435\325.571,	 3.139\11.665,	   51.047647,	   -1.#IND00,	   68.296261,	  -46.093613,	   -1.#IND00,	   -1.#IND00
    0.052042,	71.665\332.712,	 2.819\18.104,	   51.555416,	   -1.#IND00,	   68.846338,	  -45.392426,	   -1.#IND00,	   -1.#IND00
    0.052458,	71.778\339.963,	 2.498\26.777,	   51.746804,	   34.173781,	   69.280141,	  -46.814371,	   17.573023,	  110.414556
    0.052875,	71.811\347.344,	 2.197\38.157,	   48.487646,	   55.507089,	   69.613951,	  -50.813299,	   -7.019443,	  -44.104460
    0.053292,	71.809\354.868,	 1.959\52.914,	   49.067440,	   65.349043,	   69.849175,	  -58.046344,	  -16.281603,	 -102.300329
    0.053708,	71.818\ 2.535,	 1.852\71.031,	   49.586089,	   70.643531,	   69.965147,	  -68.496146,	  -21.057441,	 -132.307805
    0.054125,	71.886\10.338,	 1.924\90.111,	   50.070450,	   75.524735,	   69.961355,	  -79.773733,	  -25.454285,	 -159.933989
    0.054542,	72.058\18.258,	 2.167\106.891,	   50.558087,	   79.926555,	   69.890552,	  -88.633289,	  -29.368468,	 -184.527523
    0.054958,	72.372\26.269,	 2.530\120.059,	   51.046210,	   84.024343,	   69.842516,	  -93.789661,	  -32.978133,	 -207.207717
    0.055375,	72.857\34.335,	 2.963\129.999,	   51.553679,	   77.271258,	   69.894029,	  -95.663799,	  -25.717580,	 -161.588315
    0.055792,	73.527\42.415,	 3.438\137.424,	   51.385049,	   62.900288,	   70.089078,	  -95.009065,	  -11.515239,	  -72.352381
    0.056208,	74.384\50.468,	 3.925\143.174,	   48.542699,	   42.251420,	   70.458622,	  -92.705710,	    6.291279,	   39.529269
    0.056625,	75.415\58.457,	 4.397\147.952,	   49.124955,	   -1.#IND00,	   71.018781,	  -89.494236,	   -1.#IND00,	   -1.#IND00
    0.057042,	76.596\66.351,	 4.836\152.041,	   49.625396,	   -1.#IND00,	   71.760062,	  -85.690313,	   -1.#IND00,	   -1.#IND00
    0.057458,	77.889\74.126,	 5.233\155.571,	   50.064868,	   -1.#IND00,	   72.655756,	  -81.445354,	   -1.#IND00,	   -1.#IND00
    0.057875,	79.250\81.771,	 5.579\158.674,	   50.484907,	   -1.#IND00,	   73.670647,	  -76.903071,	   -1.#IND00,	   -1.#IND00
    0.058292,	80.633\89.283,	 5.866\161.507,	   50.893581,	   -1.#IND00,	   74.767685,	  -72.223778,	   -1.#IND00,	   -1.#IND00
    0.058708,	81.993\96.670,	 6.082\164.254,	   51.299771,	   -1.#IND00,	   75.910842,	  -67.583853,	   -1.#IND00,	   -1.#IND00
    0.059125,	83.284\103.946,	 6.222\166.951,	   51.426465,	   -1.#IND00,	   77.061553,	  -63.004604,	   -1.#IND00,	   -1.#IND00
    0.059542,	84.463\111.132,	 6.282\169.596,	   48.803906,	   -1.#IND00,	   78.180835,	  -58.463684,	   -1.#IND00,	   -1.#IND00
    0.059958,	85.483\118.260,	 6.257\172.464,	   49.418478,	   -1.#IND00,	   79.226138,	  -54.203957,	   -1.#IND00,	   -1.#IND00
    0.060375,	86.298\125.371,	 6.139\175.841,	   50.208389,	   -1.#IND00,	   80.158554,	  -50.469551,	   -1.#IND00,	   -1.#IND00
    0.060792,	86.890\132.510,	 5.923\179.742,	   51.084749,	   -1.#IND00,	   80.966584,	  -47.231887,	   -1.#IND00,	   -1.#IND00
    0.061208,	87.277\139.708,	 5.609\184.091,	   51.897455,	   -1.#IND00,	   81.667495,	  -44.382717,	   -1.#IND00,	   -1.#IND00
    0.061625,	87.496\146.985,	 5.206\188.873,	   52.492087,	   -1.#IND00,	   82.290722,	  -41.888027,	   -1.#IND00,	   -1.#IND00
    0.062042,	87.593\154.353,	 4.732\194.306,	   52.816571,	   -1.#IND00,	   82.861110,	  -39.953464,	   -1.#IND00,	   -1.#IND00
    0.062458,	87.611\161.817,	 4.213\200.742,	   52.351642,	   31.474431,	   83.398378,	  -38.925371,	   20.877210,	  131.175380
    0.062875,	87.595\169.373,	 3.671\208.430,	   49.347034,	   56.020582,	   83.924489,	  -39.057836,	   -6.673549,	  -41.931143
    0.063292,	87.584\177.013,	 3.145\217.989,	   49.057693,	   60.926476,	   84.438977,	  -40.976077,	  -11.868782,	  -74.573758
    0.063708,	87.612\184.741,	 2.705\230.599,	   48.795901,	   65.240499,	   84.907451,	  -45.858058,	  -16.444599,	 -103.324458
    0.064125,	87.720\192.561,	 2.428\246.886,	   48.673919,	   69.219569,	   85.291320,	  -54.324900,	  -20.545650,	 -129.092122
    0.064542,	87.943\200.457,	 2.375\265.427,	   48.758252,	   72.429988,	   85.568571,	  -64.970490,	  -23.671735,	 -148.733897
    0.064958,	88.303\208.394,	 2.546\283.036,	   49.033974,	   75.019628,	   85.757572,	  -74.641996,	  -25.985654,	 -163.272676
    0.065375,	88.797\216.332,	 2.891\297.435,	   49.425109,	   77.702002,	   85.905951,	  -81.103214,	  -28.276894,	 -177.668959
    0.065792,	89.413\224.241,	 3.361\308.187,	   50.225550,	   66.439709,	   86.051670,	  -83.946002,	  -16.214159,	 -101.876566
    0.066208,	90.133\232.101,	 3.905\316.063,	   50.433895,	   51.076372,	   86.227938,	  -83.961499,	   -0.642477,	   -4.036802
    0.066625,	90.930\239.895,	 4.469\322.270,	   50.753156,	   27.516149,	   86.461244,	  -82.374881,	   23.237007,	  146.002418
    0.067042,	91.774\247.615,	 5.017\327.499,	   51.313207,	   -1.#IND00,	   86.756938,	  -79.884330,	   -1.#IND00,	   -1.#IND00
    0.067458,	92.643\255.258,	 5.534\331.913,	   52.024750,	   -1.#IND00,	   87.109238,	  -76.655908,	   -1.#IND00,	   -1.#IND00
    0.067875,	93.517\262.826,	 6.010\335.627,	   52.743608,	   -1.#IND00,	   87.507043,	  -72.801511,	   -1.#IND00,	   -1.#IND00
    0.068292,	94.360\270.323,	 6.431\338.847,	   53.254766,	   -1.#IND00,	   87.928562,	  -68.524624,	   -1.#IND00,	   -1.#IND00
    0.068708,	95.129\277.759,	 6.785\341.854,	   53.432829,	   -1.#IND00,	   88.344693,	  -64.095066,	   -1.#IND00,	   -1.#IND00
    0.069125,	95.790\285.151,	 7.059\344.702,	   52.845377,	   -1.#IND00,	   88.730650,	  -59.551110,	   -1.#IND00,	   -1.#IND00
    0.069542,	96.330\292.517,	 7.253\347.237,	   49.971531,	   -1.#IND00,	   89.077421,	  -54.719983,	   -1.#IND00,	   -1.#IND00
    0.069958,	96.753\299.872,	 7.366\349.573,	   49.440798,	   -1.#IND00,	   89.386962,	  -49.700881,	   -1.#IND00,	   -1.#IND00
    0.070375,	97.063\307.233,	 7.396\352.019,	   48.996051,	   -1.#IND00,	   89.666606,	  -44.785480,	   -1.#IND00,	   -1.#IND00
    0.070792,	97.268\314.613,	 7.335\354.701,	   48.714270,	   -1.#IND00,	   89.933252,	  -40.087539,	   -1.#IND00,	   -1.#IND00
    0.071208,	97.387\322.023,	 7.178\357.590,	   48.650073,	   -1.#IND00,	   90.209448,	  -35.566688,	   -1.#IND00,	   -1.#IND00
    0.071625,	97.440\329.471,	 6.925\ 0.618,	   48.780093,	   -1.#IND00,	   90.515364,	  -31.147235,	   -1.#IND00,	   -1.#IND00
    0.072042,	97.446\336.962,	 6.583\ 3.885,	   48.952426,	   -1.#IND00,	   90.863141,	  -26.923075,	   -1.#IND00,	   -1.#IND00
    0.072458,	97.425\344.507,	 6.164\ 7.713,	   49.438759,	   -1.#IND00,	   91.260790,	  -23.205995,	   -1.#IND00,	   -1.#IND00
    0.072875,	97.402\352.105,	 5.676\12.189,	   49.473940,	   38.817322,	   91.725399,	  -20.084232,	   10.656619,	   66.957508
    0.073292,	97.400\359.746,	 5.123\16.850,	   49.653207,	   45.159617,	   92.276970,	  -17.103463,	    4.493590,	   28.234060
    0.073708,	97.438\ 7.416,	 4.535\21.784,	   50.134089,	   50.092317,	   92.902764,	  -14.368037,	    0.041772,	    0.262462
    0.074125,	97.523\15.104,	 3.970\28.297,	   50.819503,	   55.187206,	   93.553705,	  -13.192720,	   -4.367703,	  -27.443086
    0.074542,	97.662\22.799,	 3.485\38.004,	   51.523567,	   59.419817,	   94.176933,	  -15.205545,	   -7.896250,	  -49.613599
    0.074958,	97.852\30.489,	 3.147\52.067,	   52.029203,	   62.056726,	   94.705427,	  -21.578237,	  -10.027524,	  -63.004788
    0.075375,	98.086\38.163,	 3.037\70.087,	   52.179748,	   63.564328,	   95.048951,	  -31.923727,	  -11.384580,	  -71.531424
    0.075792,	98.351\45.814,	 3.261\89.437,	   51.903749,	   65.604527,	   95.090705,	  -43.623449,	  -13.700778,	  -86.084523
