[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.003\90.000,	 0.001\90.000,	   -1.#IND00,	   -1.#IND00,	    0.001990,	    0.000000,	   -1.#IND00,	   -1.#IND00
    0.017458,	11.940\63.111,	 1.681\155.866,	   50.873183,	   -1.#IND00,	   10.258933,	  -92.755069,	   -1.#IND00,	   -1.#IND00
    0.017875,	13.069\72.345,	 1.798\159.173,	   53.805076,	   -1.#IND00,	   11.271720,	  -86.827892,	   -1.#IND00,	   -1.#IND00
    0.018292,	14.306\80.731,	 1.887\162.178,	   55.008883,	   -1.#IND00,	   12.418702,	  -81.447340,	   -1.#IND00,	   -1.#IND00
    0.018708,	15.601\88.378,	 1.946\165.147,	   55.806123,	   -1.#IND00,	   13.655170,	  -76.769407,	   -1.#IND00,	   -1.#IND00
    0.019125,	16.911\95.421,	 1.971\168.134,	   56.504538,	   -1.#IND00,	   14.940368,	  -72.712586,	   -1.#IND00,	   -1.#IND00
    0.019542,	18.189\101.999,	 1.960\171.237,	   57.052970,	   -1.#IND00,	   16.229074,	  -69.237363,	   -1.#IND00,	   -1.#IND00
    0.019958,	19.375\108.262,	 1.913\174.495,	   56.344807,	   -1.#IND00,	   17.462054,	  -66.232870,	   -1.#IND00,	   -1.#IND00
    0.020375,	20.408\114.371,	 1.830\177.986,	   53.738740,	   -1.#IND00,	   18.577425,	  -63.615559,	   -1.#IND00,	   -1.#IND00
    0.020792,	21.252\120.466,	 1.716\182.117,	   50.833094,	   -1.#IND00,	   19.536528,	  -61.651296,	   -1.#IND00,	   -1.#IND00
    0.021208,	21.903\126.648,	 1.572\187.220,	   51.776984,	   -1.#IND00,	   20.331115,	  -60.571673,	   -1.#IND00,	   -1.#IND00
    0.021625,	22.373\132.993,	 1.405\193.602,	   52.665797,	   -1.#IND00,	   20.967867,	  -60.609660,	   -1.#IND00,	   -1.#IND00
    0.022042,	22.678\139.567,	 1.225\202.097,	   53.950328,	   -1.#IND00,	   21.452803,	  -62.529800,	   -1.#IND00,	   -1.#IND00
    0.022458,	22.846\146.423,	 1.051\213.940,	   55.733050,	   -1.#IND00,	   21.794180,	  -67.517184,	   -1.#IND00,	   -1.#IND00
    0.022875,	22.913\153.583,	 0.915\230.550,	   50.514921,	   18.386616,	   21.997773,	  -76.967542,	   32.128304,	  201.868086
    0.023292,	22.913\161.080,	 0.860\251.928,	   46.764253,	   42.313802,	   22.053206,	  -90.848050,	    4.450451,	   27.963008
    0.023708,	22.880\168.997,	 0.915\274.158,	   48.720398,	   56.196129,	   21.964469,	 -105.161355,	   -7.475730,	  -46.971399
    0.024125,	22.860\177.411,	 1.074\292.494,	   50.433811,	   67.193883,	   21.786948,	 -115.083010,	  -16.760072,	 -105.306638
    0.024542,	22.916\186.316,	 1.301\305.679,	   51.901564,	   77.066515,	   21.614267,	 -119.363512,	  -25.164951,	 -158.116050
    0.024958,	23.103\195.595,	 1.563\315.028,	   53.130849,	   86.366575,	   21.540131,	 -119.432592,	  -33.235727,	 -208.826226
    0.025375,	23.464\205.081,	 1.834\321.938,	   54.493679,	   95.502592,	   21.629537,	 -116.857086,	  -41.008913,	 -257.666593
    0.025792,	24.023\214.611,	 2.101\327.274,	   56.081913,	   94.569568,	   21.922081,	 -112.663310,	  -38.487655,	 -241.825064
    0.026208,	24.786\224.028,	 2.350\331.604,	   45.224998,	   81.847541,	   22.436112,	 -107.576466,	  -36.622543,	 -230.106222
    0.026625,	25.738\233.193,	 2.575\335.226,	   47.525194,	   63.455695,	   23.163891,	 -102.033153,	  -15.930501,	 -100.094289
    0.027042,	26.853\242.019,	 2.767\338.390,	   49.041622,	   25.564185,	   24.085608,	  -96.370319,	   23.477437,	  147.513087
    0.027458,	28.102\250.468,	 2.920\341.325,	   50.229664,	   -1.#IND00,	   25.181511,	  -90.857238,	   -1.#IND00,	   -1.#IND00
    0.027875,	29.453\258.527,	 3.030\344.090,	   51.261981,	   -1.#IND00,	   26.422645,	  -85.562454,	   -1.#IND00,	   -1.#IND00
    0.028292,	30.852\266.208,	 3.092\346.741,	   52.062601,	   -1.#IND00,	   27.759809,	  -80.533289,	   -1.#IND00,	   -1.#IND00
    0.028708,	32.235\273.548,	 3.105\349.406,	   52.822272,	   -1.#IND00,	   29.129399,	  -75.857115,	   -1.#IND00,	   -1.#IND00
    0.029125,	33.544\280.612,	 3.067\352.174,	   53.664979,	   -1.#IND00,	   30.477083,	  -71.562185,	   -1.#IND00,	   -1.#IND00
    0.029542,	34.747\287.465,	 2.978\355.169,	   50.310809,	   -1.#IND00,	   31.769231,	  -67.704168,	   -1.#IND00,	   -1.#IND00
    0.029958,	35.818\294.169,	 2.838\358.509,	   48.095535,	   -1.#IND00,	   32.979853,	  -64.339167,	   -1.#IND00,	   -1.#IND00
    0.030375,	36.735\300.791,	 2.652\ 2.317,	   49.073620,	   -1.#IND00,	   34.083709,	  -61.526320,	   -1.#IND00,	   -1.#IND00
    0.030792,	37.486\307.390,	 2.424\ 6.906,	   50.069404,	   -1.#IND00,	   35.062094,	  -59.515582,	   -1.#IND00,	   -1.#IND00
    0.031208,	38.071\314.020,	 2.165\12.728,	   51.068945,	   -1.#IND00,	   35.905702,	  -58.707647,	   -1.#IND00,	   -1.#IND00
    0.031625,	38.495\320.732,	 1.887\20.405,	   51.985374,	   -1.#IND00,	   36.608456,	  -59.672529,	   -1.#IND00,	   -1.#IND00
    0.032042,	38.770\327.583,	 1.613\31.005,	   52.882194,	   -1.#IND00,	   37.157312,	  -63.422246,	   -1.#IND00,	   -1.#IND00
    0.032458,	38.912\334.635,	 1.380\45.966,	   53.814494,	   -1.#IND00,	   37.532644,	  -71.331086,	   -1.#IND00,	   -1.#IND00
    0.032875,	38.958\341.930,	 1.249\66.081,	   47.076342,	   36.409114,	   37.708828,	  -84.151091,	   10.667228,	   67.024171
    0.033292,	38.951\349.484,	 1.288\88.670,	   48.191072,	   51.846860,	   37.662617,	  -99.186408,	   -3.655788,	  -22.969995
    0.033708,	38.940\357.297,	 1.493\108.219,	   49.161581,	   63.294375,	   37.447552,	 -110.921643,	  -14.132794,	  -88.798964
    0.034125,	38.974\ 5.363,	 1.783\123.089,	   50.107864,	   72.116427,	   37.191300,	 -117.725973,	  -22.008563,	 -138.283879
    0.034542,	39.102\13.657,	 2.094\134.494,	   51.055258,	   79.693685,	   37.007816,	 -120.837344,	  -28.638427,	 -179.940539
    0.034958,	39.365\22.127,	 2.387\143.581,	   51.926425,	   87.671078,	   36.978855,	 -121.454514,	  -35.744652,	 -224.590271
    0.035375,	39.797\30.702,	 2.639\150.934,	   52.809762,	   95.308451,	   37.158610,	 -120.232009,	  -42.498689,	 -267.027132
    0.035792,	40.419\39.309,	 2.835\156.926,	   53.745255,	   96.171737,	   37.584388,	 -117.616915,	  -42.426482,	 -266.573443
    0.036208,	41.241\47.872,	 2.967\161.808,	   47.271799,	   87.816483,	   38.274148,	 -113.936415,	  -40.544684,	 -254.749756
    0.036625,	42.251\56.312,	 3.041\165.287,	   48.411988,	   74.149368,	   39.209928,	 -108.974724,	  -25.737381,	 -161.712731
    0.037042,	43.417\64.567,	 3.075\167.061,	   49.304159,	   50.764820,	   40.342247,	 -102.494261,	   -1.460661,	   -9.177605
    0.037458,	44.698\72.597,	 3.089\167.511,	   50.080821,	   -1.#IND00,	   41.608343,	  -94.914269,	   -1.#IND00,	   -1.#IND00
    0.037875,	46.051\80.391,	 3.102\167.299,	   50.825922,	   -1.#IND00,	   42.948729,	  -86.907783,	   -1.#IND00,	   -1.#IND00
    0.038292,	47.432\87.952,	 3.120\166.959,	   51.482640,	   -1.#IND00,	   44.312066,	  -79.006697,	   -1.#IND00,	   -1.#IND00
    0.038708,	48.794\95.300,	 3.145\166.752,	   52.083272,	   -1.#IND00,	   45.649323,	  -71.452228,	   -1.#IND00,	   -1.#IND00
    0.039125,	50.089\102.463,	 3.174\166.735,	   52.691833,	   -1.#IND00,	   46.915655,	  -64.272059,	   -1.#IND00,	   -1.#IND00
    0.039542,	51.282\109.480,	 3.199\167.280,	   48.016908,	   -1.#IND00,	   48.083121,	  -57.799932,	   -1.#IND00,	   -1.#IND00
    0.039958,	52.343\116.390,	 3.203\168.891,	   48.799377,	   -1.#IND00,	   49.140737,	  -52.501386,	   -1.#IND00,	   -1.#IND00
    0.040375,	53.248\123.239,	 3.169\171.375,	   49.473841,	   -1.#IND00,	   50.078692,	  -48.136310,	   -1.#IND00,	   -1.#IND00
    0.040792,	53.979\130.074,	 3.093\174.190,	   50.096937,	   -1.#IND00,	   50.885883,	  -44.116308,	   -1.#IND00,	   -1.#IND00
    0.041208,	54.534\136.940,	 2.975\177.215,	   50.720673,	   -1.#IND00,	   51.558770,	  -40.274642,	   -1.#IND00,	   -1.#IND00
    0.041625,	54.922\143.877,	 2.817\180.683,	   51.334621,	   -1.#IND00,	   52.105639,	  -36.806036,	   -1.#IND00,	   -1.#IND00
    0.042042,	55.165\150.918,	 2.622\184.980,	   51.981120,	   -1.#IND00,	   52.542902,	  -34.061485,	   -1.#IND00,	   -1.#IND00
    0.042458,	55.288\158.098,	 2.394\190.133,	   52.680118,	   -1.#IND00,	   52.893620,	  -32.034512,	   -1.#IND00,	   -1.#IND00
    0.042875,	55.326\165.446,	 2.140\196.147,	   48.010771,	   -1.#IND00,	   53.186252,	  -30.701460,	   -1.#IND00,	   -1.#IND00
    0.043292,	55.322\172.975,	 1.883\204.283,	   48.784418,	   26.964672,	   53.439647,	  -31.308298,	   21.819746,	  137.097507
    0.043708,	55.325\180.690,	 1.661\216.342,	   49.458237,	   47.926274,	   53.663530,	  -35.652846,	    1.531962,	    9.625603
    0.044125,	55.381\188.583,	 1.512\232.911,	   50.090732,	   56.479531,	   53.868937,	  -44.328453,	   -6.388799,	  -40.142007
    0.044542,	55.537\196.635,	 1.475\252.765,	   50.726891,	   63.021777,	   54.062751,	  -56.129890,	  -12.294885,	  -77.251040
    0.044958,	55.836\204.809,	 1.578\272.755,	   51.348608,	   68.795763,	   54.257488,	  -67.945615,	  -17.447154,	 -109.623703
    0.045375,	56.304\213.055,	 1.824\289.630,	   51.993139,	   74.683375,	   54.479646,	  -76.574688,	  -22.690236,	 -142.566953
    0.045792,	56.958\221.318,	 2.185\302.217,	   52.235922,	   80.594907,	   54.772693,	  -80.899542,	  -28.358984,	 -178.184751
    0.046208,	57.801\229.545,	 2.606\311.522,	   48.102881,	   86.031238,	   55.195204,	  -81.976538,	  -37.928357,	 -238.310892
    0.046625,	58.822\237.688,	 3.048\318.691,	   48.886709,	   78.640681,	   55.774956,	  -81.003268,	  -29.753972,	 -186.949715
    0.047042,	59.996\245.705,	 3.500\324.160,	   49.526236,	   63.837591,	   56.496179,	  -78.455139,	  -14.311355,	  -89.920895
    0.047458,	61.284\253.568,	 3.952\328.392,	   50.075508,	   41.189134,	   57.331991,	  -74.823933,	    8.886374,	   55.834733
    0.047875,	62.644\261.263,	 4.387\331.940,	   50.605423,	   -1.#IND00,	   58.256293,	  -70.676942,	   -1.#IND00,	   -1.#IND00
    0.048292,	64.028\268.790,	 4.786\335.201,	   51.107099,	   -1.#IND00,	   59.242782,	  -66.410676,	   -1.#IND00,	   -1.#IND00
    0.048708,	65.391\276.158,	 5.131\338.333,	   51.594275,	   -1.#IND00,	   60.259820,	  -62.174224,	   -1.#IND00,	   -1.#IND00
    0.049125,	66.685\283.389,	 5.419\341.199,	   52.084611,	   -1.#IND00,	   61.266149,	  -57.810676,	   -1.#IND00,	   -1.#IND00
    0.049542,	67.869\290.507,	 5.644\343.774,	   48.486146,	   -1.#IND00,	   62.225904,	  -53.266217,	   -1.#IND00,	   -1.#IND00
    0.049958,	68.916\297.545,	 5.798\346.308,	   49.062895,	   -1.#IND00,	   63.118028,	  -48.762750,	   -1.#IND00,	   -1.#IND00
    0.050375,	69.804\304.536,	 5.875\348.915,	   49.583073,	   -1.#IND00,	   63.928841,	  -44.378689,	   -1.#IND00,	   -1.#IND00
    0.050792,	70.520\311.514,	 5.871\351.552,	   50.071758,	   -1.#IND00,	   64.648757,	  -40.038151,	   -1.#IND00,	   -1.#IND00
    0.051208,	71.061\318.515,	 5.785\354.262,	   50.559909,	   -1.#IND00,	   65.275388,	  -35.747950,	   -1.#IND00,	   -1.#IND00
    0.051625,	71.435\325.571,	 5.618\357.182,	   51.047647,	   -1.#IND00,	   65.817192,	  -31.611163,	   -1.#IND00,	   -1.#IND00
    0.052042,	71.665\332.712,	 5.372\ 0.569,	   51.555416,	   -1.#IND00,	   66.293059,	  -27.856842,	   -1.#IND00,	   -1.#IND00
    0.052458,	71.778\339.963,	 5.049\ 4.613,	   51.746804,	   -1.#IND00,	   66.729253,	  -24.650241,	   -1.#IND00,	   -1.#IND00
    0.052875,	71.811\347.344,	 4.654\ 9.340,	   48.487646,	   -1.#IND00,	   67.157437,	  -21.995938,	   -1.#IND00,	   -1.#IND00
    0.053292,	71.809\354.868,	 4.202\15.050,	   49.067440,	   -1.#IND00,	   67.606105,	  -20.182235,	   -1.#IND00,	   -1.#IND00
    0.053708,	71.818\ 2.535,	 3.723\22.452,	   49.586089,	   29.211209,	   68.094879,	  -19.916662,	   20.374880,	  128.019145
    0.054125,	71.886\10.338,	 3.252\32.425,	   50.070450,	   41.924091,	   68.633834,	  -22.086862,	    8.146359,	   51.185082
    0.054542,	72.058\18.258,	 2.847\45.965,	   50.558087,	   50.580262,	   69.210716,	  -27.707431,	   -0.022174,	   -0.139326
    0.054958,	72.372\26.269,	 2.590\63.561,	   51.046210,	   57.281265,	   69.781996,	  -37.292253,	   -6.235055,	  -39.176004
    0.055375,	72.857\34.335,	 2.573\83.713,	   51.553679,	   63.130103,	   70.284163,	  -49.377528,	  -11.576424,	  -72.736818
    0.055792,	73.527\42.415,	 2.838\102.658,	   51.385049,	   68.690968,	   70.689299,	  -60.243195,	  -17.305919,	 -108.736294
    0.056208,	74.384\50.468,	 3.326\117.718,	   48.542699,	   73.967162,	   71.057895,	  -67.249532,	  -25.424463,	 -159.746612
    0.056625,	75.415\58.457,	 3.942\128.973,	   49.124955,	   79.037643,	   71.473444,	  -70.515802,	  -29.912688,	 -187.946960
    0.057042,	76.596\66.351,	 4.620\137.373,	   49.625396,	   69.905420,	   71.976141,	  -71.021867,	  -20.280024,	 -127.423146
    0.057458,	77.889\74.126,	 5.316\143.765,	   50.064868,	   55.208045,	   72.572272,	  -69.638633,	   -5.143178,	  -32.315537
    0.057875,	79.250\81.771,	 6.000\148.795,	   50.484907,	   31.210206,	   73.250225,	  -67.024005,	   19.274701,	  121.106513
    0.058292,	80.633\89.283,	 6.643\152.934,	   50.893581,	   -1.#IND00,	   73.990625,	  -63.651167,	   -1.#IND00,	   -1.#IND00
    0.058708,	81.993\96.670,	 7.222\156.533,	   51.299771,	   -1.#IND00,	   74.771442,	  -59.862510,	   -1.#IND00,	   -1.#IND00
    0.059125,	83.284\103.946,	 7.720\159.738,	   51.426465,	   -1.#IND00,	   75.563934,	  -55.791656,	   -1.#IND00,	   -1.#IND00
    0.059542,	84.463\111.132,	 8.126\162.624,	   48.803906,	   -1.#IND00,	   76.337141,	  -51.492143,	   -1.#IND00,	   -1.#IND00
    0.059958,	85.483\118.260,	 8.427\165.356,	   49.418478,	   -1.#IND00,	   77.055733,	  -47.096107,	   -1.#IND00,	   -1.#IND00
    0.060375,	86.298\125.371,	 8.613\168.063,	   50.208389,	   -1.#IND00,	   77.684983,	  -42.691596,	   -1.#IND00,	   -1.#IND00
    0.060792,	86.890\132.510,	 8.673\170.832,	   51.084749,	   -1.#IND00,	   78.216366,	  -38.322295,	   -1.#IND00,	   -1.#IND00
    0.061208,	87.277\139.708,	 8.603\173.785,	   51.897455,	   -1.#IND00,	   78.674044,	  -34.076935,	   -1.#IND00,	   -1.#IND00
    0.061625,	87.496\146.985,	 8.397\176.976,	   52.492087,	   -1.#IND00,	   79.099727,	  -29.990449,	   -1.#IND00,	   -1.#IND00
    0.062042,	87.593\154.353,	 8.057\180.481,	   52.816571,	   -1.#IND00,	   79.535906,	  -26.127734,	   -1.#IND00,	   -1.#IND00
    0.062458,	87.611\161.817,	 7.592\184.466,	   52.351642,	   -1.#IND00,	   80.019380,	  -22.648559,	   -1.#IND00,	   -1.#IND00
    0.062875,	87.595\169.373,	 7.013\189.052,	   49.347034,	   -1.#IND00,	   80.582322,	  -19.678910,	   -1.#IND00,	   -1.#IND00
    0.063292,	87.584\177.013,	 6.342\194.455,	   49.057693,	   -1.#IND00,	   81.241855,	  -17.442182,	   -1.#IND00,	   -1.#IND00
    0.063708,	87.612\184.741,	 5.612\201.121,	   48.795901,	   22.098668,	   81.999523,	  -16.379693,	   26.697233,	  167.743660
    0.064125,	87.720\192.561,	 4.869\209.695,	   48.673919,	   36.900466,	   82.850156,	  -17.133671,	   11.773453,	   73.974784
    0.064542,	87.943\200.457,	 4.182\221.164,	   48.758252,	   45.860331,	   83.761669,	  -20.707494,	    2.897921,	   18.208173
    0.064958,	88.303\208.394,	 3.649\236.540,	   49.033974,	   52.656057,	   84.654161,	  -28.146492,	   -3.622083,	  -22.758217
    0.065375,	88.797\216.332,	 3.388\255.622,	   49.425109,	   58.247710,	   85.409482,	  -39.290216,	   -8.822601,	  -55.434037
    0.065792,	89.413\224.241,	 3.488\275.659,	   50.225550,	   63.061686,	   85.925273,	  -51.418129,	  -12.836136,	  -80.651823
    0.066208,	90.133\232.101,	 3.926\292.890,	   50.433895,	   67.516153,	   86.206965,	  -60.788445,	  -17.082259,	 -107.330995
    0.066625,	90.930\239.895,	 4.590\305.941,	   50.753156,	   71.909107,	   86.339645,	  -66.046041,	  -21.155951,	 -132.926758
    0.067042,	91.774\247.615,	 5.376\315.443,	   51.313207,	   71.446273,	   86.397662,	  -67.828638,	  -20.133067,	 -126.499786
    0.067458,	92.643\255.258,	 6.207\322.496,	   52.024750,	   59.689436,	   86.435917,	  -67.238890,	   -7.664685,	  -48.158638
    0.067875,	93.517\262.826,	 7.029\328.014,	   52.743608,	   43.119066,	   86.487437,	  -65.188325,	    9.624542,	   60.472781
    0.068292,	94.360\270.323,	 7.808\332.484,	   53.254766,	   -1.#IND00,	   86.551955,	  -62.160999,	   -1.#IND00,	   -1.#IND00
    0.068708,	95.129\277.759,	 8.518\336.233,	   53.432829,	   -1.#IND00,	   86.611249,	  -58.474213,	   -1.#IND00,	   -1.#IND00
    0.069125,	95.790\285.151,	 9.138\339.514,	   52.845377,	   -1.#IND00,	   86.651909,	  -54.362413,	   -1.#IND00,	   -1.#IND00
    0.069542,	96.330\292.517,	 9.652\342.446,	   49.971531,	   -1.#IND00,	   86.678381,	  -49.929268,	   -1.#IND00,	   -1.#IND00
    0.069958,	96.753\299.872,	10.048\345.158,	   49.440798,	   -1.#IND00,	   86.705805,	  -45.285785,	   -1.#IND00,	   -1.#IND00
    0.070375,	97.063\307.233,	10.314\347.743,	   48.996051,	   -1.#IND00,	   86.748666,	  -40.509859,	   -1.#IND00,	   -1.#IND00
    0.070792,	97.268\314.613,	10.444\350.245,	   48.714270,	   -1.#IND00,	   86.823831,	  -35.631231,	   -1.#IND00,	   -1.#IND00
    0.071208,	97.387\322.023,	10.435\352.777,	   48.650073,	   -1.#IND00,	   86.952830,	  -30.754018,	   -1.#IND00,	   -1.#IND00
    0.071625,	97.440\329.471,	10.282\355.432,	   48.780093,	   -1.#IND00,	   87.158486,	  -25.961875,	   -1.#IND00,	   -1.#IND00
    0.072042,	97.446\336.962,	 9.986\358.253,	   48.952426,	   -1.#IND00,	   87.460168,	  -21.291020,	   -1.#IND00,	   -1.#IND00
    0.072458,	97.425\344.507,	 9.552\ 1.352,	   49.438759,	   -1.#IND00,	   87.873090,	  -16.844493,	   -1.#IND00,	   -1.#IND00
    0.072875,	97.402\352.105,	 8.989\ 4.785,	   49.473940,	   -1.#IND00,	   88.412767,	  -12.679593,	   -1.#IND00,	   -1.#IND00
    0.073292,	97.400\359.746,	 8.313\ 8.357,	   49.653207,	   -1.#IND00,	   89.087171,	   -8.610516,	   -1.#IND00,	   -1.#IND00
    0.073708,	97.438\ 7.416,	 7.555\12.165,	   50.134089,	   -1.#IND00,	   89.882339,	   -4.748748,	   -1.#IND00,	   -1.#IND00
    0.074125,	97.523\15.104,	 6.756\16.929,	   50.819503,	   18.463913,	   90.767570,	   -1.825165,	   32.355590,	  203.296162
    0.074542,	97.662\22.799,	 5.955\23.641,	   51.523567,	   33.527439,	   91.706992,	   -0.842332,	   17.996128,	  113.073003
    0.074958,	97.852\30.489,	 5.211\33.519,	   52.029203,	   41.382168,	   92.640867,	   -3.030744,	   10.647035,	   66.897292
    0.075375,	98.086\38.163,	 4.618\47.679,	   52.179748,	   46.640271,	   93.467090,	   -9.515939,	    5.539477,	   34.805560
    0.075792,	98.351\45.814,	 4.344\66.457,	   51.903749,	   51.580146,	   94.007399,	  -20.643254,	    0.323604,	    2.033262
