[mea_500kV_1]二次侧数据---kV/kA
	TIME	Va	Vb	Vc	Ia	Ib	Ic	Vab	Vbc	Vca	freq	P	Q	pf	3I0	3V0
    1.612875,	   70.496525,	   59.294456,	   56.240583,	    0.000000,	    0.000000,	    0.000000,	   83.258056,	   50.262254,	   95.816278,	   49.999993,	11648.595716,	-2074.202301,	    0.984514,	    0.000000,	   38.868836
    1.619541,	   70.496515,	   59.294448,	   48.050227,	    0.000000,	    0.000000,	    0.000000,	   83.181250,	   54.717827,	   85.922570,	   49.999993,	10794.414541,	-3391.098968,	    0.954030,	    0.000000,	    1.510206
    1.626208,	   70.496518,	   59.294453,	   39.943061,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965901,	   92.709481,	   49.999993,	10081.039327,	-1992.910459,	    0.981014,	    0.000000,	  -40.379041
    1.632875,	   70.496525,	   59.294456,	   56.240590,	    0.000000,	    0.000000,	    0.000000,	   83.258037,	   50.262264,	   95.816271,	   49.999993,	11648.596544,	-2074.203924,	    0.984514,	    0.000000,	   38.868812
    1.639541,	   70.496515,	   59.294448,	   48.050208,	    0.000000,	    0.000000,	    0.000000,	   83.181268,	   54.717823,	   85.922566,	   49.999993,	10794.412722,	-3391.098874,	    0.954030,	    0.000000,	    1.510252
    1.646208,	   70.496518,	   59.294453,	   39.943073,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965895,	   92.709492,	   49.999993,	10081.040319,	-1992.908930,	    0.981014,	    0.000000,	  -40.379063
    1.652875,	   70.496525,	   59.294456,	   56.240598,	    0.000000,	    0.000000,	    0.000000,	   83.258019,	   50.262275,	   95.816263,	   49.999993,	11648.597373,	-2074.205547,	    0.984514,	    0.000000,	   38.868787
    1.659541,	   70.496515,	   59.294448,	   48.050189,	    0.000000,	    0.000000,	    0.000000,	   83.181286,	   54.717818,	   85.922562,	   49.999993,	10794.410902,	-3391.098779,	    0.954030,	    0.000000,	    1.510298
    1.666208,	   70.496518,	   59.294453,	   39.943085,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965889,	   92.709503,	   49.999993,	10081.041310,	-1992.907401,	    0.981014,	    0.000000,	  -40.379084
    1.672875,	   70.496525,	   59.294456,	   56.240605,	    0.000000,	    0.000000,	    0.000000,	   83.258001,	   50.262285,	   95.816256,	   49.999993,	11648.598201,	-2074.207170,	    0.984514,	    0.000000,	   38.868763
    1.679541,	   70.496515,	   59.294448,	   48.050170,	    0.000000,	    0.000000,	    0.000000,	   83.181304,	   54.717814,	   85.922558,	   49.999993,	10794.409082,	-3391.098685,	    0.954030,	    0.000000,	    1.510344
    1.686208,	   70.496518,	   59.294453,	   39.943098,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965883,	   92.709515,	   49.999993,	10081.042302,	-1992.905873,	    0.981014,	    0.000000,	  -40.379106
    1.692875,	   70.496525,	   59.294456,	   56.240613,	    0.000000,	    0.000000,	    0.000000,	   83.257983,	   50.262295,	   95.816249,	   49.999993,	11648.599029,	-2074.208793,	    0.984514,	    0.000000,	   38.868739
    1.699541,	   70.496515,	   59.294448,	   48.050151,	    0.000000,	    0.000000,	    0.000000,	   83.181322,	   54.717810,	   85.922554,	   49.999993,	10794.407263,	-3391.098590,	    0.954030,	    0.000000,	    1.510390
    1.706208,	   70.496518,	   59.294453,	   39.943110,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965877,	   92.709526,	   49.999993,	10081.043293,	-1992.904344,	    0.981014,	    0.000000,	  -40.379128
    1.712875,	   70.496525,	   59.294456,	   56.240620,	    0.000000,	    0.000000,	    0.000000,	   83.257965,	   50.262305,	   95.816241,	   49.999993,	11648.599857,	-2074.210416,	    0.984514,	    0.000000,	   38.868714
    1.719541,	   70.496515,	   59.294448,	   48.050132,	    0.000000,	    0.000000,	    0.000000,	   83.181340,	   54.717805,	   85.922550,	   49.999993,	10794.405443,	-3391.098496,	    0.954030,	    0.000000,	    1.510436
    1.726208,	   70.496518,	   59.294453,	   39.943123,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965871,	   92.709537,	   49.999993,	10081.044285,	-1992.902815,	    0.981014,	    0.000000,	  -40.379149
    1.732875,	   70.496525,	   59.294456,	   56.240627,	    0.000000,	    0.000000,	    0.000000,	   83.257947,	   50.262315,	   95.816234,	   49.999993,	11648.600685,	-2074.212039,	    0.984514,	    0.000000,	   38.868690
    1.739541,	   70.496515,	   59.294448,	   48.050113,	    0.000000,	    0.000000,	    0.000000,	   83.181358,	   54.717801,	   85.922546,	   49.999993,	10794.403623,	-3391.098402,	    0.954030,	    0.000000,	    1.510482
    1.746208,	   70.496518,	   59.294453,	   39.943135,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965866,	   92.709548,	   49.999993,	10081.045276,	-1992.901287,	    0.981014,	    0.000000,	  -40.379171
    1.752875,	   70.496525,	   59.294456,	   56.240635,	    0.000000,	    0.000000,	    0.000000,	   83.257929,	   50.262325,	   95.816227,	   49.999993,	11648.601513,	-2074.213662,	    0.984514,	    0.000000,	   38.868666
    1.759541,	   70.496515,	   59.294448,	   48.050094,	    0.000000,	    0.000000,	    0.000000,	   83.181376,	   54.717796,	   85.922542,	   49.999993,	10794.401804,	-3391.098307,	    0.954030,	    0.000000,	    1.510528
    1.766208,	   70.496518,	   59.294453,	   39.943148,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965860,	   92.709560,	   49.999993,	10081.046268,	-1992.899758,	    0.981014,	    0.000000,	  -40.379193
    1.772875,	   70.496525,	   59.294456,	   56.240642,	    0.000000,	    0.000000,	    0.000000,	   83.257910,	   50.262336,	   95.816219,	   49.999993,	11648.602341,	-2074.215285,	    0.984514,	    0.000000,	   38.868641
    1.779541,	   70.496515,	   59.294448,	   48.050075,	    0.000000,	    0.000000,	    0.000000,	   83.181394,	   54.717792,	   85.922538,	   49.999993,	10794.399984,	-3391.098213,	    0.954030,	    0.000000,	    1.510574
    1.786208,	   70.496518,	   59.294453,	   39.943160,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965854,	   92.709571,	   49.999993,	10081.047260,	-1992.898229,	    0.981014,	    0.000000,	  -40.379215
    1.792875,	   70.496525,	   59.294456,	   56.240649,	    0.000000,	    0.000000,	    0.000000,	   83.257892,	   50.262346,	   95.816212,	   49.999993,	11648.603169,	-2074.216908,	    0.984514,	    0.000000,	   38.868617
    1.799541,	   70.496515,	   59.294448,	   48.050056,	    0.000000,	    0.000000,	    0.000000,	   83.181412,	   54.717788,	   85.922534,	   49.999993,	10794.398164,	-3391.098119,	    0.954030,	    0.000000,	    1.510620
    1.806208,	   70.496518,	   59.294453,	   39.943172,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965848,	   92.709582,	   49.999993,	10081.048251,	-1992.896701,	    0.981015,	    0.000000,	  -40.379236
    1.812875,	   70.496525,	   59.294456,	   56.240657,	    0.000000,	    0.000000,	    0.000000,	   83.257874,	   50.262356,	   95.816205,	   49.999993,	11648.603997,	-2074.218531,	    0.984514,	    0.000000,	   38.868593
    1.819541,	   70.496515,	   59.294448,	   48.050037,	    0.000000,	    0.000000,	    0.000000,	   83.181431,	   54.717783,	   85.922530,	   49.999993,	10794.396345,	-3391.098024,	    0.954030,	    0.000000,	    1.510666
    1.826208,	   70.496518,	   59.294453,	   39.943185,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965842,	   92.709593,	   49.999993,	10081.049243,	-1992.895172,	    0.981015,	    0.000000,	  -40.379258
    1.832875,	   70.496525,	   59.294456,	   56.240664,	    0.000000,	    0.000000,	    0.000000,	   83.257856,	   50.262366,	   95.816197,	   49.999993,	11648.604826,	-2074.220154,	    0.984514,	    0.000000,	   38.868568
    1.839541,	   70.496515,	   59.294448,	   48.050018,	    0.000000,	    0.000000,	    0.000000,	   83.181449,	   54.717779,	   85.922527,	   49.999993,	10794.394525,	-3391.097930,	    0.954030,	    0.000000,	    1.510712
    1.846208,	   70.496518,	   59.294453,	   39.943197,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965836,	   92.709605,	   49.999993,	10081.050234,	-1992.893643,	    0.981015,	    0.000000,	  -40.379280
    1.852875,	   70.496525,	   59.294456,	   56.240671,	    0.000000,	    0.000000,	    0.000000,	   83.257838,	   50.262376,	   95.816190,	   49.999993,	11648.605654,	-2074.221777,	    0.984514,	    0.000000,	   38.868544
    1.859541,	   70.496515,	   59.294448,	   48.049999,	    0.000000,	    0.000000,	    0.000000,	   83.181467,	   54.717774,	   85.922523,	   49.999993,	10794.392705,	-3391.097835,	    0.954030,	    0.000000,	    1.510758
    1.866208,	   70.496518,	   59.294453,	   39.943210,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965830,	   92.709616,	   49.999993,	10081.051226,	-1992.892115,	    0.981015,	    0.000000,	  -40.379301
    1.872875,	   70.496525,	   59.294456,	   56.240679,	    0.000000,	    0.000000,	    0.000000,	   83.257820,	   50.262386,	   95.816183,	   49.999993,	11648.606482,	-2074.223400,	    0.984514,	    0.000000,	   38.868520
    1.879541,	   70.496515,	   59.294448,	   48.049981,	    0.000000,	    0.000000,	    0.000000,	   83.181485,	   54.717770,	   85.922519,	   49.999993,	10794.390886,	-3391.097741,	    0.954030,	    0.000000,	    1.510804
    1.886208,	   70.496518,	   59.294453,	   39.943222,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965824,	   92.709627,	   49.999993,	10081.052218,	-1992.890586,	    0.981015,	    0.000000,	  -40.379323
    1.892875,	   70.496525,	   59.294456,	   56.240686,	    0.000000,	    0.000000,	    0.000000,	   83.257802,	   50.262397,	   95.816175,	   49.999993,	11648.607310,	-2074.225024,	    0.984514,	    0.000000,	   38.868496
    1.899541,	   70.496515,	   59.294448,	   48.049962,	    0.000000,	    0.000000,	    0.000000,	   83.181503,	   54.717766,	   85.922515,	   49.999993,	10794.389066,	-3391.097646,	    0.954030,	    0.000000,	    1.510850
    1.906208,	   70.496518,	   59.294453,	   39.943234,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965818,	   92.709638,	   49.999993,	10081.053209,	-1992.889057,	    0.981015,	    0.000000,	  -40.379345
    1.912875,	   70.496525,	   59.294456,	   56.240694,	    0.000000,	    0.000000,	    0.000000,	   83.257783,	   50.262407,	   95.816168,	   49.999993,	11648.608138,	-2074.226647,	    0.984513,	    0.000000,	   38.868471
    1.919541,	   70.496515,	   59.294448,	   48.049943,	    0.000000,	    0.000000,	    0.000000,	   83.181521,	   54.717761,	   85.922511,	   49.999993,	10794.387246,	-3391.097552,	    0.954030,	    0.000000,	    1.510896
    1.926208,	   70.496518,	   59.294453,	   39.943247,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965812,	   92.709650,	   49.999993,	10081.054201,	-1992.887529,	    0.981015,	    0.000000,	  -40.379366
    1.932875,	   70.496525,	   59.294456,	   56.240701,	    0.000000,	    0.000000,	    0.000000,	   83.257765,	   50.262417,	   95.816161,	   49.999993,	11648.608966,	-2074.228270,	    0.984513,	    0.000000,	   38.868447
    1.939541,	   70.496515,	   59.294448,	   48.049924,	    0.000000,	    0.000000,	    0.000000,	   83.181539,	   54.717757,	   85.922507,	   49.999993,	10794.385427,	-3391.097458,	    0.954030,	    0.000000,	    1.510942
    1.946208,	   70.496518,	   59.294453,	   39.943259,	    0.000000,	    0.000000,	    0.000000,	   97.579859,	   45.965807,	   92.709661,	   49.999993,	10081.055192,	-1992.886000,	    0.981015,	    0.000000,	  -40.379388
    1.952875,	   70.496525,	   59.294456,	   56.240708,	    0.000000,	    0.000000,	    0.000000,	   83.257747,	   50.262427,	   95.816153,	   49.999993,	11648.609794,	-2074.229893,	    0.984513,	    0.000000,	   38.868423
    1.959541,	   70.496515,	   59.294448,	   48.049905,	    0.000000,	    0.000000,	    0.000000,	   83.181557,	   54.717753,	   85.922503,	   49.999993,	10794.383607,	-3391.097363,	    0.954030,	    0.000000,	    1.510988
    1.966208,	   70.496518,	   59.294453,	   39.943272,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965801,	   92.709672,	   49.999993,	10081.056184,	-1992.884471,	    0.981015,	    0.000000,	  -40.379410
    1.972875,	   70.496525,	   59.294456,	   56.240716,	    0.000000,	    0.000000,	    0.000000,	   83.257729,	   50.262437,	   95.816146,	   49.999993,	11648.610622,	-2074.231516,	    0.984513,	    0.000000,	   38.868398
    1.979541,	   70.496515,	   59.294448,	   48.049886,	    0.000000,	    0.000000,	    0.000000,	   83.181575,	   54.717748,	   85.922499,	   49.999993,	10794.381787,	-3391.097269,	    0.954030,	    0.000000,	    1.511034
    1.986208,	   70.496518,	   59.294453,	   39.943284,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965795,	   92.709684,	   49.999993,	10081.057176,	-1992.882943,	    0.981015,	    0.000000,	  -40.379431
    1.992875,	   70.496525,	   59.294456,	   56.240723,	    0.000000,	    0.000000,	    0.000000,	   83.257711,	   50.262447,	   95.816139,	   49.999993,	11648.611450,	-2074.233139,	    0.984513,	    0.000000,	   38.868374
    1.999541,	   70.496515,	   59.294448,	   48.049867,	    0.000000,	    0.000000,	    0.000000,	   83.181593,	   54.717744,	   85.922495,	   49.999993,	10794.379968,	-3391.097174,	    0.954030,	    0.000000,	    1.511080
    2.006208,	   70.496518,	   59.294453,	   39.943297,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965789,	   92.709695,	   49.999993,	10081.058167,	-1992.881414,	    0.981015,	    0.000000,	  -40.379453
    2.012875,	   70.496525,	   59.294456,	   56.240730,	    0.000000,	    0.000000,	    0.000000,	   83.257693,	   50.262458,	   95.816131,	   49.999993,	11648.612278,	-2074.234762,	    0.984513,	    0.000000,	   38.868350
    2.019541,	   70.496515,	   59.294448,	   48.049848,	    0.000000,	    0.000000,	    0.000000,	   83.181611,	   54.717739,	   85.922491,	   49.999993,	10794.378148,	-3391.097080,	    0.954030,	    0.000000,	    1.511126
    2.026208,	   70.496518,	   59.294453,	   39.943309,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965783,	   92.709706,	   49.999993,	10081.059159,	-1992.879886,	    0.981015,	    0.000000,	  -40.379475
    2.032875,	   70.496525,	   59.294456,	   56.240738,	    0.000000,	    0.000000,	    0.000000,	   83.257675,	   50.262468,	   95.816124,	   49.999993,	11648.613106,	-2074.236385,	    0.984513,	    0.000000,	   38.868325
    2.039541,	   70.496515,	   59.294448,	   48.049829,	    0.000000,	    0.000000,	    0.000000,	   83.181629,	   54.717735,	   85.922487,	   49.999993,	10794.376328,	-3391.096985,	    0.954030,	    0.000000,	    1.511172
    2.046208,	   70.496518,	   59.294453,	   39.943321,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965777,	   92.709717,	   49.999993,	10081.060150,	-1992.878357,	    0.981015,	    0.000000,	  -40.379496
    2.052875,	   70.496525,	   59.294456,	   56.240745,	    0.000000,	    0.000000,	    0.000000,	   83.257656,	   50.262478,	   95.816117,	   49.999993,	11648.613934,	-2074.238008,	    0.984513,	    0.000000,	   38.868301
    2.059541,	   70.496515,	   59.294448,	   48.049810,	    0.000000,	    0.000000,	    0.000000,	   83.181647,	   54.717731,	   85.922483,	   49.999993,	10794.374509,	-3391.096891,	    0.954030,	    0.000000,	    1.511218
    2.066208,	   70.496518,	   59.294453,	   39.943334,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965771,	   92.709729,	   49.999993,	10081.061142,	-1992.876828,	    0.981015,	    0.000000,	  -40.379518
    2.072875,	   70.496525,	   59.294456,	   56.240752,	    0.000000,	    0.000000,	    0.000000,	   83.257638,	   50.262488,	   95.816109,	   49.999993,	11648.614762,	-2074.239631,	    0.984513,	    0.000000,	   38.868277
    2.079541,	   70.496515,	   59.294448,	   48.049791,	    0.000000,	    0.000000,	    0.000000,	   83.181665,	   54.717726,	   85.922479,	   49.999993,	10794.372689,	-3391.096797,	    0.954030,	    0.000000,	    1.511264
    2.086208,	   70.496518,	   59.294453,	   39.943346,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965765,	   92.709740,	   49.999993,	10081.062134,	-1992.875300,	    0.981015,	    0.000000,	  -40.379540
    2.092875,	   70.496525,	   59.294456,	   56.240760,	    0.000000,	    0.000000,	    0.000000,	   83.257620,	   50.262498,	   95.816102,	   49.999993,	11648.615590,	-2074.241254,	    0.984513,	    0.000000,	   38.868252
    2.099541,	   70.496515,	   59.294448,	   48.049772,	    0.000000,	    0.000000,	    0.000000,	   83.181684,	   54.717722,	   85.922475,	   49.999993,	10794.370869,	-3391.096702,	    0.954030,	    0.000000,	    1.511310
    2.106208,	   70.496518,	   59.294453,	   39.943359,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965759,	   92.709751,	   49.999993,	10081.063125,	-1992.873771,	    0.981015,	    0.000000,	  -40.379561
    2.112875,	   70.496525,	   59.294456,	   56.240767,	    0.000000,	    0.000000,	    0.000000,	   83.257602,	   50.262509,	   95.816095,	   49.999993,	11648.616418,	-2074.242877,	    0.984513,	    0.000000,	   38.868228
    2.119541,	   70.496515,	   59.294448,	   48.049753,	    0.000000,	    0.000000,	    0.000000,	   83.181702,	   54.717717,	   85.922471,	   49.999993,	10794.369050,	-3391.096608,	    0.954030,	    0.000000,	    1.511356
    2.126208,	   70.496518,	   59.294453,	   39.943371,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965753,	   92.709762,	   49.999993,	10081.064117,	-1992.872242,	    0.981015,	    0.000000,	  -40.379583
    2.132875,	   70.496525,	   59.294456,	   56.240774,	    0.000000,	    0.000000,	    0.000000,	   83.257584,	   50.262519,	   95.816087,	   49.999993,	11648.617247,	-2074.244501,	    0.984513,	    0.000000,	   38.868204
    2.139541,	   70.496515,	   59.294448,	   48.049734,	    0.000000,	    0.000000,	    0.000000,	   83.181720,	   54.717713,	   85.922467,	   49.999993,	10794.367230,	-3391.096513,	    0.954030,	    0.000000,	    1.511402
    2.146208,	   70.496518,	   59.294453,	   39.943383,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965747,	   92.709774,	   49.999993,	10081.065108,	-1992.870714,	    0.981015,	    0.000000,	  -40.379605
    2.152875,	   70.496525,	   59.294456,	   56.240782,	    0.000000,	    0.000000,	    0.000000,	   83.257566,	   50.262529,	   95.816080,	   49.999993,	11648.618075,	-2074.246124,	    0.984513,	    0.000000,	   38.868179
    2.159541,	   70.496515,	   59.294448,	   48.049715,	    0.000000,	    0.000000,	    0.000000,	   83.181738,	   54.717709,	   85.922463,	   49.999993,	10794.365410,	-3391.096419,	    0.954030,	    0.000000,	    1.511448
    2.166208,	   70.496518,	   59.294453,	   39.943396,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965742,	   92.709785,	   49.999993,	10081.066100,	-1992.869185,	    0.981015,	    0.000000,	  -40.379626
    2.172875,	   70.496525,	   59.294456,	   56.240789,	    0.000000,	    0.000000,	    0.000000,	   83.257548,	   50.262539,	   95.816073,	   49.999993,	11648.618903,	-2074.247747,	    0.984513,	    0.000000,	   38.868155
    2.179541,	   70.496515,	   59.294448,	   48.049696,	    0.000000,	    0.000000,	    0.000000,	   83.181756,	   54.717704,	   85.922459,	   49.999993,	10794.363591,	-3391.096324,	    0.954030,	    0.000000,	    1.511494
    2.186208,	   70.496518,	   59.294453,	   39.943408,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965736,	   92.709796,	   49.999993,	10081.067092,	-1992.867656,	    0.981015,	    0.000000,	  -40.379648
    2.192875,	   70.496525,	   59.294456,	   56.240797,	    0.000000,	    0.000000,	    0.000000,	   83.257529,	   50.262549,	   95.816065,	   49.999993,	11648.619731,	-2074.249370,	    0.984513,	    0.000000,	   38.868131
    2.199541,	   70.496515,	   59.294448,	   48.049678,	    0.000000,	    0.000000,	    0.000000,	   83.181774,	   54.717700,	   85.922455,	   49.999993,	10794.361771,	-3391.096230,	    0.954030,	    0.000000,	    1.511540
    2.206208,	   70.496518,	   59.294453,	   39.943421,	    0.000000,	    0.000000,	    0.000000,	   97.579860,	   45.965730,	   92.709807,	   49.999993,	10081.068083,	-1992.866128,	    0.981015,	    0.000000,	  -40.379670
    2.212875,	   70.496525,	   59.294456,	   56.240804,	    0.000000,	    0.000000,	    0.000000,	   83.257511,	   50.262559,	   95.816058,	   49.999993,	11648.620559,	-2074.250993,	    0.984513,	    0.000000,	   38.868106
    2.219541,	   70.496515,	   59.294448,	   48.049659,	    0.000000,	    0.000000,	    0.000000,	   83.181792,	   54.717695,	   85.922451,	   49.999993,	10794.359951,	-3391.096135,	    0.954030,	    0.000000,	    1.511586
    2.226208,	   70.496518,	   59.294453,	   39.943433,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965724,	   92.709819,	   49.999993,	10081.069075,	-1992.864599,	    0.981015,	    0.000000,	  -40.379692
    2.232875,	   70.496525,	   59.294456,	   56.240811,	    0.000000,	    0.000000,	    0.000000,	   83.257493,	   50.262570,	   95.816050,	   49.999993,	11648.621387,	-2074.252616,	    0.984513,	    0.000000,	   38.868082
    2.239541,	   70.496515,	   59.294448,	   48.049640,	    0.000000,	    0.000000,	    0.000000,	   83.181810,	   54.717691,	   85.922447,	   49.999993,	10794.358132,	-3391.096041,	    0.954030,	    0.000000,	    1.511632
    2.246208,	   70.496518,	   59.294453,	   39.943445,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965718,	   92.709830,	   49.999993,	10081.070067,	-1992.863071,	    0.981015,	    0.000000,	  -40.379713
    2.252875,	   70.496525,	   59.294456,	   56.240819,	    0.000000,	    0.000000,	    0.000000,	   83.257475,	   50.262580,	   95.816043,	   49.999993,	11648.622215,	-2074.254239,	    0.984513,	    0.000000,	   38.868058
    2.259541,	   70.496515,	   59.294448,	   48.049621,	    0.000000,	    0.000000,	    0.000000,	   83.181828,	   54.717687,	   85.922443,	   49.999993,	10794.356312,	-3391.095946,	    0.954030,	    0.000000,	    1.511678
    2.266208,	   70.496518,	   59.294453,	   39.943458,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965712,	   92.709841,	   49.999993,	10081.071058,	-1992.861542,	    0.981015,	    0.000000,	  -40.379735
    2.272875,	   70.496525,	   59.294456,	   56.240826,	    0.000000,	    0.000000,	    0.000000,	   83.257457,	   50.262590,	   95.816036,	   49.999993,	11648.623043,	-2074.255862,	    0.984513,	    0.000000,	   38.868034
    2.279541,	   70.496515,	   59.294448,	   48.049602,	    0.000000,	    0.000000,	    0.000000,	   83.181846,	   54.717682,	   85.922439,	   49.999993,	10794.354492,	-3391.095852,	    0.954029,	    0.000000,	    1.511724
    2.286208,	   70.496518,	   59.294453,	   39.943470,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965706,	   92.709852,	   49.999993,	10081.072050,	-1992.860013,	    0.981015,	    0.000000,	  -40.379757
    2.292875,	   70.496525,	   59.294456,	   56.240833,	    0.000000,	    0.000000,	    0.000000,	   83.257439,	   50.262600,	   95.816028,	   49.999993,	11648.623871,	-2074.257485,	    0.984513,	    0.000000,	   38.868009
    2.299541,	   70.496515,	   59.294448,	   48.049583,	    0.000000,	    0.000000,	    0.000000,	   83.181864,	   54.717678,	   85.922436,	   49.999993,	10794.352672,	-3391.095757,	    0.954029,	    0.000000,	    1.511770
    2.306208,	   70.496518,	   59.294453,	   39.943483,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965700,	   92.709864,	   49.999993,	10081.073042,	-1992.858485,	    0.981015,	    0.000000,	  -40.379778
    2.312875,	   70.496525,	   59.294456,	   56.240841,	    0.000000,	    0.000000,	    0.000000,	   83.257421,	   50.262610,	   95.816021,	   49.999993,	11648.624699,	-2074.259109,	    0.984513,	    0.000000,	   38.867985
    2.319541,	   70.496515,	   59.294448,	   48.049564,	    0.000000,	    0.000000,	    0.000000,	   83.181882,	   54.717674,	   85.922432,	   49.999993,	10794.350853,	-3391.095663,	    0.954029,	    0.000000,	    1.511816
    2.326208,	   70.496518,	   59.294453,	   39.943495,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965694,	   92.709875,	   49.999993,	10081.074033,	-1992.856956,	    0.981015,	    0.000000,	  -40.379800
    2.332875,	   70.496525,	   59.294456,	   56.240848,	    0.000000,	    0.000000,	    0.000000,	   83.257402,	   50.262620,	   95.816014,	   49.999993,	11648.625527,	-2074.260732,	    0.984513,	    0.000000,	   38.867961
    2.339541,	   70.496515,	   59.294448,	   48.049545,	    0.000000,	    0.000000,	    0.000000,	   83.181900,	   54.717669,	   85.922428,	   49.999993,	10794.349033,	-3391.095568,	    0.954029,	    0.000000,	    1.511862
    2.346208,	   70.496518,	   59.294453,	   39.943508,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965688,	   92.709886,	   49.999993,	10081.075025,	-1992.855427,	    0.981015,	    0.000000,	  -40.379822
    2.352875,	   70.496525,	   59.294456,	   56.240855,	    0.000000,	    0.000000,	    0.000000,	   83.257384,	   50.262631,	   95.816006,	   49.999993,	11648.626355,	-2074.262355,	    0.984513,	    0.000000,	   38.867936
    2.359541,	   70.496515,	   59.294448,	   48.049526,	    0.000000,	    0.000000,	    0.000000,	   83.181918,	   54.717665,	   85.922424,	   49.999993,	10794.347213,	-3391.095474,	    0.954029,	    0.000000,	    1.511908
    2.366208,	   70.496518,	   59.294453,	   39.943520,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965682,	   92.709897,	   49.999993,	10081.076017,	-1992.853899,	    0.981015,	    0.000000,	  -40.379843
    2.372875,	   70.496525,	   59.294456,	   56.240863,	    0.000000,	    0.000000,	    0.000000,	   83.257366,	   50.262641,	   95.815999,	   49.999993,	11648.627183,	-2074.263978,	    0.984513,	    0.000000,	   38.867912
    2.379541,	   70.496515,	   59.294448,	   48.049507,	    0.000000,	    0.000000,	    0.000000,	   83.181937,	   54.717660,	   85.922420,	   49.999993,	10794.345394,	-3391.095379,	    0.954029,	    0.000000,	    1.511954
    2.386208,	   70.496518,	   59.294453,	   39.943532,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965677,	   92.709909,	   49.999993,	10081.077008,	-1992.852370,	    0.981015,	    0.000000,	  -40.379865
    2.392875,	   70.496525,	   59.294456,	   56.240870,	    0.000000,	    0.000000,	    0.000000,	   83.257348,	   50.262651,	   95.815992,	   49.999993,	11648.628011,	-2074.265601,	    0.984513,	    0.000000,	   38.867888
    2.399541,	   70.496515,	   59.294448,	   48.049488,	    0.000000,	    0.000000,	    0.000000,	   83.181955,	   54.717656,	   85.922416,	   49.999993,	10794.343574,	-3391.095285,	    0.954029,	    0.000000,	    1.512000
    2.406208,	   70.496518,	   59.294453,	   39.943545,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965671,	   92.709920,	   49.999993,	10081.078000,	-1992.850842,	    0.981015,	    0.000000,	  -40.379887
    2.412875,	   70.496525,	   59.294456,	   56.240878,	    0.000000,	    0.000000,	    0.000000,	   83.257330,	   50.262661,	   95.815984,	   49.999993,	11648.628839,	-2074.267224,	    0.984513,	    0.000000,	   38.867863
    2.419541,	   70.496515,	   59.294448,	   48.049469,	    0.000000,	    0.000000,	    0.000000,	   83.181973,	   54.717652,	   85.922412,	   49.999993,	10794.341754,	-3391.095190,	    0.954029,	    0.000000,	    1.512046
    2.426208,	   70.496518,	   59.294453,	   39.943557,	    0.000000,	    0.000000,	    0.000000,	   97.579861,	   45.965665,	   92.709931,	   49.999993,	10081.078992,	-1992.849313,	    0.981016,	    0.000000,	  -40.379908
