[mea_500kV_1]二次侧数据---kV/kA
	TIME	Va	Vb	Vc	Ia	Ib	Ic	Vab	Vbc	Vca	freq	P	Q	pf	3I0	3V0
    0.792875,	   70.496525,	   59.294456,	   56.240281,	    0.000000,	    0.000000,	    0.000000,	   83.258800,	   50.261837,	   95.816579,	   49.999993,	11648.561760,	-2074.135757,	    0.984515,	    0.000000,	   38.869833
    0.799542,	   70.496515,	   59.294448,	   48.051003,	    0.000000,	    0.000000,	    0.000000,	   83.180509,	   54.718007,	   85.922732,	   49.999993,	10794.489149,	-3391.102834,	    0.954030,	    0.000000,	    1.508320
    0.806208,	   70.496518,	   59.294453,	   39.942552,	    0.000000,	    0.000000,	    0.000000,	   97.579855,	   45.966143,	   92.709019,	   49.999993,	10080.998676,	-1992.973137,	    0.981013,	    0.000000,	  -40.378152
    0.812875,	   70.496525,	   59.294456,	   56.240289,	    0.000000,	    0.000000,	    0.000000,	   83.258781,	   50.261847,	   95.816572,	   49.999993,	11648.562588,	-2074.137380,	    0.984515,	    0.000000,	   38.869808
    0.819542,	   70.496515,	   59.294448,	   48.050984,	    0.000000,	    0.000000,	    0.000000,	   83.180527,	   54.718002,	   85.922728,	   49.999993,	10794.487329,	-3391.102740,	    0.954030,	    0.000000,	    1.508366
    0.826208,	   70.496518,	   59.294453,	   39.942564,	    0.000000,	    0.000000,	    0.000000,	   97.579855,	   45.966137,	   92.709031,	   49.999993,	10080.999667,	-1992.971608,	    0.981013,	    0.000000,	  -40.378174
    0.832875,	   70.496525,	   59.294456,	   56.240296,	    0.000000,	    0.000000,	    0.000000,	   83.258763,	   50.261857,	   95.816565,	   49.999993,	11648.563417,	-2074.139003,	    0.984515,	    0.000000,	   38.869784
    0.839542,	   70.496515,	   59.294448,	   48.050965,	    0.000000,	    0.000000,	    0.000000,	   83.180545,	   54.717998,	   85.922724,	   49.999993,	10794.485509,	-3391.102646,	    0.954030,	    0.000000,	    1.508412
    0.846208,	   70.496518,	   59.294453,	   39.942577,	    0.000000,	    0.000000,	    0.000000,	   97.579855,	   45.966131,	   92.709042,	   49.999993,	10081.000659,	-1992.970079,	    0.981013,	    0.000000,	  -40.378195
    0.852875,	   70.496525,	   59.294456,	   56.240303,	    0.000000,	    0.000000,	    0.000000,	   83.258745,	   50.261867,	   95.816557,	   49.999993,	11648.564245,	-2074.140626,	    0.984515,	    0.000000,	   38.869760
    0.859542,	   70.496515,	   59.294448,	   48.050946,	    0.000000,	    0.000000,	    0.000000,	   83.180563,	   54.717994,	   85.922720,	   49.999993,	10794.483689,	-3391.102551,	    0.954030,	    0.000000,	    1.508458
    0.866208,	   70.496518,	   59.294453,	   39.942589,	    0.000000,	    0.000000,	    0.000000,	   97.579855,	   45.966125,	   92.709053,	   49.999993,	10081.001650,	-1992.968550,	    0.981013,	    0.000000,	  -40.378217
    0.872875,	   70.496525,	   59.294456,	   56.240311,	    0.000000,	    0.000000,	    0.000000,	   83.258727,	   50.261878,	   95.816550,	   49.999993,	11648.565073,	-2074.142249,	    0.984515,	    0.000000,	   38.869735
    0.879542,	   70.496515,	   59.294448,	   48.050927,	    0.000000,	    0.000000,	    0.000000,	   83.180581,	   54.717989,	   85.922716,	   49.999993,	10794.481870,	-3391.102457,	    0.954030,	    0.000000,	    1.508504
    0.886208,	   70.496518,	   59.294453,	   39.942601,	    0.000000,	    0.000000,	    0.000000,	   97.579855,	   45.966120,	   92.709064,	   49.999993,	10081.002642,	-1992.967021,	    0.981013,	    0.000000,	  -40.378239
    0.892875,	   70.496525,	   59.294456,	   56.240318,	    0.000000,	    0.000000,	    0.000000,	   83.258709,	   50.261888,	   95.816543,	   49.999993,	11648.565901,	-2074.143872,	    0.984515,	    0.000000,	   38.869711
    0.899542,	   70.496515,	   59.294448,	   48.050908,	    0.000000,	    0.000000,	    0.000000,	   83.180599,	   54.717985,	   85.922712,	   49.999993,	10794.480050,	-3391.102363,	    0.954030,	    0.000000,	    1.508550
    0.906208,	   70.496518,	   59.294453,	   39.942614,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966114,	   92.709076,	   49.999993,	10081.003633,	-1992.965493,	    0.981013,	    0.000000,	  -40.378260
    0.912875,	   70.496525,	   59.294456,	   56.240325,	    0.000000,	    0.000000,	    0.000000,	   83.258691,	   50.261898,	   95.816535,	   49.999993,	11648.566730,	-2074.145495,	    0.984515,	    0.000000,	   38.869687
    0.919542,	   70.496515,	   59.294448,	   48.050889,	    0.000000,	    0.000000,	    0.000000,	   83.180617,	   54.717981,	   85.922709,	   49.999993,	10794.478230,	-3391.102269,	    0.954030,	    0.000000,	    1.508596
    0.926208,	   70.496518,	   59.294453,	   39.942626,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966108,	   92.709087,	   49.999993,	10081.004625,	-1992.963964,	    0.981013,	    0.000000,	  -40.378282
    0.932875,	   70.496525,	   59.294456,	   56.240333,	    0.000000,	    0.000000,	    0.000000,	   83.258673,	   50.261908,	   95.816528,	   49.999993,	11648.567558,	-2074.147118,	    0.984515,	    0.000000,	   38.869663
    0.939542,	   70.496515,	   59.294448,	   48.050870,	    0.000000,	    0.000000,	    0.000000,	   83.180635,	   54.717976,	   85.922705,	   49.999993,	10794.476411,	-3391.102174,	    0.954030,	    0.000000,	    1.508642
    0.946208,	   70.496518,	   59.294453,	   39.942639,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966102,	   92.709098,	   49.999993,	10081.005616,	-1992.962435,	    0.981013,	    0.000000,	  -40.378304
    0.952875,	   70.496525,	   59.294456,	   56.240340,	    0.000000,	    0.000000,	    0.000000,	   83.258654,	   50.261918,	   95.816521,	   49.999993,	11648.568386,	-2074.148741,	    0.984515,	    0.000000,	   38.869638
    0.959542,	   70.496515,	   59.294448,	   48.050852,	    0.000000,	    0.000000,	    0.000000,	   83.180653,	   54.717972,	   85.922701,	   49.999993,	10794.474591,	-3391.102080,	    0.954030,	    0.000000,	    1.508688
    0.966208,	   70.496518,	   59.294453,	   39.942651,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966096,	   92.709109,	   49.999993,	10081.006608,	-1992.960906,	    0.981013,	    0.000000,	  -40.378325
    0.972875,	   70.496525,	   59.294456,	   56.240347,	    0.000000,	    0.000000,	    0.000000,	   83.258636,	   50.261929,	   95.816513,	   49.999993,	11648.569214,	-2074.150364,	    0.984514,	    0.000000,	   38.869614
    0.979542,	   70.496515,	   59.294448,	   48.050833,	    0.000000,	    0.000000,	    0.000000,	   83.180672,	   54.717967,	   85.922697,	   49.999993,	10794.472771,	-3391.101986,	    0.954030,	    0.000000,	    1.508734
    0.986208,	   70.496518,	   59.294453,	   39.942663,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966090,	   92.709121,	   49.999993,	10081.007599,	-1992.959378,	    0.981013,	    0.000000,	  -40.378347
    0.992875,	   70.496525,	   59.294456,	   56.240355,	    0.000000,	    0.000000,	    0.000000,	   83.258618,	   50.261939,	   95.816506,	   49.999993,	11648.570043,	-2074.151987,	    0.984514,	    0.000000,	   38.869590
    0.999542,	   70.496515,	   59.294448,	   48.050814,	    0.000000,	    0.000000,	    0.000000,	   83.180690,	   54.717963,	   85.922693,	   49.999993,	10794.470952,	-3391.101892,	    0.954030,	    0.000000,	    1.508780
    1.006208,	   70.496518,	   59.294453,	   39.942676,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966084,	   92.709132,	   49.999993,	10081.008590,	-1992.957849,	    0.981013,	    0.000000,	  -40.378369
    1.012875,	   70.496525,	   59.294456,	   56.240362,	    0.000000,	    0.000000,	    0.000000,	   83.258600,	   50.261949,	   95.816498,	   49.999993,	11648.570871,	-2074.153610,	    0.984514,	    0.000000,	   38.869565
    1.019542,	   70.496515,	   59.294448,	   48.050795,	    0.000000,	    0.000000,	    0.000000,	   83.180708,	   54.717959,	   85.922689,	   49.999993,	10794.469132,	-3391.101797,	    0.954030,	    0.000000,	    1.508826
    1.026208,	   70.496518,	   59.294453,	   39.942688,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966078,	   92.709143,	   49.999993,	10081.009582,	-1992.956320,	    0.981013,	    0.000000,	  -40.378391
    1.032875,	   70.496525,	   59.294456,	   56.240370,	    0.000000,	    0.000000,	    0.000000,	   83.258582,	   50.261959,	   95.816491,	   49.999993,	11648.571699,	-2074.155233,	    0.984514,	    0.000000,	   38.869541
    1.039542,	   70.496515,	   59.294448,	   48.050776,	    0.000000,	    0.000000,	    0.000000,	   83.180726,	   54.717954,	   85.922685,	   49.999993,	10794.467312,	-3391.101703,	    0.954030,	    0.000000,	    1.508872
    1.046208,	   70.496518,	   59.294453,	   39.942701,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966072,	   92.709154,	   49.999993,	10081.010573,	-1992.954792,	    0.981013,	    0.000000,	  -40.378412
    1.052875,	   70.496525,	   59.294456,	   56.240377,	    0.000000,	    0.000000,	    0.000000,	   83.258564,	   50.261969,	   95.816484,	   49.999993,	11648.572527,	-2074.156856,	    0.984514,	    0.000000,	   38.869517
    1.059541,	   70.496515,	   59.294448,	   48.050757,	    0.000000,	    0.000000,	    0.000000,	   83.180744,	   54.717950,	   85.922681,	   49.999993,	10794.465493,	-3391.101609,	    0.954030,	    0.000000,	    1.508918
    1.066208,	   70.496518,	   59.294453,	   39.942713,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966066,	   92.709166,	   49.999993,	10081.011565,	-1992.953263,	    0.981013,	    0.000000,	  -40.378434
    1.072875,	   70.496525,	   59.294456,	   56.240384,	    0.000000,	    0.000000,	    0.000000,	   83.258546,	   50.261979,	   95.816476,	   49.999993,	11648.573356,	-2074.158479,	    0.984514,	    0.000000,	   38.869492
    1.079541,	   70.496515,	   59.294448,	   48.050738,	    0.000000,	    0.000000,	    0.000000,	   83.180762,	   54.717945,	   85.922677,	   49.999993,	10794.463673,	-3391.101515,	    0.954030,	    0.000000,	    1.508964
    1.086208,	   70.496518,	   59.294453,	   39.942726,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966060,	   92.709177,	   49.999993,	10081.012556,	-1992.951734,	    0.981013,	    0.000000,	  -40.378456
    1.092875,	   70.496525,	   59.294456,	   56.240392,	    0.000000,	    0.000000,	    0.000000,	   83.258527,	   50.261990,	   95.816469,	   49.999993,	11648.574184,	-2074.160102,	    0.984514,	    0.000000,	   38.869468
    1.099541,	   70.496515,	   59.294448,	   48.050719,	    0.000000,	    0.000000,	    0.000000,	   83.180780,	   54.717941,	   85.922673,	   49.999993,	10794.461853,	-3391.101420,	    0.954030,	    0.000000,	    1.509010
    1.106208,	   70.496518,	   59.294453,	   39.942738,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966055,	   92.709188,	   49.999993,	10081.013548,	-1992.950205,	    0.981013,	    0.000000,	  -40.378477
    1.112875,	   70.496525,	   59.294456,	   56.240399,	    0.000000,	    0.000000,	    0.000000,	   83.258509,	   50.262000,	   95.816462,	   49.999993,	11648.575012,	-2074.161725,	    0.984514,	    0.000000,	   38.869444
    1.119541,	   70.496515,	   59.294448,	   48.050700,	    0.000000,	    0.000000,	    0.000000,	   83.180798,	   54.717937,	   85.922669,	   49.999993,	10794.460034,	-3391.101326,	    0.954030,	    0.000000,	    1.509056
    1.126208,	   70.496518,	   59.294453,	   39.942750,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966049,	   92.709199,	   49.999993,	10081.014539,	-1992.948677,	    0.981013,	    0.000000,	  -40.378499
    1.132875,	   70.496525,	   59.294456,	   56.240406,	    0.000000,	    0.000000,	    0.000000,	   83.258491,	   50.262010,	   95.816454,	   49.999993,	11648.575840,	-2074.163348,	    0.984514,	    0.000000,	   38.869419
    1.139541,	   70.496515,	   59.294448,	   48.050681,	    0.000000,	    0.000000,	    0.000000,	   83.180816,	   54.717932,	   85.922665,	   49.999993,	10794.458214,	-3391.101232,	    0.954030,	    0.000000,	    1.509102
    1.146208,	   70.496518,	   59.294453,	   39.942763,	    0.000000,	    0.000000,	    0.000000,	   97.579856,	   45.966043,	   92.709211,	   49.999993,	10081.015531,	-1992.947148,	    0.981013,	    0.000000,	  -40.378521
    1.152875,	   70.496525,	   59.294456,	   56.240414,	    0.000000,	    0.000000,	    0.000000,	   83.258473,	   50.262020,	   95.816447,	   49.999993,	11648.576668,	-2074.164971,	    0.984514,	    0.000000,	   38.869395
    1.159541,	   70.496515,	   59.294448,	   48.050662,	    0.000000,	    0.000000,	    0.000000,	   83.180834,	   54.717928,	   85.922661,	   49.999993,	10794.456394,	-3391.101138,	    0.954030,	    0.000000,	    1.509148
    1.166208,	   70.496518,	   59.294453,	   39.942775,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966037,	   92.709222,	   49.999993,	10081.016522,	-1992.945619,	    0.981014,	    0.000000,	  -40.378542
    1.172875,	   70.496525,	   59.294456,	   56.240421,	    0.000000,	    0.000000,	    0.000000,	   83.258455,	   50.262030,	   95.816440,	   49.999993,	11648.577497,	-2074.166594,	    0.984514,	    0.000000,	   38.869371
    1.179541,	   70.496515,	   59.294448,	   48.050643,	    0.000000,	    0.000000,	    0.000000,	   83.180852,	   54.717924,	   85.922657,	   49.999993,	10794.454574,	-3391.101043,	    0.954030,	    0.000000,	    1.509194
    1.186208,	   70.496518,	   59.294453,	   39.942788,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966031,	   92.709233,	   49.999993,	10081.017514,	-1992.944090,	    0.981014,	    0.000000,	  -40.378564
    1.192875,	   70.496525,	   59.294456,	   56.240428,	    0.000000,	    0.000000,	    0.000000,	   83.258437,	   50.262040,	   95.816432,	   49.999993,	11648.578325,	-2074.168217,	    0.984514,	    0.000000,	   38.869346
    1.199541,	   70.496515,	   59.294448,	   48.050624,	    0.000000,	    0.000000,	    0.000000,	   83.180870,	   54.717919,	   85.922653,	   49.999993,	10794.452755,	-3391.100949,	    0.954030,	    0.000000,	    1.509240
    1.206208,	   70.496518,	   59.294453,	   39.942800,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966025,	   92.709244,	   49.999993,	10081.018505,	-1992.942562,	    0.981014,	    0.000000,	  -40.378586
    1.212875,	   70.496525,	   59.294456,	   56.240436,	    0.000000,	    0.000000,	    0.000000,	   83.258418,	   50.262051,	   95.816425,	   49.999993,	11648.579153,	-2074.169840,	    0.984514,	    0.000000,	   38.869322
    1.219541,	   70.496515,	   59.294448,	   48.050605,	    0.000000,	    0.000000,	    0.000000,	   83.180888,	   54.717915,	   85.922649,	   49.999993,	10794.450935,	-3391.100855,	    0.954030,	    0.000000,	    1.509286
    1.226208,	   70.496518,	   59.294453,	   39.942812,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966019,	   92.709256,	   49.999993,	10081.019497,	-1992.941033,	    0.981014,	    0.000000,	  -40.378607
    1.232875,	   70.496525,	   59.294456,	   56.240443,	    0.000000,	    0.000000,	    0.000000,	   83.258400,	   50.262061,	   95.816418,	   49.999993,	11648.579981,	-2074.171463,	    0.984514,	    0.000000,	   38.869298
    1.239541,	   70.496515,	   59.294448,	   48.050586,	    0.000000,	    0.000000,	    0.000000,	   83.180906,	   54.717910,	   85.922645,	   49.999993,	10794.449115,	-3391.100760,	    0.954030,	    0.000000,	    1.509332
    1.246208,	   70.496518,	   59.294453,	   39.942825,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966013,	   92.709267,	   49.999993,	10081.020488,	-1992.939504,	    0.981014,	    0.000000,	  -40.378629
    1.252875,	   70.496525,	   59.294456,	   56.240451,	    0.000000,	    0.000000,	    0.000000,	   83.258382,	   50.262071,	   95.816410,	   49.999993,	11648.580809,	-2074.173086,	    0.984514,	    0.000000,	   38.869274
    1.259541,	   70.496515,	   59.294448,	   48.050568,	    0.000000,	    0.000000,	    0.000000,	   83.180925,	   54.717906,	   85.922641,	   49.999993,	10794.447296,	-3391.100666,	    0.954030,	    0.000000,	    1.509378
    1.266208,	   70.496518,	   59.294453,	   39.942837,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966007,	   92.709278,	   49.999993,	10081.021480,	-1992.937975,	    0.981014,	    0.000000,	  -40.378651
    1.272875,	   70.496525,	   59.294456,	   56.240458,	    0.000000,	    0.000000,	    0.000000,	   83.258364,	   50.262081,	   95.816403,	   49.999993,	11648.581638,	-2074.174709,	    0.984514,	    0.000000,	   38.869249
    1.279541,	   70.496515,	   59.294448,	   48.050549,	    0.000000,	    0.000000,	    0.000000,	   83.180943,	   54.717902,	   85.922637,	   49.999993,	10794.445476,	-3391.100572,	    0.954030,	    0.000000,	    1.509424
    1.286208,	   70.496518,	   59.294453,	   39.942850,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.966001,	   92.709290,	   49.999993,	10081.022471,	-1992.936447,	    0.981014,	    0.000000,	  -40.378672
    1.292875,	   70.496525,	   59.294456,	   56.240465,	    0.000000,	    0.000000,	    0.000000,	   83.258346,	   50.262091,	   95.816396,	   49.999993,	11648.582466,	-2074.176332,	    0.984514,	    0.000000,	   38.869225
    1.299541,	   70.496515,	   59.294448,	   48.050530,	    0.000000,	    0.000000,	    0.000000,	   83.180961,	   54.717897,	   85.922633,	   49.999993,	10794.443656,	-3391.100477,	    0.954030,	    0.000000,	    1.509470
    1.306208,	   70.496518,	   59.294453,	   39.942862,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965996,	   92.709301,	   49.999993,	10081.023463,	-1992.934918,	    0.981014,	    0.000000,	  -40.378694
    1.312875,	   70.496525,	   59.294456,	   56.240473,	    0.000000,	    0.000000,	    0.000000,	   83.258328,	   50.262102,	   95.816388,	   49.999993,	11648.583294,	-2074.177955,	    0.984514,	    0.000000,	   38.869201
    1.319541,	   70.496515,	   59.294448,	   48.050511,	    0.000000,	    0.000000,	    0.000000,	   83.180979,	   54.717893,	   85.922629,	   49.999993,	10794.441837,	-3391.100383,	    0.954030,	    0.000000,	    1.509516
    1.326208,	   70.496518,	   59.294453,	   39.942874,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965990,	   92.709312,	   49.999993,	10081.024454,	-1992.933389,	    0.981014,	    0.000000,	  -40.378716
    1.332875,	   70.496525,	   59.294456,	   56.240480,	    0.000000,	    0.000000,	    0.000000,	   83.258310,	   50.262112,	   95.816381,	   49.999993,	11648.584122,	-2074.179578,	    0.984514,	    0.000000,	   38.869176
    1.339541,	   70.496515,	   59.294448,	   48.050492,	    0.000000,	    0.000000,	    0.000000,	   83.180997,	   54.717888,	   85.922625,	   49.999993,	10794.440017,	-3391.100289,	    0.954030,	    0.000000,	    1.509562
    1.346208,	   70.496518,	   59.294453,	   39.942887,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965984,	   92.709323,	   49.999993,	10081.025446,	-1992.931861,	    0.981014,	    0.000000,	  -40.378737
    1.352875,	   70.496525,	   59.294456,	   56.240487,	    0.000000,	    0.000000,	    0.000000,	   83.258291,	   50.262122,	   95.816374,	   49.999993,	11648.584950,	-2074.181201,	    0.984514,	    0.000000,	   38.869152
    1.359541,	   70.496515,	   59.294448,	   48.050473,	    0.000000,	    0.000000,	    0.000000,	   83.181015,	   54.717884,	   85.922621,	   49.999993,	10794.438197,	-3391.100194,	    0.954030,	    0.000000,	    1.509608
    1.366208,	   70.496518,	   59.294453,	   39.942899,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965978,	   92.709335,	   49.999993,	10081.026437,	-1992.930332,	    0.981014,	    0.000000,	  -40.378759
    1.372875,	   70.496525,	   59.294456,	   56.240495,	    0.000000,	    0.000000,	    0.000000,	   83.258273,	   50.262132,	   95.816366,	   49.999993,	11648.585778,	-2074.182824,	    0.984514,	    0.000000,	   38.869128
    1.379541,	   70.496515,	   59.294448,	   48.050454,	    0.000000,	    0.000000,	    0.000000,	   83.181033,	   54.717880,	   85.922618,	   49.999993,	10794.436378,	-3391.100100,	    0.954030,	    0.000000,	    1.509654
    1.386208,	   70.496518,	   59.294453,	   39.942912,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965972,	   92.709346,	   49.999993,	10081.027429,	-1992.928803,	    0.981014,	    0.000000,	  -40.378781
    1.392875,	   70.496525,	   59.294456,	   56.240502,	    0.000000,	    0.000000,	    0.000000,	   83.258255,	   50.262142,	   95.816359,	   49.999993,	11648.586607,	-2074.184447,	    0.984514,	    0.000000,	   38.869103
    1.399541,	   70.496515,	   59.294448,	   48.050435,	    0.000000,	    0.000000,	    0.000000,	   83.181051,	   54.717875,	   85.922614,	   49.999993,	10794.434558,	-3391.100006,	    0.954030,	    0.000000,	    1.509700
    1.406208,	   70.496518,	   59.294453,	   39.942924,	    0.000000,	    0.000000,	    0.000000,	   97.579857,	   45.965966,	   92.709357,	   49.999993,	10081.028420,	-1992.927275,	    0.981014,	    0.000000,	  -40.378803
    1.412875,	   70.496525,	   59.294456,	   56.240509,	    0.000000,	    0.000000,	    0.000000,	   83.258237,	   50.262152,	   95.816352,	   49.999993,	11648.587435,	-2074.186070,	    0.984514,	    0.000000,	   38.869079
    1.419541,	   70.496515,	   59.294448,	   48.050416,	    0.000000,	    0.000000,	    0.000000,	   83.181069,	   54.717871,	   85.922610,	   49.999993,	10794.432738,	-3391.099912,	    0.954030,	    0.000000,	    1.509746
    1.426208,	   70.496518,	   59.294453,	   39.942937,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965960,	   92.709368,	   49.999993,	10081.029412,	-1992.925746,	    0.981014,	    0.000000,	  -40.378824
    1.432875,	   70.496525,	   59.294456,	   56.240517,	    0.000000,	    0.000000,	    0.000000,	   83.258219,	   50.262163,	   95.816344,	   49.999993,	11648.588263,	-2074.187693,	    0.984514,	    0.000000,	   38.869055
    1.439541,	   70.496515,	   59.294448,	   48.050397,	    0.000000,	    0.000000,	    0.000000,	   83.181087,	   54.717867,	   85.922606,	   49.999993,	10794.430919,	-3391.099817,	    0.954030,	    0.000000,	    1.509792
    1.446208,	   70.496518,	   59.294453,	   39.942949,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965954,	   92.709380,	   49.999993,	10081.030403,	-1992.924217,	    0.981014,	    0.000000,	  -40.378846
    1.452875,	   70.496525,	   59.294456,	   56.240524,	    0.000000,	    0.000000,	    0.000000,	   83.258201,	   50.262173,	   95.816337,	   49.999993,	11648.589091,	-2074.189316,	    0.984514,	    0.000000,	   38.869030
    1.459541,	   70.496515,	   59.294448,	   48.050378,	    0.000000,	    0.000000,	    0.000000,	   83.181105,	   54.717862,	   85.922602,	   49.999993,	10794.429099,	-3391.099723,	    0.954030,	    0.000000,	    1.509838
    1.466208,	   70.496518,	   59.294453,	   39.942961,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965948,	   92.709391,	   49.999993,	10081.031395,	-1992.922688,	    0.981014,	    0.000000,	  -40.378868
    1.472875,	   70.496525,	   59.294456,	   56.240532,	    0.000000,	    0.000000,	    0.000000,	   83.258183,	   50.262183,	   95.816330,	   49.999993,	11648.589919,	-2074.190939,	    0.984514,	    0.000000,	   38.869006
    1.479541,	   70.496515,	   59.294448,	   48.050359,	    0.000000,	    0.000000,	    0.000000,	   83.181123,	   54.717858,	   85.922598,	   49.999993,	10794.427279,	-3391.099628,	    0.954030,	    0.000000,	    1.509884
    1.486208,	   70.496518,	   59.294453,	   39.942974,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965942,	   92.709402,	   49.999993,	10081.032386,	-1992.921160,	    0.981014,	    0.000000,	  -40.378889
    1.492875,	   70.496525,	   59.294456,	   56.240539,	    0.000000,	    0.000000,	    0.000000,	   83.258164,	   50.262193,	   95.816322,	   49.999993,	11648.590747,	-2074.192562,	    0.984514,	    0.000000,	   38.868982
    1.499541,	   70.496515,	   59.294448,	   48.050340,	    0.000000,	    0.000000,	    0.000000,	   83.181141,	   54.717853,	   85.922594,	   49.999993,	10794.425460,	-3391.099534,	    0.954030,	    0.000000,	    1.509930
    1.506208,	   70.496518,	   59.294453,	   39.942986,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965936,	   92.709413,	   49.999993,	10081.033378,	-1992.919631,	    0.981014,	    0.000000,	  -40.378911
    1.512875,	   70.496525,	   59.294456,	   56.240546,	    0.000000,	    0.000000,	    0.000000,	   83.258146,	   50.262203,	   95.816315,	   49.999993,	11648.591576,	-2074.194185,	    0.984514,	    0.000000,	   38.868957
    1.519541,	   70.496515,	   59.294448,	   48.050321,	    0.000000,	    0.000000,	    0.000000,	   83.181159,	   54.717849,	   85.922590,	   49.999993,	10794.423640,	-3391.099440,	    0.954030,	    0.000000,	    1.509976
    1.526208,	   70.496518,	   59.294453,	   39.942999,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965931,	   92.709425,	   49.999993,	10081.034369,	-1992.918102,	    0.981014,	    0.000000,	  -40.378933
    1.532875,	   70.496525,	   59.294456,	   56.240554,	    0.000000,	    0.000000,	    0.000000,	   83.258128,	   50.262213,	   95.816308,	   49.999993,	11648.592404,	-2074.195808,	    0.984514,	    0.000000,	   38.868933
    1.539541,	   70.496515,	   59.294448,	   48.050302,	    0.000000,	    0.000000,	    0.000000,	   83.181178,	   54.717845,	   85.922586,	   49.999993,	10794.421820,	-3391.099345,	    0.954030,	    0.000000,	    1.510022
    1.546208,	   70.496518,	   59.294453,	   39.943011,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965925,	   92.709436,	   49.999993,	10081.035361,	-1992.916574,	    0.981014,	    0.000000,	  -40.378954
    1.552875,	   70.496525,	   59.294456,	   56.240561,	    0.000000,	    0.000000,	    0.000000,	   83.258110,	   50.262224,	   95.816300,	   49.999993,	11648.593232,	-2074.197431,	    0.984514,	    0.000000,	   38.868909
    1.559541,	   70.496515,	   59.294448,	   48.050283,	    0.000000,	    0.000000,	    0.000000,	   83.181196,	   54.717840,	   85.922582,	   49.999993,	10794.420001,	-3391.099251,	    0.954030,	    0.000000,	    1.510068
    1.566208,	   70.496518,	   59.294453,	   39.943023,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965919,	   92.709447,	   49.999993,	10081.036352,	-1992.915045,	    0.981014,	    0.000000,	  -40.378976
    1.572875,	   70.496525,	   59.294456,	   56.240568,	    0.000000,	    0.000000,	    0.000000,	   83.258092,	   50.262234,	   95.816293,	   49.999993,	11648.594060,	-2074.199055,	    0.984514,	    0.000000,	   38.868885
    1.579541,	   70.496515,	   59.294448,	   48.050265,	    0.000000,	    0.000000,	    0.000000,	   83.181214,	   54.717836,	   85.922578,	   49.999993,	10794.418181,	-3391.099157,	    0.954030,	    0.000000,	    1.510114
    1.586208,	   70.496518,	   59.294453,	   39.943036,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965913,	   92.709458,	   49.999993,	10081.037344,	-1992.913516,	    0.981014,	    0.000000,	  -40.378998
    1.592875,	   70.496525,	   59.294456,	   56.240576,	    0.000000,	    0.000000,	    0.000000,	   83.258074,	   50.262244,	   95.816286,	   49.999993,	11648.594888,	-2074.200678,	    0.984514,	    0.000000,	   38.868860
    1.599541,	   70.496515,	   59.294448,	   48.050246,	    0.000000,	    0.000000,	    0.000000,	   83.181232,	   54.717831,	   85.922574,	   49.999993,	10794.416361,	-3391.099062,	    0.954030,	    0.000000,	    1.510160
    1.606208,	   70.496518,	   59.294453,	   39.943048,	    0.000000,	    0.000000,	    0.000000,	   97.579858,	   45.965907,	   92.709470,	   49.999993,	10081.038336,	-1992.911988,	    0.981014,	    0.000000,	  -40.379019
