[mea_500kV_1]同期数据---kV/kA		同期电压类型：A相-相电压
TIME		V-local		V-remote		f-local		f-remote		Delta-V		Delta-a		Delta-f		Delta-w
    0.000000,	 0.007\90.000,	 0.007\90.000,	   -1.#IND00,	   -1.#IND00,	    0.000000,	    0.000000,	   -1.#IND00,	   -1.#IND00
    0.006625,	10.907\138.843,	10.907\138.843,	   64.606260,	   64.606281,	    0.000194,	    0.000042,	   -0.000021,	   -0.000131
    0.007042,	11.064\145.147,	11.063\145.147,	   64.239858,	   64.239870,	    0.000196,	    0.000047,	   -0.000012,	   -0.000078
    0.007458,	11.072\152.563,	11.072\152.563,	   63.245396,	   63.245386,	    0.000195,	    0.000053,	    0.000010,	    0.000062
    0.007875,	10.985\161.348,	10.985\161.348,	   62.606834,	   62.606800,	    0.000194,	    0.000063,	    0.000034,	    0.000212
    0.008292,	10.889\171.814,	10.889\171.813,	   62.645054,	   62.644980,	    0.000192,	    0.000078,	    0.000074,	    0.000467
    0.008708,	10.917\184.173,	10.917\184.173,	   63.715200,	   63.715069,	    0.000194,	    0.000096,	    0.000131,	    0.000825
    0.009125,	11.249\198.123,	11.249\198.122,	   35.742343,	   35.742656,	    0.000203,	    0.000110,	   -0.000314,	   -0.001971
    0.009542,	12.055\212.712,	12.055\212.712,	   -1.#IND00,	   -1.#IND00,	    0.000222,	    0.000116,	   -1.#IND00,	   -1.#IND00
    0.009958,	13.439\226.761,	13.438\226.761,	   -1.#IND00,	   -1.#IND00,	    0.000253,	    0.000112,	   -1.#IND00,	   -1.#IND00
    0.010375,	15.411\239.379,	15.410\239.379,	   -1.#IND00,	   -1.#IND00,	    0.000294,	    0.000101,	   -1.#IND00,	   -1.#IND00
    0.010792,	17.901\250.242,	17.901\250.242,	   -1.#IND00,	   -1.#IND00,	    0.000344,	    0.000088,	   -1.#IND00,	   -1.#IND00
    0.011208,	20.801\259.472,	20.800\259.472,	   -1.#IND00,	   -1.#IND00,	    0.000401,	    0.000076,	   -1.#IND00,	   -1.#IND00
    0.011625,	23.995\267.376,	23.994\267.376,	   26.079394,	   26.079406,	    0.000463,	    0.000066,	   -0.000011,	   -0.000070
    0.012042,	27.385\274.271,	27.385\274.271,	   36.806512,	   36.806531,	    0.000529,	    0.000058,	   -0.000019,	   -0.000122
    0.012458,	30.884\280.422,	30.883\280.422,	   42.744332,	   42.744355,	    0.000597,	    0.000051,	   -0.000023,	   -0.000143
    0.012875,	34.387\286.044,	34.386\286.043,	   46.478219,	   46.478242,	    0.000664,	    0.000046,	   -0.000023,	   -0.000145
    0.013292,	37.794\291.311,	37.793\291.311,	   48.751397,	   48.751424,	    0.000729,	    0.000041,	   -0.000027,	   -0.000169
    0.013708,	41.018\296.363,	41.017\296.362,	   49.925809,	   49.925831,	    0.000790,	    0.000038,	   -0.000023,	   -0.000143
    0.014125,	43.982\301.309,	43.981\301.309,	   50.775663,	   50.775679,	    0.000846,	    0.000035,	   -0.000016,	   -0.000101
    0.014542,	46.618\306.248,	46.617\306.248,	   51.600487,	   51.600498,	    0.000896,	    0.000033,	   -0.000011,	   -0.000066
    0.014958,	48.869\311.273,	48.868\311.273,	   52.449201,	   52.449200,	    0.000939,	    0.000031,	    0.000001,	    0.000004
    0.015375,	50.692\316.473,	50.691\316.473,	   53.563544,	   53.563532,	    0.000973,	    0.000028,	    0.000012,	    0.000075
    0.015792,	52.076\321.929,	52.075\321.929,	   50.661075,	   50.661116,	    0.001000,	    0.000027,	   -0.000040,	   -0.000254
    0.016208,	53.030\327.727,	53.029\327.727,	   44.143070,	   44.143131,	    0.001018,	    0.000025,	   -0.000061,	   -0.000381
    0.016625,	53.585\333.969,	53.584\333.969,	   35.879182,	   35.879161,	    0.001029,	    0.000023,	    0.000021,	    0.000133
    0.017042,	53.814\340.756,	53.813\340.756,	   40.192962,	   40.192968,	    0.001034,	    0.000022,	   -0.000007,	   -0.000041
    0.017458,	53.829\348.180,	53.828\348.180,	   43.834942,	   43.834963,	    0.001034,	    0.000020,	   -0.000021,	   -0.000131
    0.017875,	53.788\356.303,	53.787\356.303,	   46.891963,	   46.891985,	    0.001034,	    0.000018,	   -0.000022,	   -0.000141
    0.018292,	53.886\ 5.142,	53.885\ 5.142,	   49.550532,	   49.550552,	    0.001036,	    0.000015,	   -0.000020,	   -0.000128
    0.018708,	54.347\14.649,	54.346\14.649,	   52.226489,	   52.226510,	    0.001045,	    0.000013,	   -0.000021,	   -0.000135
    0.019125,	55.394\24.674,	55.393\24.674,	   54.819906,	   54.819930,	    0.001064,	    0.000010,	   -0.000024,	   -0.000150
    0.019542,	57.211\34.961,	57.210\34.961,	   57.377402,	   57.377426,	    0.001098,	    0.000007,	   -0.000023,	   -0.000145
    0.019958,	59.885\45.186,	59.884\45.186,	   36.931577,	   36.931484,	    0.001147,	    0.000004,	    0.000094,	    0.000588
    0.020375,	63.394\55.066,	63.392\55.066,	   41.601730,	   41.601730,	    0.001211,	    0.000002,	    0.000000,	    0.000001
    0.020792,	67.637\64.417,	67.636\64.417,	   45.345648,	   45.345646,	    0.001289,	    0.000001,	    0.000002,	    0.000013
    0.021208,	72.465\73.159,	72.463\73.159,	   48.015040,	   48.015042,	    0.001379,	    0.000000,	   -0.000002,	   -0.000011
    0.021625,	77.689\81.292,	77.688\81.292,	   49.858850,	   49.858853,	    0.001477,	  360.000000,	   -0.000003,	   -0.000018
    0.022042,	83.115\88.871,	83.114\88.871,	   51.357941,	   51.357945,	    0.001580,	  360.000000,	   -0.000004,	   -0.000023
    0.022458,	88.571\95.977,	88.570\95.977,	   50.260266,	   50.260303,	    0.001684,	  360.000000,	   -0.000037,	   -0.000235
    0.022875,	93.913\102.698,	93.911\102.698,	   47.481918,	   47.481962,	    0.001787,	  360.000000,	   -0.000044,	   -0.000275
    0.023292,	98.981\109.122,	98.980\109.122,	   44.544198,	   44.544208,	    0.001884,	  360.000000,	   -0.000010,	   -0.000061
    0.023708,	103.622\115.343,	103.620\115.343,	   46.099620,	   46.099631,	    0.001973,	  360.000000,	   -0.000011,	   -0.000070
    0.024125,	107.714\121.448,	107.712\121.448,	   47.460010,	   47.460022,	    0.002051,	  359.999999,	   -0.000012,	   -0.000074
    0.024542,	111.190\127.515,	111.188\127.515,	   48.686228,	   48.686240,	    0.002119,	  359.999999,	   -0.000012,	   -0.000075
    0.024958,	114.019\133.610,	114.017\133.610,	   49.797179,	   49.797189,	    0.002174,	  359.999998,	   -0.000010,	   -0.000064
    0.025375,	116.197\139.797,	116.194\139.797,	   50.943112,	   50.943121,	    0.002218,	  359.999997,	   -0.000009,	   -0.000056
    0.025792,	117.746\146.141,	117.744\146.141,	   52.147526,	   52.147535,	    0.002250,	  359.999996,	   -0.000009,	   -0.000058
    0.026208,	118.733\152.695,	118.731\152.695,	   53.404728,	   53.404738,	    0.002270,	  359.999994,	   -0.000010,	   -0.000064
    0.026625,	119.259\159.506,	119.257\159.506,	   44.825471,	   44.825441,	    0.002282,	  359.999992,	    0.000031,	    0.000193
    0.027042,	119.448\166.619,	119.445\166.619,	   46.028248,	   46.028252,	    0.002287,	  359.999990,	   -0.000005,	   -0.000029
    0.027458,	119.458\174.072,	119.456\174.072,	   47.429510,	   47.429516,	    0.002287,	  359.999988,	   -0.000005,	   -0.000033
    0.027875,	119.477\181.879,	119.475\181.879,	   48.705899,	   48.705906,	    0.002287,	  359.999986,	   -0.000006,	   -0.000040
    0.028292,	119.706\190.022,	119.704\190.022,	   49.842796,	   49.842802,	    0.002291,	  359.999984,	   -0.000006,	   -0.000037
    0.028708,	120.336\198.447,	120.334\198.447,	   50.992357,	   50.992363,	    0.002300,	  359.999981,	   -0.000006,	   -0.000036
    0.029125,	121.534\207.085,	121.532\207.085,	   52.176723,	   52.176729,	    0.002320,	  359.999979,	   -0.000006,	   -0.000039
    0.029542,	123.432\215.843,	123.429\215.843,	   53.400473,	   53.400479,	    0.002352,	  359.999977,	   -0.000007,	   -0.000042
    0.029958,	126.097\224.611,	126.094\224.611,	   45.547829,	   45.547787,	    0.002398,	  359.999976,	    0.000042,	    0.000262
    0.030375,	129.530\233.284,	129.528\233.284,	   46.306141,	   46.306149,	    0.002459,	  359.999976,	   -0.000008,	   -0.000053
    0.030792,	133.675\241.772,	133.672\241.773,	   47.730178,	   47.730185,	    0.002534,	  359.999976,	   -0.000007,	   -0.000044
    0.031208,	138.423\250.014,	138.421\250.014,	   48.921711,	   48.921718,	    0.002620,	  359.999976,	   -0.000007,	   -0.000044
    0.031625,	143.621\257.973,	143.618\257.973,	   49.885405,	   49.885411,	    0.002715,	  359.999977,	   -0.000006,	   -0.000040
    0.032042,	149.075\265.639,	149.072\265.639,	   50.746302,	   50.746308,	    0.002815,	  359.999978,	   -0.000006,	   -0.000035
    0.032458,	154.584\273.027,	154.581\273.027,	   51.564854,	   51.564859,	    0.002917,	  359.999978,	   -0.000006,	   -0.000035
    0.032875,	159.970\280.169,	159.967\280.169,	   52.334797,	   52.334802,	    0.003018,	  359.999979,	   -0.000005,	   -0.000033
    0.033292,	165.075\287.105,	165.071\287.105,	   46.701360,	   46.701342,	    0.003115,	  359.999980,	    0.000019,	    0.000119
    0.033708,	169.751\293.885,	169.748\293.885,	   47.467132,	   47.467134,	    0.003204,	  359.999980,	   -0.000002,	   -0.000013
    0.034125,	173.883\300.558,	173.880\300.558,	   48.346017,	   48.346019,	    0.003283,	  359.999981,	   -0.000002,	   -0.000012
    0.034542,	177.390\307.176,	177.387\307.176,	   49.167028,	   49.167031,	    0.003351,	  359.999981,	   -0.000003,	   -0.000016
    0.034958,	180.231\313.790,	180.228\313.790,	   49.920301,	   49.920304,	    0.003406,	  359.999981,	   -0.000003,	   -0.000018
    0.035375,	182.399\320.448,	182.396\320.448,	   50.663381,	   50.663384,	    0.003449,	  359.999981,	   -0.000003,	   -0.000020
    0.035792,	183.920\327.199,	183.917\327.199,	   51.420605,	   51.420609,	    0.003480,	  359.999980,	   -0.000004,	   -0.000022
    0.036208,	184.865\334.086,	184.861\334.086,	   52.205352,	   52.205356,	    0.003500,	  359.999980,	   -0.000004,	   -0.000023
    0.036625,	185.345\341.145,	185.342\341.145,	   47.168664,	   47.168638,	    0.003510,	  359.999979,	    0.000027,	    0.000168
    0.037042,	185.505\348.402,	185.502\348.402,	   47.476404,	   47.476408,	    0.003514,	  359.999978,	   -0.000004,	   -0.000026
    0.037458,	185.511\355.875,	185.508\355.875,	   48.346372,	   48.346376,	    0.003515,	  359.999977,	   -0.000004,	   -0.000024
    0.037875,	185.550\ 3.571,	185.546\ 3.571,	   49.164070,	   49.164074,	    0.003515,	  359.999976,	   -0.000004,	   -0.000027
    0.038292,	185.813\11.479,	185.810\11.479,	   49.914316,	   49.914320,	    0.003519,	  359.999975,	   -0.000004,	   -0.000028
    0.038708,	186.484\19.569,	186.480\19.569,	   50.655394,	   50.655398,	    0.003529,	  359.999974,	   -0.000005,	   -0.000028
    0.039125,	187.719\27.798,	187.716\27.798,	   51.416419,	   51.416424,	    0.003550,	  359.999973,	   -0.000005,	   -0.000031
    0.039542,	189.640\36.109,	189.637\36.109,	   52.208102,	   52.208108,	    0.003583,	  359.999972,	   -0.000005,	   -0.000033
    0.039958,	192.314\44.439,	192.310\44.439,	   47.627200,	   47.627143,	    0.003630,	  359.999972,	    0.000057,	    0.000359
    0.040375,	195.742\52.721,	195.738\52.721,	   47.593139,	   47.593142,	    0.003690,	  359.999972,	   -0.000004,	   -0.000022
    0.040792,	199.866\60.895,	199.863\60.895,	   48.483255,	   48.483257,	    0.003765,	  359.999972,	   -0.000003,	   -0.000018
    0.041208,	204.581\68.917,	204.577\68.917,	   49.259702,	   49.259705,	    0.003851,	  359.999972,	   -0.000003,	   -0.000018
    0.041625,	209.744\76.758,	209.740\76.758,	   49.929201,	   49.929204,	    0.003946,	  359.999973,	   -0.000003,	   -0.000018
    0.042042,	215.179\84.403,	215.175\84.403,	   50.540720,	   50.540723,	    0.004047,	  359.999974,	   -0.000003,	   -0.000017
    0.042458,	220.695\91.856,	220.691\91.856,	   51.130639,	   51.130642,	    0.004150,	  359.999974,	   -0.000003,	   -0.000018
    0.042875,	226.105\99.130,	226.101\99.130,	   51.701446,	   51.701449,	    0.004252,	  359.999975,	   -0.000003,	   -0.000017
    0.043292,	231.240\106.250,	231.236\106.250,	   47.923078,	   47.923059,	    0.004349,	  359.999976,	    0.000019,	    0.000118
    0.043708,	235.948\113.248,	235.944\113.248,	   48.160371,	   48.160374,	    0.004439,	  359.999976,	   -0.000004,	   -0.000023
    0.044125,	240.107\120.159,	240.103\120.159,	   48.789894,	   48.789897,	    0.004520,	  359.999976,	   -0.000003,	   -0.000021
    0.044542,	243.628\127.023,	243.623\127.023,	   49.379872,	   49.379875,	    0.004588,	  359.999976,	   -0.000003,	   -0.000022
    0.044958,	246.467\133.878,	246.462\133.878,	   49.933133,	   49.933136,	    0.004645,	  359.999976,	   -0.000003,	   -0.000021
    0.045375,	248.621\140.760,	248.616\140.760,	   50.480890,	   50.480894,	    0.004688,	  359.999976,	   -0.000003,	   -0.000022
    0.045792,	250.124\147.708,	250.119\147.708,	   51.045589,	   51.045592,	    0.004719,	  359.999976,	   -0.000004,	   -0.000024
    0.046208,	251.051\154.754,	251.046\154.754,	   51.636669,	   51.636673,	    0.004738,	  359.999975,	   -0.000004,	   -0.000025
    0.046625,	251.515\161.926,	251.510\161.926,	   48.263698,	   48.263656,	    0.004749,	  359.999974,	    0.000041,	    0.000259
    0.047042,	251.664\169.246,	251.659\169.246,	   48.158158,	   48.158161,	    0.004753,	  359.999974,	   -0.000003,	   -0.000017
    0.047458,	251.669\176.726,	251.664\176.726,	   48.789282,	   48.789284,	    0.004753,	  359.999973,	   -0.000002,	   -0.000015
    0.047875,	251.717\184.370,	251.712\184.370,	   49.380854,	   49.380856,	    0.004753,	  359.999972,	   -0.000002,	   -0.000016
    0.048292,	251.997\192.170,	251.993\192.170,	   49.934617,	   49.934620,	    0.004757,	  359.999971,	   -0.000003,	   -0.000016
    0.048708,	252.690\200.105,	252.685\200.105,	   50.482143,	   50.482145,	    0.004768,	  359.999970,	   -0.000003,	   -0.000016
    0.049125,	253.944\208.141,	253.940\208.141,	   51.045837,	   51.045839,	    0.004789,	  359.999969,	   -0.000003,	   -0.000018
    0.049542,	255.875\216.240,	255.870\216.240,	   51.634670,	   51.634673,	    0.004821,	  359.999969,	   -0.000003,	   -0.000019
    0.049958,	258.546\224.355,	258.541\224.355,	   48.597317,	   48.597267,	    0.004868,	  359.999969,	    0.000049,	    0.000311
    0.050375,	261.962\232.439,	261.958\232.439,	   48.222227,	   48.222230,	    0.004928,	  359.999969,	   -0.000004,	   -0.000024
    0.050792,	266.073\240.450,	266.068\240.450,	   48.865300,	   48.865303,	    0.005002,	  359.999969,	   -0.000003,	   -0.000020
    0.051208,	270.774\248.353,	270.768\248.353,	   49.434664,	   49.434667,	    0.005087,	  359.999969,	   -0.000003,	   -0.000019
    0.051625,	275.923\256.122,	275.918\256.122,	   49.943053,	   49.943056,	    0.005182,	  359.999970,	   -0.000003,	   -0.000019
    0.052042,	281.352\263.746,	281.347\263.746,	   50.416521,	   50.416524,	    0.005282,	  359.999970,	   -0.000003,	   -0.000018
    0.052458,	286.870\271.222,	286.865\271.222,	   50.881905,	   50.881908,	    0.005385,	  359.999971,	   -0.000003,	   -0.000019
    0.052875,	292.289\278.559,	292.284\278.559,	   51.342376,	   51.342379,	    0.005487,	  359.999972,	   -0.000003,	   -0.000019
    0.053292,	297.435\285.774,	297.430\285.774,	   48.622947,	   48.622915,	    0.005585,	  359.999972,	    0.000032,	    0.000204
    0.053708,	302.156\292.889,	302.150\292.889,	   48.547472,	   48.547474,	    0.005675,	  359.999972,	   -0.000002,	   -0.000013
    0.054125,	306.326\299.933,	306.320\299.933,	   49.045526,	   49.045528,	    0.005756,	  359.999973,	   -0.000002,	   -0.000012
    0.054542,	309.856\306.935,	309.850\306.935,	   49.509782,	   49.509784,	    0.005825,	  359.999973,	   -0.000002,	   -0.000012
    0.054958,	312.697\313.927,	312.691\313.927,	   49.948999,	   49.949001,	    0.005881,	  359.999973,	   -0.000002,	   -0.000012
    0.055375,	314.845\320.939,	314.839\320.939,	   50.382551,	   50.382553,	    0.005924,	  359.999973,	   -0.000002,	   -0.000013
    0.055792,	316.338\328.002,	316.332\328.002,	   50.829475,	   50.829478,	    0.005955,	  359.999972,	   -0.000002,	   -0.000014
    0.056208,	317.253\335.142,	317.247\335.142,	   51.298696,	   51.298698,	    0.005974,	  359.999972,	   -0.000002,	   -0.000015
    0.056625,	317.706\342.382,	317.700\342.382,	   48.891984,	   48.891945,	    0.005984,	  359.999971,	    0.000039,	    0.000245
    0.057042,	317.849\349.739,	317.843\349.739,	   48.548592,	   48.548595,	    0.005988,	  359.999971,	   -0.000003,	   -0.000017
    0.057458,	317.853\357.224,	317.847\357.224,	   49.045125,	   49.045127,	    0.005989,	  359.999970,	   -0.000003,	   -0.000016
    0.057875,	317.906\ 4.837,	317.900\ 4.837,	   49.509533,	   49.509536,	    0.005989,	  359.999969,	   -0.000003,	   -0.000016
    0.058292,	318.196\12.574,	318.190\12.574,	   49.949197,	   49.949199,	    0.005993,	  359.999969,	   -0.000003,	   -0.000016
    0.058708,	318.900\20.417,	318.894\20.417,	   50.382563,	   50.382565,	    0.006004,	  359.999968,	   -0.000003,	   -0.000017
    0.059125,	320.166\28.342,	320.160\28.342,	   50.829697,	   50.829700,	    0.006024,	  359.999968,	   -0.000003,	   -0.000018
    0.059542,	322.100\36.316,	322.094\36.316,	   51.286017,	   51.286020,	    0.006057,	  359.999967,	   -0.000004,	   -0.000023
    0.059958,	324.731\44.297,	324.725\44.297,	   49.279909,	   49.279852,	    0.006102,	  359.999967,	    0.000057,	    0.000360
    0.060375,	328.015\52.247,	328.009\52.247,	   48.911516,	   48.911515,	    0.006159,	  359.999967,	    0.000001,	    0.000004
    0.060792,	331.863\60.134,	331.857\60.134,	   49.636780,	   49.636779,	    0.006227,	  359.999967,	    0.000001,	    0.000004
    0.061208,	336.153\67.935,	336.146\67.935,	   50.293648,	   50.293649,	    0.006303,	  359.999967,	   -0.000001,	   -0.000005
    0.061625,	340.736\75.635,	340.730\75.635,	   50.848687,	   50.848690,	    0.006387,	  359.999968,	   -0.000003,	   -0.000017
    0.062042,	345.449\83.229,	345.442\83.229,	   51.325442,	   51.325447,	    0.006475,	  359.999968,	   -0.000005,	   -0.000029
    0.062458,	350.133\90.719,	350.126\90.719,	   51.749748,	   51.749754,	    0.006564,	  359.999968,	   -0.000006,	   -0.000037
    0.062875,	354.656\98.114,	354.649\98.114,	   52.107367,	   52.107373,	    0.006651,	  359.999969,	   -0.000006,	   -0.000037
    0.063292,	358.876\105.425,	358.869\105.425,	   49.995456,	   49.995427,	    0.006732,	  359.999969,	    0.000029,	    0.000180
    0.063708,	362.651\112.673,	362.645\112.673,	   49.468689,	   49.468692,	    0.006804,	  359.999969,	   -0.000004,	   -0.000022
    0.064125,	365.883\119.880,	365.876\119.880,	   49.637138,	   49.637140,	    0.006868,	  359.999969,	   -0.000002,	   -0.000015
    0.064542,	368.524\127.067,	368.517\127.067,	   49.802198,	   49.802200,	    0.006920,	  359.999969,	   -0.000002,	   -0.000014
    0.064958,	370.579\134.254,	370.572\134.254,	   49.974206,	   49.974208,	    0.006963,	  359.999969,	   -0.000002,	   -0.000013
    0.065375,	372.083\141.462,	372.076\141.462,	   50.143720,	   50.143721,	    0.006995,	  359.999969,	   -0.000002,	   -0.000009
    0.065792,	373.088\148.706,	373.081\148.706,	   50.340137,	   50.340139,	    0.007017,	  359.999968,	   -0.000001,	   -0.000008
    0.066208,	373.679\156.001,	373.672\156.001,	   50.560559,	   50.560562,	    0.007031,	  359.999968,	   -0.000002,	   -0.000015
    0.066625,	373.962\163.355,	373.955\163.356,	   48.605715,	   48.605665,	    0.007038,	  359.999967,	    0.000050,	    0.000314
    0.067042,	374.046\170.776,	374.039\170.776,	   48.141047,	   48.141047,	    0.007041,	  359.999966,	   -0.000001,	   -0.000005
    0.067458,	374.048\178.266,	374.041\178.266,	   48.663938,	   48.663940,	    0.007041,	  359.999965,	   -0.000002,	   -0.000010
    0.067875,	374.086\185.822,	374.079\185.822,	   49.138425,	   49.138427,	    0.007041,	  359.999964,	   -0.000002,	   -0.000015
    0.068292,	374.264\193.437,	374.257\193.437,	   49.565966,	   49.565970,	    0.007043,	  359.999963,	   -0.000004,	   -0.000023
    0.068708,	374.662\201.096,	374.655\201.096,	   49.954918,	   49.954923,	    0.007047,	  359.999963,	   -0.000005,	   -0.000032
    0.069125,	375.332\208.783,	375.324\208.783,	   50.307335,	   50.307342,	    0.007056,	  359.999962,	   -0.000006,	   -0.000039
    0.069542,	376.305\216.484,	376.298\216.484,	   50.616353,	   50.616360,	    0.007070,	  359.999961,	   -0.000006,	   -0.000041
    0.069958,	377.581\224.184,	377.574\224.184,	   50.874771,	   50.874778,	    0.007090,	  359.999961,	   -0.000006,	   -0.000039
    0.070375,	379.131\231.869,	379.124\231.869,	   50.946206,	   50.946207,	    0.007114,	  359.999961,	   -0.000001,	   -0.000009
    0.070792,	380.907\239.527,	380.900\239.527,	   51.000498,	   51.000498,	    0.007143,	  359.999960,	   -0.000000,	   -0.000000
    0.071208,	382.849\247.150,	382.842\247.150,	   51.076072,	   51.076072,	    0.007175,	  359.999960,	   -0.000000,	   -0.000000
    0.071625,	384.884\254.733,	384.877\254.733,	   51.162020,	   51.162020,	    0.007209,	  359.999960,	   -0.000000,	   -0.000003
    0.072042,	386.924\262.275,	386.917\262.275,	   51.224814,	   51.224814,	    0.007244,	  359.999961,	   -0.000000,	   -0.000002
    0.072458,	388.878\269.776,	388.871\269.776,	   51.307301,	   51.307301,	    0.007277,	  359.999961,	   -0.000000,	   -0.000001
    0.072875,	390.684\277.242,	390.676\277.242,	   51.400224,	   51.400225,	    0.007309,	  359.999961,	   -0.000001,	   -0.000006
    0.073292,	392.297\284.680,	392.289\284.680,	   49.486683,	   49.486636,	    0.007338,	  359.999961,	    0.000047,	    0.000296
    0.073708,	393.680\292.098,	393.673\292.098,	   48.852028,	   48.852027,	    0.007363,	  359.999961,	    0.000001,	    0.000008
    0.074125,	394.816\299.504,	394.808\299.504,	   49.132512,	   49.132511,	    0.007384,	  359.999962,	    0.000001,	    0.000003
    0.074542,	395.700\306.908,	395.693\306.908,	   49.387479,	   49.387479,	    0.007401,	  359.999962,	   -0.000000,	   -0.000001
    0.074958,	396.351\314.316,	396.344\314.316,	   49.623009,	   49.623011,	    0.007414,	  359.999962,	   -0.000002,	   -0.000011
    0.075375,	396.798\321.734,	396.791\321.734,	   49.815521,	   49.815525,	    0.007423,	  359.999962,	   -0.000003,	   -0.000022
    0.075792,	397.073\329.167,	397.066\329.167,	   49.963182,	   49.963186,	    0.007429,	  359.999962,	   -0.000004,	   -0.000028
    0.076208,	397.217\336.619,	397.209\336.619,	   50.063969,	   50.063973,	    0.007432,	  359.999962,	   -0.000005,	   -0.000029
    0.076625,	397.276\344.089,	397.268\344.089,	   50.092473,	   50.092477,	    0.007434,	  359.999961,	   -0.000004,	   -0.000024
    0.077042,	397.290\351.575,	397.283\351.575,	   50.047957,	   50.047956,	    0.007434,	  359.999961,	    0.000000,	    0.000001
    0.077458,	397.290\359.074,	397.283\359.074,	   50.020760,	   50.020759,	    0.007434,	  359.999961,	    0.000001,	    0.000008
    0.077875,	397.296\ 6.581,	397.289\ 6.581,	   50.010397,	   50.010396,	    0.007434,	  359.999960,	    0.000001,	    0.000007
    0.078292,	397.316\14.092,	397.309\14.092,	   50.018662,	   50.018661,	    0.007434,	  359.999960,	    0.000001,	    0.000004
    0.078708,	397.347\21.603,	397.339\21.603,	   50.005361,	   50.005360,	    0.007434,	  359.999960,	    0.000001,	    0.000004
    0.079125,	397.371\29.110,	397.364\29.110,	   49.998064,	   49.998063,	    0.007433,	  359.999960,	    0.000001,	    0.000005
    0.079542,	397.375\36.610,	397.367\36.610,	   50.009708,	   50.009708,	    0.007432,	  359.999959,	    0.000000,	    0.000003
    0.079958,	397.362\44.108,	397.354\44.108,	   50.015515,	   50.015515,	    0.007431,	  359.999959,	    0.000000,	    0.000001
    0.080375,	397.348\51.607,	397.341\51.607,	   50.046383,	   50.046385,	    0.007430,	  359.999959,	   -0.000002,	   -0.000010
    0.080792,	397.344\59.107,	397.337\59.107,	   50.025428,	   50.025430,	    0.007429,	  359.999959,	   -0.000002,	   -0.000012
    0.081208,	397.349\66.607,	397.342\66.607,	   49.988872,	   49.988873,	    0.007429,	  359.999959,	   -0.000001,	   -0.000008
    0.081625,	397.367\74.108,	397.360\74.108,	   49.989328,	   49.989329,	    0.007428,	  359.999959,	   -0.000001,	   -0.000006
    0.082042,	397.400\81.608,	397.392\81.608,	   49.987122,	   49.987123,	    0.007426,	  359.999959,	   -0.000001,	   -0.000005
    0.082458,	397.430\89.108,	397.423\89.108,	   49.985891,	   49.985891,	    0.007424,	  359.999959,	   -0.000000,	   -0.000003
