[mea_500kV_1]一次侧数据---kV/kA
TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.167875,	  280.993963,	  280.993968,	  280.993985,	    1.049991,	    1.049991,	    1.049991	  486.695813,	  486.695851,	  486.695843,	   49.999799,	236872.836438,	   -0.169416,	    1.000000,	   -0.000000,	    0.000000
    0.168292,	  280.993963,	  280.993931,	  280.993970,	    1.049991,	    1.049990,	    1.049991	  486.695780,	  486.695792,	  486.695847,	   50.000069,	236872.807918,	   -0.160002,	    1.000000,	   -0.000000,	    0.000000
    0.168708,	  280.993961,	  280.993914,	  280.993974,	    1.049991,	    1.049991,	    1.049991	  486.695755,	  486.695778,	  486.695858,	   50.000086,	236872.798871,	   -0.159638,	    1.000000,	   -0.000000,	   -0.000000
    0.169125,	  280.993958,	  280.993919,	  280.993985,	    1.049991,	    1.049991,	    1.049991	  486.695751,	  486.695798,	  486.695866,	   49.999783,	236872.806433,	   -0.218430,	    1.000000,	   -0.000000,	   -0.000000
    0.169542,	  280.993956,	  280.993927,	  280.993994,	    1.049991,	    1.049991,	    1.049991	  486.695752,	  486.695819,	  486.695869,	   50.000146,	236872.814896,	   -0.180551,	    1.000000,	   -0.000000,	   -0.000000
    0.169958,	  280.993959,	  280.993959,	  280.994007,	    1.049991,	    1.049991,	    1.049991	  486.695786,	  486.695869,	  486.695869,	   50.000035,	236872.842088,	   -0.122489,	    1.000000,	   -0.000000,	   -0.000000
    0.170375,	  280.993967,	  280.993986,	  280.994012,	    1.049991,	    1.049991,	    1.049991	  486.695824,	  486.695901,	  486.695869,	   49.999804,	236872.864434,	   -0.145805,	    1.000000,	   -0.000000,	   -0.000000
    0.170792,	  280.993926,	  280.993912,	  280.994008,	    1.049991,	    1.049991,	    1.049991	  486.695693,	  486.695835,	  486.695858,	   50.000173,	236872.797303,	   -0.165816,	    1.000000,	   -0.000000,	   -0.000000
    0.171208,	  280.993939,	  280.993967,	  280.994014,	    1.049991,	    1.049991,	    1.049992	  486.695768,	  486.695897,	  486.695850,	   49.999804,	236872.838956,	   -0.161939,	    1.000000,	    0.000000,	   -0.000000
    0.171625,	  280.993953,	  280.993999,	  280.994014,	    1.049991,	    1.049991,	    1.049992	  486.695821,	  486.695927,	  486.695847,	   49.999998,	236872.864724,	   -0.163369,	    1.000000,	   -0.000000,	   -0.000000
    0.172042,	  280.993946,	  280.993995,	  280.994014,	    1.049991,	    1.049991,	    1.049992	  486.695809,	  486.695926,	  486.695841,	   50.000189,	236872.858901,	   -0.112506,	    1.000000,	    0.000000,	   -0.000000
    0.172458,	  280.993938,	  280.993999,	  280.994010,	    1.049991,	    1.049992,	    1.049991	  486.695806,	  486.695931,	  486.695826,	   49.999748,	236872.854713,	   -0.130887,	    1.000000,	    0.000000,	   -0.000000
    0.172875,	  280.993938,	  280.994006,	  280.994006,	    1.049991,	    1.049992,	    1.049991	  486.695817,	  486.695934,	  486.695816,	   50.000075,	236872.856032,	   -0.163088,	    1.000000,	    0.000000,	   -0.000000
    0.173292,	  280.993926,	  280.994007,	  280.994000,	    1.049991,	    1.049992,	    1.049991	  486.695806,	  486.695935,	  486.695795,	   50.000152,	236872.845742,	   -0.140777,	    1.000000,	    0.000000,	   -0.000000
    0.173708,	  280.993974,	  280.994040,	  280.993978,	    1.049991,	    1.049992,	    1.049991	  486.695913,	  486.695921,	  486.695807,	   49.999751,	236872.879771,	   -0.147212,	    1.000000,	    0.000000,	   -0.000000
    0.174125,	  280.993957,	  280.994032,	  280.993988,	    1.049991,	    1.049992,	    1.049991	  486.695879,	  486.695931,	  486.695803,	   50.000125,	236872.871013,	   -0.137852,	    1.000000,	    0.000000,	   -0.000000
    0.174542,	  280.993947,	  280.994031,	  280.993984,	    1.049991,	    1.049992,	    1.049991	  486.695868,	  486.695932,	  486.695787,	   49.999868,	236872.862391,	   -0.129990,	    1.000000,	    0.000000,	   -0.000000
    0.174958,	  280.993966,	  280.994032,	  280.993962,	    1.049991,	    1.049992,	    1.049991	  486.695904,	  486.695897,	  486.695783,	   50.000011,	236872.861259,	   -0.151026,	    1.000000,	    0.000000,	   -0.000000
    0.175375,	  280.993982,	  280.994028,	  280.993956,	    1.049991,	    1.049992,	    1.049991	  486.695922,	  486.695877,	  486.695797,	   50.000077,	236872.865550,	   -0.161268,	    1.000000,	    0.000000,	   -0.000000
    0.175792,	  280.993984,	  280.994028,	  280.993955,	    1.049991,	    1.049992,	    1.049991	  486.695924,	  486.695874,	  486.695798,	   49.999867,	236872.865062,	   -0.156821,	    1.000000,	    0.000000,	   -0.000000
    0.176208,	  280.993999,	  280.994015,	  280.993947,	    1.049991,	    1.049992,	    1.049991	  486.695932,	  486.695842,	  486.695813,	   50.000038,	236872.862409,	   -0.153822,	    1.000000,	    0.000000,	   -0.000000
    0.176625,	  280.993989,	  280.994032,	  280.993961,	    1.049991,	    1.049992,	    1.049991	  486.695931,	  486.695883,	  486.695808,	   50.000060,	236872.873842,	   -0.135082,	    1.000000,	    0.000000,	   -0.000000
    0.177042,	  280.994002,	  280.993999,	  280.993940,	    1.049992,	    1.049992,	    1.049991	  486.695921,	  486.695813,	  486.695818,	   49.999857,	236872.851140,	   -0.175174,	    1.000000,	    0.000000,	   -0.000000
    0.177458,	  280.994011,	  280.993975,	  280.993936,	    1.049992,	    1.049992,	    1.049991	  486.695905,	  486.695776,	  486.695838,	   50.000093,	236872.840277,	   -0.179283,	    1.000000,	    0.000000,	   -0.000000
    0.177875,	  280.994010,	  280.993994,	  280.993955,	    1.049992,	    1.049992,	    1.049991	  486.695915,	  486.695820,	  486.695848,	   49.999836,	236872.861031,	   -0.179212,	    1.000000,	    0.000000,	   -0.000000
    0.178292,	  280.994010,	  280.993991,	  280.993955,	    1.049992,	    1.049991,	    1.049991	  486.695912,	  486.695816,	  486.695850,	   50.000020,	236872.859338,	   -0.164320,	    1.000000,	    0.000000,	   -0.000000
    0.178708,	  280.994007,	  280.993957,	  280.993951,	    1.049992,	    1.049991,	    1.049991	  486.695871,	  486.695775,	  486.695860,	   50.000103,	236872.836417,	   -0.162885,	    1.000000,	    0.000000,	    0.000000
    0.179125,	  280.994006,	  280.993970,	  280.993961,	    1.049992,	    1.049991,	    1.049991	  486.695880,	  486.695800,	  486.695864,	   49.999832,	236872.848476,	   -0.192278,	    1.000000,	    0.000000,	    0.000000
    0.179542,	  280.993993,	  280.993930,	  280.993958,	    1.049991,	    1.049991,	    1.049991	  486.695820,	  486.695759,	  486.695869,	   50.000056,	236872.817228,	   -0.215698,	    1.000000,	    0.000000,	    0.000000
    0.179958,	  280.993995,	  280.993954,	  280.993969,	    1.049991,	    1.049991,	    1.049991	  486.695844,	  486.695799,	  486.695869,	   50.000085,	236872.837953,	   -0.173594,	    1.000000,	   -0.000000,	    0.000000
    0.180375,	  280.993996,	  280.993969,	  280.993974,	    1.049991,	    1.049991,	    1.049991	  486.695859,	  486.695820,	  486.695868,	   49.999820,	236872.849472,	   -0.189415,	    1.000000,	    0.000000,	    0.000000
    0.180792,	  280.993976,	  280.993932,	  280.993971,	    1.049991,	    1.049991,	    1.049991	  486.695795,	  486.695787,	  486.695863,	   50.000105,	236872.816271,	   -0.191453,	    1.000000,	    0.000000,	    0.000000
    0.181208,	  280.993961,	  280.993927,	  280.993973,	    1.049991,	    1.049991,	    1.049991	  486.695771,	  486.695793,	  486.695851,	   49.999915,	236872.806323,	   -0.204561,	    1.000000,	    0.000000,	    0.000000
    0.181625,	  280.993973,	  280.993959,	  280.993974,	    1.049991,	    1.049991,	    1.049991	  486.695821,	  486.695822,	  486.695847,	   49.999934,	236872.831151,	   -0.217382,	    1.000000,	   -0.000000,	    0.000000
    0.182042,	  280.993954,	  280.993942,	  280.993974,	    1.049991,	    1.049991,	    1.049991	  486.695780,	  486.695813,	  486.695835,	   50.000148,	236872.810965,	   -0.196340,	    1.000000,	   -0.000000,	    0.000000
    0.182458,	  280.993961,	  280.993958,	  280.993970,	    1.049991,	    1.049991,	    1.049991	  486.695808,	  486.695824,	  486.695829,	   49.999871,	236872.821589,	   -0.188640,	    1.000000,	    0.000000,	    0.000000
    0.182875,	  280.993948,	  280.993951,	  280.993969,	    1.049991,	    1.049991,	    1.049991	  486.695786,	  486.695823,	  486.695817,	   49.999974,	236872.810064,	   -0.214953,	    1.000000,	   -0.000000,	    0.000000
    0.183292,	  280.993935,	  280.993947,	  280.993967,	    1.049991,	    1.049991,	    1.049991	  486.695767,	  486.695823,	  486.695802,	   50.000124,	236872.799237,	   -0.202967,	    1.000000,	   -0.000000,	    0.000000
    0.183708,	  280.993951,	  280.993962,	  280.993954,	    1.049991,	    1.049991,	    1.049991	  486.695810,	  486.695816,	  486.695797,	   49.999862,	236872.809095,	   -0.209080,	    1.000000,	    0.000000,	    0.000000
    0.184125,	  280.993960,	  280.993965,	  280.993952,	    1.049991,	    1.049991,	    1.049991	  486.695825,	  486.695812,	  486.695803,	   50.000033,	236872.814858,	   -0.207287,	    1.000000,	   -0.000000,	    0.000000
    0.184542,	  280.993939,	  280.993961,	  280.993958,	    1.049991,	    1.049991,	    1.049991	  486.695793,	  486.695826,	  486.695788,	   49.999915,	236872.804115,	   -0.191248,	    1.000000,	   -0.000000,	    0.000000
    0.184958,	  280.993954,	  280.993961,	  280.993945,	    1.049991,	    1.049991,	    1.049991	  486.695819,	  486.695802,	  486.695790,	   49.999977,	236872.805371,	   -0.201033,	    1.000000,	   -0.000000,	    0.000000
    0.185375,	  280.993955,	  280.993961,	  280.993945,	    1.049991,	    1.049991,	    1.049991	  486.695820,	  486.695802,	  486.695791,	   50.000089,	236872.805910,	   -0.200600,	    1.000000,	   -0.000000,	    0.000000
    0.185792,	  280.993962,	  280.993958,	  280.993942,	    1.049991,	    1.049991,	    1.049991	  486.695825,	  486.695792,	  486.695798,	   49.999899,	236872.806703,	   -0.203065,	    1.000000,	   -0.000000,	    0.000000
    0.186208,	  280.993971,	  280.993952,	  280.993939,	    1.049991,	    1.049991,	    1.049991	  486.695830,	  486.695775,	  486.695809,	   50.000010,	236872.806213,	   -0.196750,	    1.000000,	   -0.000000,	    0.000000
    0.186625,	  280.993969,	  280.993959,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695830,	  486.695799,	  486.695816,	   50.000069,	236872.816424,	   -0.183102,	    1.000000,	   -0.000000,	    0.000000
    0.187042,	  280.993970,	  280.993958,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695829,	  486.695796,	  486.695817,	   49.999889,	236872.815653,	   -0.183421,	    1.000000,	   -0.000000,	    0.000000
    0.187458,	  280.993979,	  280.993931,	  280.993944,	    1.049991,	    1.049991,	    1.049991	  486.695812,	  486.695753,	  486.695836,	   50.000043,	236872.801952,	   -0.194123,	    1.000000,	   -0.000000,	    0.000000
    0.187875,	  280.993978,	  280.993946,	  280.993961,	    1.049991,	    1.049991,	    1.049991	  486.695820,	  486.695790,	  486.695845,	   49.999939,	236872.819674,	   -0.186160,	    1.000000,	   -0.000000,	    0.000000
    0.188292,	  280.993978,	  280.993945,	  280.993966,	    1.049991,	    1.049991,	    1.049991	  486.695815,	  486.695795,	  486.695853,	   49.999965,	236872.822072,	   -0.186316,	    1.000000,	   -0.000000,	    0.000000
    0.188708,	  280.993977,	  280.993938,	  280.993971,	    1.049991,	    1.049991,	    1.049991	  486.695803,	  486.695793,	  486.695860,	   50.000093,	236872.819962,	   -0.160320,	    1.000000,	   -0.000000,	   -0.000000
    0.189125,	  280.993976,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991	  486.695806,	  486.695814,	  486.695865,	   49.999906,	236872.829474,	   -0.175624,	    1.000000,	   -0.000000,	   -0.000000
    0.189542,	  280.993969,	  280.993933,	  280.993983,	    1.049991,	    1.049991,	    1.049991	  486.695782,	  486.695806,	  486.695868,	   50.000003,	236872.819959,	   -0.183379,	    1.000000,	   -0.000000,	   -0.000000
    0.189958,	  280.993963,	  280.993934,	  280.993990,	    1.049991,	    1.049991,	    1.049991	  486.695771,	  486.695819,	  486.695869,	   50.000064,	236872.820955,	   -0.170378,	    1.000000,	   -0.000000,	   -0.000000
    0.190375,	  280.993970,	  280.993967,	  280.993999,	    1.049991,	    1.049991,	    1.049991	  486.695812,	  486.695862,	  486.695867,	   49.999910,	236872.847633,	   -0.162903,	    1.000000,	   -0.000000,	   -0.000000
    0.190792,	  280.993957,	  280.993952,	  280.994000,	    1.049991,	    1.049991,	    1.049991	  486.695779,	  486.695853,	  486.695862,	   50.000033,	236872.832375,	   -0.164852,	    1.000000,	    0.000000,	   -0.000000
    0.191208,	  280.993949,	  280.993954,	  280.994001,	    1.049991,	    1.049991,	    1.049991	  486.695771,	  486.695862,	  486.695854,	   49.999949,	236872.829927,	   -0.156056,	    1.000000,	   -0.000000,	   -0.000000
    0.191625,	  280.993950,	  280.993972,	  280.994002,	    1.049991,	    1.049991,	    1.049991	  486.695794,	  486.695883,	  486.695845,	   49.999928,	236872.841635,	   -0.177481,	    1.000000,	    0.000000,	   -0.000000
    0.192042,	  280.993944,	  280.993974,	  280.994001,	    1.049991,	    1.049991,	    1.049991	  486.695790,	  486.695888,	  486.695836,	   50.000105,	236872.838595,	   -0.160304,	    1.000000,	    0.000000,	   -0.000000
    0.192458,	  280.993946,	  280.993988,	  280.993997,	    1.049991,	    1.049991,	    1.049991	  486.695810,	  486.695898,	  486.695825,	   49.999928,	236872.845019,	   -0.153677,	    1.000000,	    0.000000,	   -0.000000
    0.192875,	  280.993950,	  280.993997,	  280.993993,	    1.049991,	    1.049991,	    1.049991	  486.695827,	  486.695901,	  486.695820,	   49.999954,	236872.849763,	   -0.162485,	    1.000000,	    0.000000,	   -0.000000
    0.193292,	  280.993936,	  280.993992,	  280.993990,	    1.049991,	    1.049991,	    1.049991	  486.695807,	  486.695901,	  486.695804,	   50.000100,	236872.838199,	   -0.160065,	    1.000000,	   -0.000000,	   -0.000000
    0.193708,	  280.993948,	  280.994005,	  280.993979,	    1.049991,	    1.049992,	    1.049991	  486.695842,	  486.695895,	  486.695797,	   49.999899,	236872.845399,	   -0.161009,	    1.000000,	    0.000000,	   -0.000000
    0.194125,	  280.993958,	  280.994010,	  280.993971,	    1.049991,	    1.049992,	    1.049991	  486.695865,	  486.695888,	  486.695797,	   50.000001,	236872.850157,	   -0.167674,	    1.000000,	    0.000000,	   -0.000000
    0.194542,	  280.993954,	  280.994010,	  280.993970,	    1.049991,	    1.049992,	    1.049991	  486.695861,	  486.695888,	  486.695792,	   49.999975,	236872.847476,	   -0.156690,	    1.000000,	    0.000000,	   -0.000000
    0.194958,	  280.993964,	  280.994010,	  280.993960,	    1.049991,	    1.049992,	    1.049991	  486.695878,	  486.695871,	  486.695790,	   49.999954,	236872.846649,	   -0.162158,	    1.000000,	    0.000000,	   -0.000000
    0.195375,	  280.993970,	  280.994009,	  280.993956,	    1.049991,	    1.049992,	    1.049991	  486.695885,	  486.695862,	  486.695794,	   50.000061,	236872.847563,	   -0.163869,	    1.000000,	    0.000000,	   -0.000000
    0.195792,	  280.993974,	  280.994006,	  280.993952,	    1.049991,	    1.049992,	    1.049991	  486.695890,	  486.695851,	  486.695795,	   49.999950,	236872.845929,	   -0.167222,	    1.000000,	    0.000000,	   -0.000000
    0.196208,	  280.993987,	  280.993996,	  280.993944,	    1.049991,	    1.049992,	    1.049991	  486.695897,	  486.695822,	  486.695807,	   49.999981,	236872.842719,	   -0.173285,	    1.000000,	    0.000000,	   -0.000000
    0.196625,	  280.993989,	  280.993996,	  280.993949,	    1.049991,	    1.049991,	    1.049991	  486.695897,	  486.695828,	  486.695816,	   50.000044,	236872.847301,	   -0.165064,	    1.000000,	    0.000000,	   -0.000000
    0.197042,	  280.993991,	  280.993994,	  280.993951,	    1.049991,	    1.049991,	    1.049991	  486.695896,	  486.695825,	  486.695821,	   49.999946,	236872.848029,	   -0.168825,	    1.000000,	    0.000000,	   -0.000000
    0.197458,	  280.993998,	  280.993973,	  280.993944,	    1.049991,	    1.049991,	    1.049991	  486.695883,	  486.695789,	  486.695833,	   49.999999,	236872.835972,	   -0.172776,	    1.000000,	    0.000000,	   -0.000000
    0.197875,	  280.993999,	  280.993972,	  280.993952,	    1.049991,	    1.049991,	    1.049991	  486.695879,	  486.695798,	  486.695845,	   49.999949,	236872.841467,	   -0.177651,	    1.000000,	    0.000000,	   -0.000000
    0.198292,	  280.993999,	  280.993966,	  280.993956,	    1.049991,	    1.049991,	    1.049991	  486.695871,	  486.695795,	  486.695852,	   49.999957,	236872.839995,	   -0.183054,	    1.000000,	    0.000000,	   -0.000000
    0.198708,	  280.993998,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991	  486.695854,	  486.695788,	  486.695861,	   50.000065,	236872.834768,	   -0.174577,	    1.000000,	    0.000000,	    0.000000
    0.199125,	  280.993996,	  280.993961,	  280.993967,	    1.049991,	    1.049991,	    1.049991	  486.695854,	  486.695804,	  486.695865,	   49.999940,	236872.841446,	   -0.173681,	    1.000000,	    0.000000,	    0.000000
    0.199542,	  280.993990,	  280.993948,	  280.993970,	    1.049991,	    1.049991,	    1.049991	  486.695831,	  486.695795,	  486.695868,	   49.999974,	236872.832400,	   -0.190870,	    1.000000,	    0.000000,	    0.000000
    0.199958,	  280.993981,	  280.993937,	  280.993973,	    1.049991,	    1.049991,	    1.049991	  486.695805,	  486.695791,	  486.695868,	   50.000061,	236872.822741,	   -0.183281,	    1.000000,	    0.000000,	    0.000000
