[mea_500kV_1]二次侧数据---kV/kA
TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.000000,	    0.023391,	    0.035248,	    0.011857,	    0.000325,	    0.000479,	    0.000154,	    0.058639,	    0.047105,	    0.011534,	   -1.#IND00,	    0.001930,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.004542,	    8.398855,	    3.591211,	    6.128608,	    0.030591,	    0.011321,	    0.024045,	   11.371688,	    5.511125,	   14.258485,	   16.966336,	  120.997391,	    0.000000,	    1.000000,	    0.000000,	    0.000000
    0.004958,	    9.242611,	    3.621329,	    7.500567,	    0.033590,	    0.011699,	    0.029347,	   11.866813,	    7.302000,	   16.439425,	   39.344700,	  154.798386,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.005375,	    9.977605,	    3.808735,	    8.980424,	    0.036064,	    0.013192,	    0.035083,	   12.143728,	    9.526612,	   18.598246,	   49.310873,	  194.707076,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.005792,	   10.568804,	    4.312271,	   10.534700,	    0.037978,	    0.016175,	    0.041024,	   12.231546,	   12.142962,	   20.658252,	   55.924872,	  241.275201,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.006208,	   11.011040,	    5.189095,	   12.111464,	    0.039324,	    0.020574,	    0.046990,	   12.233228,	   15.032816,	   22.559576,	   60.296736,	  294.857291,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.006625,	   11.298443,	    6.442624,	   13.675451,	    0.040129,	    0.026145,	    0.052824,	   12.300670,	   18.149267,	   24.245373,	   63.252825,	  356.180160,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.007042,	   11.440703,	    8.038391,	   15.187267,	    0.040497,	    0.032531,	    0.058357,	   12.663244,	   21.439401,	   25.660667,	   64.606281,	  426.158506,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.007458,	   11.481025,	    9.867442,	   16.593116,	    0.040580,	    0.039467,	    0.063467,	   13.528827,	   24.770585,	   26.775445,	   64.239870,	  504.511823,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.007875,	   11.481197,	   11.828845,	   17.852494,	    0.040586,	    0.046912,	    0.068092,	   14.992243,	   28.025852,	   27.588717,	   63.245386,	  590.451003,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.008292,	   11.517010,	   13.870632,	   18.943597,	    0.040843,	    0.054894,	    0.072175,	   17.064937,	   31.142689,	   28.117758,	   62.606800,	  683.895823,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.008708,	   11.687524,	   15.984759,	   19.857703,	    0.041826,	    0.063348,	    0.075631,	   19.745710,	   34.104012,	   28.396138,	   62.644980,	  786.439121,	    0.000000,	    1.000000,	   -0.000000,	    0.000000
    0.009125,	   12.118674,	   18.169454,	   20.587869,	    0.044016,	    0.071996,	    0.078361,	   23.024384,	   36.893314,	   28.483612,	   63.715069,	  900.851671,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.009542,	   12.916689,	   20.360263,	   21.121509,	    0.047707,	    0.080494,	    0.080313,	   26.770210,	   39.426844,	   28.484692,	   35.742656,	 1027.499294,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.009958,	   14.125022,	   22.475116,	   21.460914,	    0.052987,	    0.088634,	    0.081532,	   30.801353,	   41.615948,	   28.548963,	   -1.#IND00,	 1165.217918,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.010375,	   15.743319,	   24.472383,	   21.633972,	    0.059770,	    0.096271,	    0.082133,	   35.006720,	   43.428107,	   28.859386,	   -1.#IND00,	 1314.778363,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.010792,	   17.729348,	   26.312158,	   21.686790,	    0.067812,	    0.103238,	    0.082301,	   39.281065,	   44.843765,	   29.613571,	   -1.#IND00,	 1476.976296,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.011208,	   20.003847,	   27.947138,	   21.687341,	    0.076817,	    0.109409,	    0.082301,	   43.497724,	   45.854254,	   30.983008,	   -1.#IND00,	 1651.537153,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.011625,	   22.475211,	   29.339672,	   21.727136,	    0.086516,	    0.114716,	    0.082472,	   47.537717,	   46.482626,	   33.069483,	   -1.#IND00,	 1838.019904,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.012042,	   25.056764,	   30.469687,	   21.914073,	    0.096681,	    0.119136,	    0.083203,	   51.305555,	   46.791190,	   35.885013,	   26.079406,	 2036.469870,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.012458,	   27.688835,	   31.346732,	   22.355279,	    0.107067,	    0.122637,	    0.084904,	   54.761482,	   46.883691,	   39.373120,	   36.806531,	 2249.047672,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.012875,	   30.317584,	   31.984635,	   23.144491,	    0.117360,	    0.125168,	    0.087969,	   57.867764,	   46.885102,	   43.435352,	   42.744355,	 2477.840235,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.013292,	   32.864943,	   32.388772,	   24.355999,	    0.127247,	    0.126759,	    0.092675,	   60.539734,	   46.950933,	   47.933347,	   46.478242,	 2722.351735,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.013708,	   35.256865,	   32.589893,	   26.017959,	    0.136505,	    0.127567,	    0.099091,	   62.716513,	   47.276041,	   52.705411,	   48.751424,	 2982.081822,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.014125,	   37.440012,	   32.649604,	   28.103528,	    0.144957,	    0.127827,	    0.107098,	   64.387064,	   48.060954,	   57.594521,	   49.925831,	 3257.559437,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.014542,	   39.372146,	   32.650263,	   30.548483,	    0.152450,	    0.127835,	    0.116452,	   65.568295,	   49.480633,	   62.455679,	   50.775679,	 3549.415385,	    0.000000,	    1.000000,	   -0.000000,	   -0.000000
    0.014958,	   41.021061,	   32.692300,	   33.266830,	    0.158858,	    0.127957,	    0.126834,	   66.304946,	   51.654714,	   67.156774,	   51.600498,	 3858.195837,	   -0.054729,	    1.000000,	   -0.000000,	   -0.000000
    0.015375,	   42.361712,	   32.891620,	   36.166219,	    0.164104,	    0.128609,	    0.137886,	   66.668967,	   54.636924,	   71.576262,	   52.449200,	 4184.368641,	   -0.170996,	    1.000000,	    0.000000,	   -0.000000
    0.015792,	   43.385158,	   33.368606,	   39.149554,	    0.168174,	    0.130204,	    0.149240,	   66.774127,	   58.395470,	   75.607243,	   53.563532,	 4528.423345,	    0.101751,	    1.000000,	    0.000000,	   -0.000000
    0.016208,	   44.108471,	   34.217043,	   42.116457,	    0.171100,	    0.133125,	    0.160566,	   66.775224,	   62.798461,	   79.170073,	   50.661116,	 4890.159228,	    1.000485,	    1.000000,	    0.000000,	   -0.000000
    0.016625,	   44.561248,	   35.503451,	   44.984953,	    0.172957,	    0.137697,	    0.171573,	   66.848738,	   67.694736,	   82.208312,	   44.143131,	 5269.845874,	    2.338501,	    1.000000,	    0.000000,	   -0.000000
    0.017042,	   44.786791,	   37.269915,	   47.687988,	    0.173911,	    0.144089,	    0.181972,	   67.198678,	   72.941928,	   84.681492,	   35.879161,	 5669.047380,	    3.821734,	    1.000000,	    0.000000,	   -0.000000
    0.017458,	   44.853508,	   39.508795,	   50.161231,	    0.174224,	    0.152251,	    0.191493,	   68.039804,	   78.373151,	   86.573828,	   40.192968,	 6088.931158,	    5.501958,	    1.000000,	    0.000000,	   -0.000000
    0.017875,	   44.854231,	   42.161469,	   52.348401,	    0.174239,	    0.161954,	    0.199921,	   69.560247,	   83.809230,	   87.902927,	   43.834963,	 6529.846558,	    6.196336,	    1.000000,	    0.000000,	   -0.000000
    0.018292,	   44.900237,	   45.132456,	   54.206858,	    0.174356,	    0.172871,	    0.207105,	   71.885716,	   89.076443,	   88.723677,	   46.891985,	 6991.353305,	    3.326996,	    1.000000,	    0.000000,	   -0.000000
    0.018708,	   45.112642,	   48.311838,	   55.712327,	    0.175024,	    0.184651,	    0.212964,	   75.063340,	   94.024696,	   89.129086,	   49.550552,	 7473.047478,	   -2.146577,	    1.000000,	    0.000000,	    0.000000
    0.019125,	   45.615789,	   51.602726,	   56.862028,	    0.176705,	    0.196899,	    0.217472,	   79.082191,	   98.546755,	   89.248751,	   52.226510,	 7976.931779,	   -6.222898,	    1.000000,	    0.000000,	    0.000000
    0.019542,	   46.519701,	   54.898645,	   57.668317,	    0.179805,	    0.209192,	    0.220666,	   83.846603,	  102.542233,	   89.250062,	   54.819930,	 8503.578679,	   -6.665462,	    1.000000,	    0.000000,	    0.000000
    0.019958,	   47.897792,	   58.088199,	   58.163926,	    0.184632,	    0.221166,	    0.222675,	   89.184261,	  105.926219,	   89.332205,	   57.377426,	 9051.479702,	   -4.267750,	    1.000000,	    0.000000,	    0.000000
    0.020375,	   49.783480,	   61.085161,	   58.407331,	    0.191359,	    0.232506,	    0.223704,	   94.911365,	  108.661086,	   89.711903,	   36.931484,	 9621.208121,	   -1.863245,	    1.000000,	    0.000000,	    0.000000
    0.020792,	   52.167214,	   63.820888,	   58.479090,	    0.199969,	    0.242911,	    0.224041,	  100.842669,	  110.744757,	   90.605401,	   41.601730,	10214.327971,	   -0.864403,	    1.000000,	    0.000000,	    0.000000
    0.021208,	   54.993908,	   66.234999,	   58.479926,	    0.210267,	    0.252123,	    0.224055,	  106.784401,	  112.203493,	   92.202973,	   45.345646,	10831.306809,	   -0.141537,	    1.000000,	    0.000000,	    0.000000
    0.021625,	   58.172783,	   68.281310,	   58.528139,	    0.221919,	    0.259950,	    0.224185,	  112.548998,	  113.100345,	   94.640869,	   48.015042,	11471.953076,	   -0.424119,	    1.000000,	    0.000000,	    0.000000
    0.022042,	   61.585043,	   69.927136,	   58.752751,	    0.234520,	    0.266300,	    0.224906,	  117.954051,	  113.537055,	   97.976540,	   49.858853,	12134.407736,	   -2.737119,	    1.000000,	    0.000000,	    0.000000
    0.022458,	   65.108710,	   71.169904,	   59.279688,	    0.247656,	    0.271170,	    0.226689,	  122.859747,	  113.663227,	  102.182659,	   51.357945,	12818.380772,	   -5.598845,	    1.000000,	    0.000000,	    0.000000
    0.022875,	   68.633250,	   72.036267,	   60.215126,	    0.260892,	    0.274619,	    0.229951,	  127.175595,	  113.664627,	  107.161304,	   50.260303,	13525.608138,	   -7.314004,	    1.000000,	    0.000000,	    0.000000
    0.023292,	   72.052654,	   72.569009,	   61.635370,	    0.273792,	    0.276774,	    0.235012,	  130.831087,	  113.748735,	  112.759685,	   47.481962,	14256.764852,	   -7.255730,	    1.000000,	    0.000000,	    0.000000
    0.023708,	   75.265063,	   72.829575,	   63.577752,	    0.285963,	    0.277864,	    0.242036,	  133.775270,	  114.139061,	  118.784569,	   44.544208,	15011.107283,	   -6.163623,	    1.000000,	    0.000000,	    0.000000
    0.024125,	   78.184429,	   72.905487,	   66.032177,	    0.297081,	    0.278216,	    0.251001,	  135.999197,	  115.056996,	  125.023584,	   46.099631,	15788.263417,	   -5.463838,	    1.000000,	    0.000000,	    0.000000
    0.024542,	   80.744088,	   72.906315,	   68.943039,	    0.306900,	    0.278230,	    0.261712,	  137.538121,	  116.693354,	  131.263742,	   47.460022,	16588.081217,	   -5.251951,	    1.000000,	   -0.000000,	    0.000000
    0.024958,	   82.901931,	   72.956501,	   72.217198,	    0.315245,	    0.278359,	    0.273844,	  138.475409,	  119.177261,	  137.307891,	   48.686240,	17410.705011,	   -5.411919,	    1.000000,	   -0.000000,	    0.000000
    0.025375,	   84.635717,	   73.186015,	   75.741532,	    0.322010,	    0.279086,	    0.286990,	  138.931692,	  122.567288,	  142.981732,	   49.797189,	18256.176905,	   -5.714181,	    1.000000,	   -0.000000,	    0.000000
    0.025792,	   85.942534,	   73.722349,	   79.394885,	    0.327179,	    0.280884,	    0.300693,	  139.063511,	  126.850092,	  148.136252,	   50.943121,	19124.651712,	   -5.758415,	    1.000000,	   -0.000000,	    0.000000
    0.026208,	   86.845702,	   74.673722,	   83.052101,	    0.330829,	    0.284159,	    0.314485,	  139.064841,	  131.929741,	  152.654808,	   52.147535,	20015.992215,	   -5.926803,	    1.000000,	   -0.000000,	    0.000000
    0.026625,	   87.395648,	   76.111160,	   86.593582,	    0.333118,	    0.289221,	    0.327933,	  139.152316,	  137.639802,	  156.460816,	   53.404738,	20929.356338,	   -6.963143,	    1.000000,	    0.000000,	    0.000000
    0.027042,	   87.663699,	   78.068084,	   89.917117,	    0.334288,	    0.296251,	    0.340649,	  139.549317,	  143.786311,	  159.516138,	   44.825441,	21864.637751,	   -8.956251,	    1.000000,	   -0.000000,	    0.000000
    0.027458,	   87.742034,	   80.539039,	   92.938505,	    0.334674,	    0.305263,	    0.352291,	  140.473617,	  150.165043,	  161.820653,	   46.028252,	22822.767020,	  -10.340973,	    1.000000,	   -0.000000,	    0.000000
    0.027875,	   87.742939,	   83.479633,	   95.591316,	    0.334691,	    0.316075,	    0.362576,	  142.118420,	  156.570350,	  163.414189,	   47.429516,	23805.372279,	   -9.408816,	    1.000000,	   -0.000000,	    0.000000
    0.028292,	   87.794034,	   86.802538,	   97.826494,	    0.334804,	    0.328345,	    0.371303,	  144.619926,	  162.793165,	  164.380503,	   48.705906,	24812.495782,	   -7.771654,	    1.000000,	   -0.000000,	    0.000000
    0.028708,	   88.026943,	   90.386699,	   99.616838,	    0.335499,	    0.341654,	    0.378367,	  148.032029,	  168.635100,	  164.847684,	   49.842802,	25842.012462,	   -7.163054,	    1.000000,	   -0.000000,	   -0.000000
    0.029125,	   88.565717,	   94.103323,	  100.962879,	    0.337246,	    0.355562,	    0.383762,	  152.332334,	  173.936743,	  164.982856,	   50.992363,	26892.824427,	   -7.269945,	    1.000000,	   -0.000000,	   -0.000000
    0.029542,	   89.517839,	   97.831743,	  101.892118,	    0.340464,	    0.369607,	    0.387567,	  157.438824,	  178.585172,	  164.984376,	   52.176729,	27966.497054,	   -7.534148,	    1.000000,	   -0.000000,	   -0.000000
    0.029958,	   90.959706,	  101.451690,	  102.455255,	    0.345458,	    0.383328,	    0.389952,	  163.202782,	  182.497620,	  165.072860,	   53.400479,	29063.192795,	   -7.612961,	    1.000000,	   -0.000000,	   -0.000000
    0.030375,	   92.926013,	  104.851672,	  102.727163,	    0.352398,	    0.396312,	    0.391179,	  169.426575,	  185.629315,	  165.476146,	   45.547787,	30181.987293,	   -8.345594,	    1.000000,	   -0.000000,	   -0.000000
    0.030792,	   95.407507,	  107.939436,	  102.805584,	    0.361296,	    0.408214,	    0.391597,	  175.892127,	  187.981986,	  166.409853,	   46.306149,	31322.502269,	  -10.222929,	    1.000000,	   -0.000000,	   -0.000000
    0.031208,	   98.356394,	  110.647832,	  102.806473,	    0.372007,	    0.418751,	    0.391622,	  182.386061,	  189.605504,	  168.057608,	   47.730185,	32486.093913,	  -10.915139,	    1.000000,	   -0.000000,	   -0.000000
    0.031625,	  101.691919,	  112.931991,	  102.857290,	    0.384232,	    0.427705,	    0.391725,	  188.706491,	  190.591886,	  170.552346,	   48.921718,	33674.503139,	   -9.800085,	    1.000000,	    0.000000,	   -0.000000
    0.032042,	  105.304124,	  114.764464,	  103.089637,	    0.397556,	    0.434944,	    0.392399,	  194.659211,	  191.070020,	  173.959712,	   49.885411,	34887.314002,	   -8.562168,	    1.000000,	    0.000000,	   -0.000000
    0.032458,	  109.062027,	  116.139200,	  103.629677,	    0.411516,	    0.440454,	    0.394122,	  200.066412,	  191.207537,	  178.266535,	   50.746308,	36121.949562,	   -7.998015,	    1.000000,	    0.000000,	   -0.000000
    0.032875,	  112.835044,	  117.083705,	  104.583557,	    0.425646,	    0.444336,	    0.397299,	  204.799810,	  191.208999,	  183.385771,	   51.564859,	37378.061580,	   -8.326349,	    1.000000,	    0.000000,	   -0.000000
    0.033292,	  116.502449,	  117.654466,	  106.025440,	    0.439490,	    0.446773,	    0.402237,	  208.780732,	  191.298495,	  189.171498,	   52.334802,	38656.787941,	   -8.898203,	    1.000000,	    0.000000,	   -0.000000
    0.033708,	  119.954443,	  117.930088,	  107.991368,	    0.452616,	    0.448029,	    0.409108,	  211.969367,	  191.703453,	  195.435161,	   46.701342,	39958.709464,	   -9.027036,	    1.000000,	   -0.000000,	   -0.000000
    0.034125,	  123.094948,	  118.009556,	  110.475884,	    0.464650,	    0.448458,	    0.417930,	  214.364927,	  192.639524,	  201.961183,	   47.467134,	41283.542565,	   -9.166268,	    1.000000,	    0.000000,	   -0.000000
    0.034542,	  125.848322,	  118.010427,	  113.431967,	    0.475295,	    0.448487,	    0.428559,	  216.013220,	  194.290360,	  208.525206,	   48.346019,	42631.072148,	   -9.335291,	    1.000000,	   -0.000000,	   -0.000000
    0.034958,	  128.164341,	  118.062025,	  116.775825,	    0.484344,	    0.448589,	    0.440715,	  217.008955,	  196.785090,	  214.911009,	   49.167031,	44001.333363,	   -9.494260,	    1.000000,	    0.000000,	   -0.000000
    0.035375,	  130.019853,	  118.294969,	  120.397398,	    0.491674,	    0.449258,	    0.454017,	  217.490667,	  200.183177,	  220.924629,	   49.920304,	45394.395539,	   -9.842282,	    1.000000,	    0.000000,	   -0.000000
    0.035792,	  131.414306,	  118.833527,	  124.174662,	    0.497258,	    0.450973,	    0.468015,	  217.630208,	  204.479309,	  226.399483,	   50.663384,	46810.473641,	  -10.172888,	    1.000000,	    0.000000,	   -0.000000
    0.036208,	  132.372952,	  119.785886,	  127.980166,	    0.501181,	    0.454146,	    0.482220,	  217.631778,	  209.600964,	  231.202043,	   51.420609,	48250.179897,	  -10.594860,	    1.000000,	    0.000000,	   -0.000000
    0.036625,	  132.950554,	  121.227882,	  131.686312,	    0.503634,	    0.459074,	    0.496147,	  217.721871,	  215.404546,	  235.240451,	   52.205356,	49713.333686,	  -11.255275,	    1.000000,	    0.000000,	   -0.000000
    0.037042,	  133.228333,	  123.193307,	  135.176004,	    0.504896,	    0.465922,	    0.509360,	  218.128877,	  221.694603,	  238.470314,	   47.168638,	51198.931600,	  -12.763043,	    1.000000,	    0.000000,	   -0.000000
    0.037458,	  133.308360,	  125.675069,	  138.351263,	    0.505325,	    0.474715,	    0.521484,	  219.065313,	  228.253085,	  240.894497,	   47.476408,	52706.413697,	  -15.162467,	    1.000000,	    0.000000,	   -0.000000
    0.037875,	  133.309278,	  128.628714,	  141.136691,	    0.505354,	    0.485330,	    0.532217,	  220.712151,	  234.858382,	  242.562389,	   48.346376,	54236.275173,	  -16.027682,	    1.000000,	    0.000000,	   -0.000000
    0.038292,	  133.360913,	  131.977097,	  143.480707,	    0.505460,	    0.497492,	    0.541339,	  223.202736,	  241.296916,	  243.568756,	   49.164074,	55789.800665,	  -12.879008,	    1.000000,	    0.000000,	   -0.000000
    0.038708,	  133.595360,	  135.611038,	  145.355788,	    0.506137,	    0.510815,	    0.548725,	  226.600623,	  247.365310,	  244.052652,	   49.914320,	57366.378727,	   -7.827152,	    1.000000,	    0.000000,	    0.000000
    0.039125,	  134.135440,	  139.403066,	  146.762117,	    0.507857,	    0.524852,	    0.554356,	  230.893792,	  252.888021,	  244.191842,	   50.655398,	58964.650038,	   -4.503813,	    1.000000,	    0.000000,	    0.000000
    0.039542,	  135.085615,	  143.225987,	  147.729265,	    0.511032,	    0.539131,	    0.558315,	  236.007791,	  257.734581,	  244.193437,	   51.416424,	60585.742109,	   -4.622168,	    1.000000,	    0.000000,	    0.000000
    0.039958,	  136.522381,	  146.956449,	  148.313127,	    0.515968,	    0.553160,	    0.560786,	  241.810532,	  261.815972,	  244.282808,	   52.208108,	62231.342084,	   -6.460938,	    1.000000,	    0.000000,	    0.000000
    0.040375,	  138.483395,	  150.475712,	  148.593925,	    0.522833,	    0.566481,	    0.562050,	  248.114947,	  265.082135,	  244.688926,	   47.627143,	63900.745265,	   -7.854161,	    1.000000,	    0.000000,	    0.000000
    0.040792,	  140.963361,	  153.680070,	  148.674487,	    0.531645,	    0.578703,	    0.562476,	  254.700536,	  267.530680,	  245.625692,	   47.593142,	65592.336140,	   -9.043809,	    1.000000,	    0.000000,	    0.000000
    0.041208,	  143.916277,	  156.489131,	  148.675374,	    0.542277,	    0.589527,	    0.562503,	  261.337174,	  269.210949,	  247.272471,	   48.483257,	67305.109489,	  -10.608487,	    1.000000,	    0.000000,	    0.000000
    0.041625,	  147.263908,	  158.851716,	  148.727205,	    0.554472,	    0.598734,	    0.562611,	  267.808274,	  270.223314,	  249.757908,	   49.259705,	69040.307869,	  -10.669235,	    1.000000,	    0.000000,	    0.000000
    0.042042,	  150.902601,	  160.743254,	  148.961488,	    0.567851,	    0.606195,	    0.563293,	  273.916871,	  270.710624,	  253.147874,	   49.929204,	70799.513453,	   -8.537018,	    1.000000,	    0.000000,	    0.000000
    0.042458,	  154.708085,	  162.162377,	  149.501560,	    0.581960,	    0.611877,	    0.565021,	  279.484775,	  270.850723,	  257.437331,	   50.540723,	72581.944402,	   -5.688186,	    1.000000,	   -0.000000,	    0.000000
    0.042875,	  158.547740,	  163.136444,	  150.451567,	    0.596316,	    0.615870,	    0.568202,	  284.369647,	  270.852285,	  262.550225,	   51.130642,	74386.559170,	   -4.250439,	    1.000000,	   -0.000000,	    0.000000
    0.043292,	  162.294294,	  163.723295,	  151.885414,	    0.610438,	    0.618363,	    0.573139,	  288.479343,	  270.941976,	  268.350362,	   51.701449,	76213.934183,	   -4.731827,	    1.000000,	    0.000000,	    0.000000
    0.043708,	  165.830916,	  164.005554,	  153.840372,	    0.623873,	    0.619639,	    0.580009,	  291.768005,	  271.347509,	  274.655573,	   47.923059,	78064.574396,	   -5.830408,	    1.000000,	    0.000000,	    0.000000
    0.044125,	  169.055639,	  164.086800,	  156.314105,	    0.636217,	    0.620070,	    0.588837,	  294.235407,	  272.281739,	  281.253159,	   48.160374,	79938.386554,	   -6.489547,	    1.000000,	   -0.000000,	    0.000000
    0.044542,	  171.886354,	  164.087724,	  159.264823,	    0.647150,	    0.620098,	    0.599496,	  295.929242,	  273.925558,	  287.916002,	   48.789897,	81834.984013,	   -6.717500,	    1.000000,	   -0.000000,	    0.000000
    0.044958,	  174.266483,	  164.139779,	  162.614727,	    0.656448,	    0.620205,	    0.611719,	  296.947468,	  276.409163,	  294.419507,	   49.379875,	83754.223555,	   -6.618591,	    1.000000,	   -0.000000,	    0.000000
    0.045375,	  176.169515,	  164.374696,	  166.256848,	    0.663984,	    0.620885,	    0.625134,	  297.435939,	  279.794679,	  300.557872,	   49.933136,	85696.078235,	   -6.703354,	    1.000000,	   -0.000000,	    0.000000
    0.045792,	  177.597214,	  164.914073,	  170.067761,	    0.669731,	    0.622606,	    0.639298,	  297.576545,	  284.075024,	  306.155150,	   50.480894,	87660.465292,	   -7.123249,	    1.000000,	   -0.000000,	    0.000000
    0.046208,	  178.577847,	  165.861767,	  173.918310,	    0.673769,	    0.625778,	    0.653729,	  297.578170,	  289.180499,	  311.070934,	   51.045592,	89647.751530,	   -7.159708,	    1.000000,	   -0.000000,	    0.000000
    0.046625,	  179.167995,	  167.293064,	  177.679839,	    0.676290,	    0.630706,	    0.667937,	  297.667860,	  294.979692,	  315.207268,	   51.636673,	91658.265157,	   -6.050215,	    1.000000,	    0.000000,	    0.000000
    0.047042,	  179.451004,	  169.245291,	  181.232083,	    0.677583,	    0.637559,	    0.681463,	  298.074144,	  301.289579,	  318.514510,	   48.263656,	93691.699525,	   -4.097905,	    1.000000,	   -0.000000,	    0.000000
    0.047458,	  179.532193,	  171.715243,	  184.471425,	    0.678024,	    0.646367,	    0.693904,	  299.008628,	  307.895850,	  320.993622,	   48.158161,	95747.639803,	   -3.405752,	    1.000000,	   -0.000000,	    0.000000
    0.047875,	  179.533128,	  174.660965,	  187.316257,	    0.678054,	    0.657012,	    0.704937,	  300.648986,	  314.571966,	  322.695825,	   48.789284,	97825.976648,	   -4.666612,	    1.000000,	   -0.000000,	    0.000000
    0.048292,	  179.584883,	  178.008218,	  189.710809,	    0.678158,	    0.669236,	    0.714323,	  303.125586,	  321.097342,	  323.720431,	   49.380856,	99927.847075,	   -6.033660,	    1.000000,	   -0.000000,	    0.000000
    0.048708,	  179.819615,	  181.653504,	  191.625869,	    0.678830,	    0.682663,	    0.721928,	  306.505636,	  327.264182,	  324.211566,	   49.934620,	102053.563058,	   -6.385681,	    1.000000,	   -0.000000,	   -0.000000
    0.049125,	  180.359365,	  185.471030,	  193.060688,	    0.680538,	    0.696845,	    0.727727,	  310.782203,	  332.887916,	  324.352210,	   50.482145,	104201.432782,	   -6.435929,	    1.000000,	   -0.000000,	   -0.000000
    0.049542,	  181.306222,	  189.328971,	  194.045038,	    0.683686,	    0.711307,	    0.731807,	  315.881836,	  337.825289,	  324.353799,	   51.045839,	106370.882262,	   -6.855632,	    1.000000,	   -0.000000,	   -0.000000
    0.049958,	  182.734493,	  193.100111,	  194.637412,	    0.688581,	    0.725565,	    0.734358,	  321.675882,	  341.980782,	  324.443495,	   51.634673,	108563.269740,	   -7.285427,	    1.000000,	   -0.000000,	   -0.000000
